bundle_rank,country,survey_name,wave,idno,mechanism_pathway,required_concept_rows,recommended_concept_rows,raw_verified_required_rows,blocked_required_rows,metadata_missing_required_rows,harmonization_status,climate_linkage_status,outcome_status,modeling_status,readiness_status,next_action
20,Ethiopia,"Job Creation in Ethiopia - Impact Evaluation Survey, 2016-2020",2016-2020,ETH_2016-2020_FJW_v01_M,health_need_illness,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_incomplete_for_outcome,blocked_metadata_incomplete,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
20,Ethiopia,"Job Creation in Ethiopia - Impact Evaluation Survey, 2016-2020",2016-2020,ETH_2016-2020_FJW_v01_M,income_consumption_decline,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_incomplete_for_outcome,blocked_metadata_incomplete,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
20,Ethiopia,"Job Creation in Ethiopia - Impact Evaluation Survey, 2016-2020",2016-2020,ETH_2016-2020_FJW_v01_M,oop_share_conditional_on_seeking,5,5,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_incomplete_for_outcome,blocked_metadata_incomplete,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
20,Ethiopia,"Job Creation in Ethiopia - Impact Evaluation Survey, 2016-2020",2016-2020,ETH_2016-2020_FJW_v01_M,uhc_double_failure_composite,7,4,0,7,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_incomplete_for_outcome,blocked_metadata_incomplete,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
21,Nigeria,Youth Enterprise With Innovation in Nigeria (YouWiN!) Program Impact Evaluation 2011-2016,2011-2016,NGA_2011-2016_YouWiNIE_v02_M,coping_response_to_health_or_climate,4,5,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_incomplete_for_outcome,blocked_metadata_incomplete,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
21,Nigeria,Youth Enterprise With Innovation in Nigeria (YouWiN!) Program Impact Evaluation 2011-2016,2011-2016,NGA_2011-2016_YouWiNIE_v02_M,food_insecurity,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_incomplete_for_outcome,blocked_metadata_incomplete,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
21,Nigeria,Youth Enterprise With Innovation in Nigeria (YouWiN!) Program Impact Evaluation 2011-2016,2011-2016,NGA_2011-2016_YouWiNIE_v02_M,forgone_care_after_need,5,4,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_incomplete_for_outcome,blocked_metadata_incomplete,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
21,Nigeria,Youth Enterprise With Innovation in Nigeria (YouWiN!) Program Impact Evaluation 2011-2016,2011-2016,NGA_2011-2016_YouWiNIE_v02_M,health_need_illness,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_incomplete_for_outcome,blocked_metadata_incomplete,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
21,Nigeria,Youth Enterprise With Innovation in Nigeria (YouWiN!) Program Impact Evaluation 2011-2016,2011-2016,NGA_2011-2016_YouWiNIE_v02_M,income_consumption_decline,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_incomplete_for_outcome,blocked_metadata_incomplete,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
21,Nigeria,Youth Enterprise With Innovation in Nigeria (YouWiN!) Program Impact Evaluation 2011-2016,2011-2016,NGA_2011-2016_YouWiNIE_v02_M,oop_share_conditional_on_seeking,5,5,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_incomplete_for_outcome,blocked_metadata_incomplete,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
21,Nigeria,Youth Enterprise With Innovation in Nigeria (YouWiN!) Program Impact Evaluation 2011-2016,2011-2016,NGA_2011-2016_YouWiNIE_v02_M,uhc_double_failure_composite,7,4,0,7,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_incomplete_for_outcome,blocked_metadata_incomplete,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
22,Tanzania,National Panel Survey 2014-2015,2013-2016,TZA_2014_NPS-R4_v03_M_v03_A_EXT,coping_response_to_health_or_climate,4,5,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
22,Tanzania,National Panel Survey 2014-2015,2013-2016,TZA_2014_NPS-R4_v03_M_v03_A_EXT,food_insecurity,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
22,Tanzania,National Panel Survey 2014-2015,2013-2016,TZA_2014_NPS-R4_v03_M_v03_A_EXT,forgone_care_after_need,5,4,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
22,Tanzania,National Panel Survey 2014-2015,2013-2016,TZA_2014_NPS-R4_v03_M_v03_A_EXT,health_need_illness,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
22,Tanzania,National Panel Survey 2014-2015,2013-2016,TZA_2014_NPS-R4_v03_M_v03_A_EXT,income_consumption_decline,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
22,Tanzania,National Panel Survey 2014-2015,2013-2016,TZA_2014_NPS-R4_v03_M_v03_A_EXT,oop_share_conditional_on_seeking,5,5,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
22,Tanzania,National Panel Survey 2014-2015,2013-2016,TZA_2014_NPS-R4_v03_M_v03_A_EXT,uhc_double_failure_composite,7,4,0,7,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
23,Viet Nam,Household Living Standards Survey 2002,2002,VNM_2002_VHLSS_v01_M,coping_response_to_health_or_climate,4,5,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
23,Viet Nam,Household Living Standards Survey 2002,2002,VNM_2002_VHLSS_v01_M,food_insecurity,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
23,Viet Nam,Household Living Standards Survey 2002,2002,VNM_2002_VHLSS_v01_M,forgone_care_after_need,5,4,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
23,Viet Nam,Household Living Standards Survey 2002,2002,VNM_2002_VHLSS_v01_M,health_need_illness,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
23,Viet Nam,Household Living Standards Survey 2002,2002,VNM_2002_VHLSS_v01_M,income_consumption_decline,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
23,Viet Nam,Household Living Standards Survey 2002,2002,VNM_2002_VHLSS_v01_M,oop_share_conditional_on_seeking,5,5,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
23,Viet Nam,Household Living Standards Survey 2002,2002,VNM_2002_VHLSS_v01_M,uhc_double_failure_composite,7,4,0,7,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
