acquisition_batch_rank,batch_role,country,wave,idno,file_rank,file_name,module_priority_role,candidate_categories,candidate_harmonized_variables,candidate_variable_count,candidate_raw_variables_examples,download_priority_reason
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,10,int_operational,core_main_sample_module_candidate,demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;care_not_sought_reason;care_sought;coping_borrowed;education;hhid;household_weight_or_person_weight;oop_health_expenditure;reason_not_sought_cost;reason_not_sought_distance;reason_not_sought_supply;shock_module_variable,39,Hh15_q8112;Hh15_q8113;health_last;Hh15_q64;Hh15_q67tab5;Hh15_q77;Hh15_q785;Hh15_q788;Hh15_q789;elifu1;eligilitystatus;hh15_q67,OOP spending; need/access; climate geography; weights/design/keys
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,11,int_community,core_main_sample_module_candidate,demographics;geography;health_need_access;shocks,admin1_or_admin2;agriculture_livelihood;care_sought;reason_not_sought_distance;sex,34,dist_fac_bank;dist_fac_bus;dist_fac_govt_healthunit;dist_fac_govt_hospital;dist_fac_govt_primary;dist_fac_govt_secondary;dist_fac_pharmacy;dist_fac_phone;dist_fac_pre_primary;dist_fac_priv_primary;dist_fac_private_clinic;dist_fac_taxi,need/access; climate geography
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,12,int_migration,core_main_sample_module_candidate,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;age;care_sought;education;hhid;household_weight_or_person_weight;sex;shock_module_variable,26,eligilitystatus;county;district;subcounty;hhid;weightfinal2;hh0_q2;hh0_q3;hh1_q2;hh1_q5;hh2_q10;hh5_q4,need/access; climate geography; weights/design/keys
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,1,LABORF,core_main_sample_module_candidate,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;age;asset_index_or_asset_variable;care_not_sought_reason;education;pid;sex;shock_module_variable,22,Q25;Q44;Enumdis;Pid;Age;Dwell;Q320;Q321;Q421;Q422;Q514;Q515,need/access; climate geography; weights/design/keys
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,2,REC003,core_main_sample_module_candidate,health_expenditure;health_need_access,care_sought;health_insurance;illness_or_injury_need;oop_health_expenditure,12,a11;a12;a13;a14;a15;a16;a19;a20;a21;a09;a10;a17,OOP spending; need/access
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,3,ANNUAL,core_main_sample_module_candidate,consumption;demographics;geography;survey_design,admin1_or_admin2;asset_index_or_asset_variable;food_consumption;household_size;household_weight_or_person_weight;nonfood_consumption;total_consumption_or_income,11,cons;non_food;non_food;tot_food;district;edwght;dwelling;electric;hh;hhsize1;hhsize2,financial denominator; climate geography; weights/design/keys
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,4,EDTOTALS,core_main_sample_module_candidate,consumption;demographics;geography;survey_design,admin1_or_admin2;asset_index_or_asset_variable;food_consumption;household_weight_or_person_weight;nonfood_consumption;sex,9,edfood;ednoncon;ednoncon;district;region;edwght;eddwel;edfem;edmale,financial denominator; climate geography; weights/design/keys
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,5,HHSIZE,core_main_sample_module_candidate,demographics;geography,admin1_or_admin2;age;asset_index_or_asset_variable;household_size;sex,8,district;adfem;admale;child;dwelling;hh;hhsize1;hhsize2,climate geography
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,6,NUTR97,core_main_sample_module_candidate,demographics;survey_design,age;household_weight_or_person_weight;sex,7,waz;weight;whz;ageinmth;haz;sex;waz,weights/design/keys
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,7,REC001,core_main_sample_module_candidate,demographics;geography;survey_design,admin1_or_admin2;asset_index_or_asset_variable;household_weight_or_person_weight;interview_date_or_survey_month,6,district;region;edwght;int_date;dwelling;hh,climate geography; weights/design/keys
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,8,HEADS,core_main_sample_module_candidate,demographics;geography;survey_design,admin1_or_admin2;age;household_head_marker;pid;sex,5,district;ind;age;relation;sex,climate geography; weights/design/keys
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,9,REC007,core_main_sample_module_candidate,demographics;survey_design,age;household_weight_or_person_weight,5,c021;c022;c07;c031;c032,weights/design/keys
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,10,EXP97,core_main_sample_module_candidate,consumption;geography;survey_design,admin1_or_admin2;food_consumption;psu_or_cluster_id,3,Foodexp;Edsize;Cluster,financial denominator; climate geography; weights/design/keys
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,11,REC006,core_main_sample_module_candidate,geography;health_need_access,admin1_or_admin2;reason_not_sought_distance,2,b15b;b16d,need/access; climate geography
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,12,REC025,core_main_sample_module_candidate,consumption,nonfood_consumption,1,i09i,financial denominator
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,1,KPRICE2,core_main_sample_module_candidate,geography;shocks,admin1_or_admin2;shock_module_variable,909,aye1_10a;aye1_10b;aye1_10c;aye1_10d;aye1_10e;aye1_11a;aye1_11b;aye1_11c;aye1_11d;aye1_11e;aye1_12a;aye1_12b,climate geography
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,2,KHHLD,core_main_sample_module_candidate,demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;coping_borrowed;hhid;illness_or_injury_need;interview_date_or_survey_month;oop_health_expenditure;reason_not_sought_distance;shock_module_variable,102,ae15_1b;ae20_6a;ae20_6b;ac14;ae16_10a;ae16_10b;ae16_1a;ae16_1b;af14_4a;af14_4b;ae2_1a;ae2_1b,OOP spending; need/access; climate geography; weights/design/keys
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,3,KPRICE3,core_main_sample_module_candidate,geography;shocks,admin1_or_admin2;shock_module_variable,90,aye6_1a;aye6_1b;aye6_1c;aye6_1d;aye6_1e;aye6_2a;aye6_2b;aye6_2c;aye6_2d;aye6_2e;aye6_3a;aye6_3b,climate geography
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,4,KADULT,core_main_sample_module_candidate,consumption;demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;age;agriculture_livelihood;asset_index_or_asset_variable;care_not_sought_reason;care_sought;coping_borrowed;education;hhid;household_weight_or_person_weight;illness_or_injury_need;interview_date_or_survey_month;nonfood_consumption;oop_health_expenditure;pid;reason_not_sought_distance;sex;shock_module_variable,39,a1o16;a1l14;a1l15;a1l16;a1j56;a1j57;a1j98;a1l1;a1l10;a1l15;a1l16;a1l2,financial denominator; OOP spending; need/access; climate geography; weights/design/keys
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,5,KCOMM,core_main_sample_module_candidate,demographics;geography;health_need_access;shocks,admin1_or_admin2;reason_not_sought_distance;reason_not_sought_supply;sex;shock_module_variable,37,a1x15;a1x16;a1x17;a1x23;a1x25;a1x47_6;a1x48_6;a1x49;a1x50_6;a1x51_6;a1x52;a1x72,need/access; climate geography
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,6,KCHILD,core_main_sample_module_candidate,demographics;health_expenditure;health_need_access;shocks;survey_design,age;agriculture_livelihood;care_sought;education;hhid;household_weight_or_person_weight;illness_or_injury_need;interview_date_or_survey_month;oop_health_expenditure;pid;reason_not_sought_distance;sex,26,a1l14;a1l15;a1l16;a1l1;a1l10;a1l15;a1l16;a1l2;a1l21;a1l24;a1l6;a1h3,OOP spending; need/access; weights/design/keys
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,7,KINDIVH,core_main_sample_module_candidate,demographics;survey_design,hhid;pid;sex,17,hid;pid;ab10_5;ab11_5;ab12_5;ab13_5;ab14_5;ab15_5;ab1_5;ab2_5;ab3_5;ab4_5,weights/design/keys
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,8,INCEXP,core_main_sample_module_candidate,consumption;demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;education;hhid;household_size;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,11,khomcx;ktransx;kregion1;khid;kdurabla;keduculx;kelectaa;khhsize;kproduca;kcthtaa;kselfeay,financial denominator; need/access; climate geography; weights/design/keys
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,9,KYGPOV,core_main_sample_module_candidate,geography;survey_design,admin1_or_admin2;hhid,7,rhcsblne;rlcsblne;rpoor3e;rpoor4e;rvpoor3e;rvpoor4e;hid,climate geography; weights/design/keys
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,10,CONADULT,core_main_sample_module_candidate,demographics;survey_design,age;education;hhid;household_head_marker;pid;sex,6,hid;pid;age;edlevel;gender;hhead,weights/design/keys
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,11,KINDIV,core_main_sample_module_candidate,demographics;survey_design,age;hhid;pid;sex,4,hid;pid;age;sex,weights/design/keys
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,12,CORE,core_main_sample_module_candidate,geography;survey_design,admin1_or_admin2;hhid;interview_date_or_survey_month,3,region;hid;month,climate geography; weights/design/keys
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1,FINAL_PREF,core_main_sample_module_candidate,consumption;demographics;geography;shocks;survey_design,admin1_or_admin2;age;agriculture_livelihood;asset_index_or_asset_variable;education;food_consumption;household_head_marker;household_size;household_weight_or_person_weight;interview_date_or_survey_month;nonfood_consumption;psu_or_cluster_id;rural;sex;strata;total_consumption_or_income,106,food_30;food_7;food_pc_30;food_pc_7;food_pc_7_tadj;food_poor;inkind_30;inkind_7;nfood;nfood;nfpindex;nfpline_7,financial denominator; climate geography; weights/design/keys
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,2,S00,core_main_sample_module_candidate,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;care_not_sought_reason;coping_borrowed;household_head_marker;psu_or_cluster_id;rural;sex;strata,32,v13_83;v13_85;v00_dist;v00_subw;v00_ward;v00_zone;v00_dist;v00_subw;v00_vdc;v00_ward;v00_zone;xstra,need/access; climate geography; weights/design/keys
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,3,S08,core_main_sample_module_candidate,health_expenditure;health_need_access;survey_design,care_not_sought_reason;care_sought;illness_or_injury_need;oop_health_expenditure;reason_not_sought_distance;strata,19,v08_07a;v08_07b;v08_17a;v08_17b;v08_17c;v08_18;v08_04;v08_05;v08_06;v08_11;v08_12;v08_14,OOP spending; need/access; weights/design/keys
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,4,S13A1,core_main_sample_module_candidate,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;strata,19,v13_05;xstra;v13_03;v13_04pd;v13_04rb;v13_04u;v13_05;v13_07;v13_10;v13_11;v13_13a;v13_13b,climate geography; weights/design/keys
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,5,anthro,core_main_sample_module_candidate,demographics;survey_design,age;household_weight_or_person_weight;psu_or_cluster_id;sex;strata,16,underwt;underwt_sev;waste;waste_sev;weight;whz;xhpsu;xstra;haz;month;sex;stunt,weights/design/keys
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,6,S21,core_main_sample_module_candidate,demographics;geography;survey_design,admin1_or_admin2;household_size;interview_date_or_survey_month;psu_or_cluster_id;strata,14,v21_04a;v21_dist;v21_dist_txt;v21_subw;v21_ward;v21_02;v21_dist;v21_dist_txt;v21_subw;v21_vdc;v21_vdc_txt;v21_ward,climate geography; weights/design/keys
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,7,S19,core_main_sample_module_candidate,consumption;demographics;health_need_access;shocks;survey_design,agriculture_livelihood;asset_index_or_asset_variable;care_sought;coping_borrowed;coping_sold_assets;education;food_consumption;strata;total_consumption_or_income,13,v19_02;v19_07;v19_09;xstra;v19_06;v19_10;v19_12;v19_1812;v19_1814;v19_1802;v19_1803;v19_1804,financial denominator; need/access; weights/design/keys
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,8,sample,core_main_sample_module_candidate,demographics;geography;survey_design,admin1_or_admin2;household_size;household_weight_or_person_weight;psu_or_cluster_id;rural;strata,9,PCBS_urbrur;district;district_name;region;stratum;wt_hh;wt_ind;xhpsu;hhsize,climate geography; weights/design/keys
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,9,S16,core_main_sample_module_candidate,demographics;geography;survey_design,admin1_or_admin2;age;education;rural;sex;strata,6,v16_08a;v16_08b;xstra;v16_02;v16_04;v16_05,climate geography; weights/design/keys
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,10,S20,core_main_sample_module_candidate,demographics;survey_design,age;household_weight_or_person_weight;strata,6,v20_07;xstra;v20_02d;v20_02m;v20_02y;v20_03,weights/design/keys
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,11,S01,core_main_sample_module_candidate,demographics;geography;survey_design,admin1_or_admin2;age;rural;sex;strata,5,v01_05a;v01_05b;xstra;v01_02;v01_03,climate geography; weights/design/keys
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,12,S04,core_main_sample_module_candidate,geography;survey_design,admin1_or_admin2;rural;strata,5,v04_03a;v04_03b;v04_11a;v04_11b;xstra,climate geography; weights/design/keys
