section,item,status,value,evidence_artifacts,interpretation
climate_outcome_gate,alb2005_timing_geography_exhaustive_audit,blocked_missing_interview_timing_partial_geography_no_gps,audit_rows=234; interview_timing_verified=0; coordinate_candidates=0; district_name_rows=1899; district_code_rows=329; climate_ready=0,temp/alb2005_timing_geography_exhaustive_audit.csv;result/alb2005_timing_geography_exhaustive_summary.csv;report/alb2005_timing_geography_exhaustive_audit.md,"ALB_2005 raw timing/geography keywords were scanned. Interview month/date is not verified, no coordinate candidates were found, and district evidence is partial, so climate linkage remains blocked."
climate_outcome_gate,alb2005_timing_geography_source_search_audit,blocked_alb2005_timing_geography_source_search_not_ready,rows=11; targets=5; local_files=46; local_variables=1187; raw_hits=4; questionnaire_hits=5; verified_timing=0; coordinates=0; district_name_rows=1899; district_code_rows=329; geography_ready=0; interview_ready=0; climate_ready=0,temp/alb2005_timing_geography_source_search_audit.csv;result/alb2005_timing_geography_source_search_summary.csv;report/alb2005_timing_geography_source_search_audit.md,"ALB_2005 timing/geography source-search evidence triangulates raw schema, local file inventory, questionnaires, and upstream audits. It finds raw/questionnaire leads but no verified household interview timing, no coordinates, and no promotion-ready geography crosswalk, so climate linkage remains blocked."
raw_verification_gate,alb2005_required_value_key_audit,blocked_alb2005_required_values_seen_but_recipe_not_ready,audit_rows=26; total_consumption_nonmissing=3638; oop4w_positive_households=2679; oop12m_positive_households=2231; district_code_nonmissing=329; timing_verified=0; coordinate_ready=0; climate_ready=0; recipe_ready=0,temp/alb2005_required_value_key_audit.csv;result/alb2005_required_value_key_summary.csv;report/alb2005_required_value_key_audit.md,"ALB_2005 raw values are visible for keys, total consumption, OOP items, access barriers, weights, and partial district codes, but all recipe and climate-linkage promotion remains blocked by timing, geography, unit, recall, and skip-pattern gates."
raw_verification_gate,alb2005_health_questionnaire_semantics_audit,blocked_alb2005_questionnaire_semantics_seen_but_recipe_not_ready,rows=58; oop_items=36; old_lek_rows=36; access_rows=7; cost_barrier_rows=3; recipe_ready=0; outcome_ready=0; climate_ready=0,temp/alb2005_health_questionnaire_semantics_audit.csv;result/alb2005_health_questionnaire_semantics_summary.csv;report/alb2005_health_questionnaire_semantics_audit.md,"ALB_2005 questionnaire text confirms old-lek OOP item units, recall separation, payment-scope exclusions, zero-payment instructions, and access-barrier codes, but recipe, outcome, and climate-linkage promotion remain blocked until raw skip paths, aggregation policy, timing, and geography pass."
climate_outcome_gate,alb2005_oop_aggregation_policy_audit,blocked_alb2005_oop_aggregation_policy_stress_test_not_outcome_ready,policy_rows=11; households=3840; total_consumption_rows=3638; questionnaire_oop_rows=36; old_lek_rows=36; outcome_ready=0; recipe_ready=0; climate_ready=0,temp/alb2005_oop_aggregation_policy_audit.csv;result/alb2005_oop_aggregation_policy_summary.csv;report/alb2005_oop_aggregation_policy_audit.md,"ALB_2005 OOP aggregation policies are stress-tested against raw values and questionnaire payment-scope evidence, but these rows are not final CHE/SDG outcomes and remain blocked from recipe, outcome, and climate-linkage promotion."
climate_outcome_gate,alb2005_skip_missing_semantics_audit,blocked_alb2005_skip_missing_semantics_seen_but_recipe_not_ready,rows=13; payment_leaks=0; payment_positive_leaks=0; condition_leaks=0; condition_missing_when_triggered=0; financing_leaks=0; financing_missing_when_triggered=0; recipe_ready=0; outcome_ready=0; climate_ready=0,temp/alb2005_skip_missing_semantics_audit.csv;result/alb2005_skip_missing_semantics_summary.csv;report/alb2005_skip_missing_semantics_audit.md,"ALB_2005 raw trigger/downstream skip paths are audited for payment, access reason, and health-financing fields, but these rows remain outside recipes and final outcomes until units, zero/missing semantics, recall periods, timing, geography, and SDG denominator gates pass."
climate_outcome_gate,alb2005_consumption_oop_unit_period_audit,blocked_alb2005_consumption_oop_unit_period_not_ready,rows=12; positive_totcons=3638; positive_rcons=3638; metadata_old_lek=6; oop_old_lek=36; four_week_oop=26; twelve_month_oop=10; sdg_ready=0; recipe_ready=0; outcome_ready=0; climate_ready=0,temp/alb2005_consumption_oop_unit_period_audit.csv;result/alb2005_consumption_oop_unit_period_summary.csv;report/alb2005_consumption_oop_unit_period_audit.md,"ALB_2005 now has explicit denominator-unit and recall-period evidence for total consumption and OOP items, but SDG 3.8.2, CHE outcomes, recipe promotion, and climate linkage remain blocked until total-consumption period, price basis, SPL/PPP/CPI, annualization, timing, and geography are verified."
climate_outcome_gate,alb2005_consumption_aggregate_metadata_crosswalk_audit,blocked_alb2005_consumption_aggregate_metadata_crosswalk_not_ready,rows=16; metadata_rows=9; local_poverty_columns=16; metadata_present_local=1; metadata_absent_local=8; per_capita_components=6; positive_totcons=3638; totcons05_local=0; formula_reconstructable=0; sdg_ready=0; recipe_ready=0; outcome_ready=0; climate_ready=0,temp/alb2005_consumption_aggregate_metadata_crosswalk_audit.csv;result/alb2005_consumption_aggregate_metadata_crosswalk_summary.csv;report/alb2005_consumption_aggregate_metadata_crosswalk_audit.md,"ALB_2005 public metadata exposes old-lek aggregate/component variables, but local poverty.sav exposes only `totcons` from that checked formula set plus per-capita diagnostics; denominator reconstruction, `totcons05` variant choice, SDG 3.8.2, recipes, outcomes, and climate linkage remain blocked."
climate_outcome_gate,alb2005_consumption_component_source_search_audit,blocked_alb2005_consumption_component_source_search_not_ready,rows=37; targets=9; local_files=46; local_variables=1187; exact_found=1; exact_missing=8; label_phrase_targets=5; questionnaire_phrase_targets=5; construction_code_files=0; construction_code_targets=0; sdg_ready=0; recipe_ready=0; outcome_ready=0; climate_ready=0,temp/alb2005_consumption_component_source_search_audit.csv;result/alb2005_consumption_component_source_search_summary.csv;report/alb2005_consumption_component_source_search_audit.md,"ALB_2005 local raw/schema/questionnaire search finds only `totcons` as an exact public-metadata target variable and no local construction-code files; item/module leads remain manual review leads, not an outcome-ready denominator recipe."
raw_verification_gate,alb2005_minimum_recipe_promotion_packet,blocked_alb2005_minimum_recipe_not_ready_for_promotion,action_rows=6; gate_rows=10; blocked_gates=8; candidate_gates=2; harmonized_ready=0; outcome_ready=0; climate_ready=0,temp/alb2005_minimum_recipe_promotion_action_queue.csv;temp/alb2005_minimum_recipe_promotion_gate_checklist.csv;result/alb2005_minimum_recipe_promotion_summary.csv;report/alb2005_minimum_recipe_promotion_packet.md,"The ALB_2005 raw-ready temp candidate is now mapped to explicit promotion gates. No harmonized household data, final outcomes, or climate-linkage rows are promoted until household frame, weights, denominator, OOP, access, timing, and geography gates pass."
raw_verification_gate,alb2005_public_fieldwork_geo_metadata_audit,blocked_public_metadata_not_household_climate_linkage_ready,evidence_rows=10; verified_source_rows=10; source_missing_rows=0; fieldwork_rows=5; gps_claim_rows=3; sampling_geo_rows=2; household_timing_verified=0; raw_coordinate_rows=0; climate_ready=0,temp/alb2005_public_fieldwork_geo_metadata_audit.csv;result/alb2005_public_fieldwork_geo_metadata_summary.csv;report/alb2005_public_fieldwork_geo_metadata_audit.md;temp/source_snapshots/first_batch_public_documentation/1_ALB_2005_LSMS_v01_M/metadata_ddi_xml.xml,"ALB_2005 public DDI metadata verifies the May to early-July 2005 main fieldwork window, October agriculture/community follow-up, sampling geography context, and a public GPS-collection claim. It still does not verify row-level household timing or raw coordinate values, so climate linkage remains blocked."
raw_verification_gate,alb2005_diary_timing_candidate_audit,blocked_diary_timing_metadata_candidate_no_raw_merge_semantics,candidate_rows=11; metadata_found_rows=11; schema_file_rows=3840; raw_bookmetadata_present=0; key_candidate_rows=3; date_candidate_rows=6; household_timing_promoted=0; climate_ready=0,temp/alb2005_diary_timing_candidate_audit.csv;result/alb2005_diary_timing_candidate_summary.csv;report/alb2005_diary_timing_candidate_audit.md;temp/raw_schema_inventory/Albania_2005_ALB_2005_LSMS_v01_M/Albania_2005_ALB_2005_LSMS_v01_M_variable_catalog.csv,"`bookmetadata_cl` exposes diary beginning/finishing day/month/year metadata candidates and key variables, but no raw bookmetadata file is present and diary dates are not accepted household interview timing until raw values, merge coverage, and protocol semantics pass."
raw_verification_gate,alb2005_extracted_module_coverage_audit,blocked_extracted_package_missing_bookmetadata_and_coordinate_values,ddi_modules=68; present=41; missing=27; archive_members=61; archive_sav=44; archive_absent=27; archive_critical_absent=8; archive_listing=tar_listing_available; extracted_files=44; bookmetadata_missing=1; food_diary_missing=5; critical_missing=8; coordinate_vars=0; coordinate_files=0; climate_ready=0,temp/alb2005_extracted_module_coverage_audit.csv;temp/alb2005_extracted_extra_files_audit.csv;temp/alb2005_archive_member_manifest.csv;result/alb2005_extracted_module_coverage_summary.csv;report/alb2005_extracted_module_coverage_audit.md,"The ALB_2005 local archive manifest and extracted folder both lack DDI `bookmetadata_cl`, food-diary modules, and coordinate evidence; this explains why diary timing and climate linkage remain blocked despite useful public metadata."
raw_verification_gate,alb2005_fallback_blocker_resolution_matrix,blocked_alb2005_no_fallback_ready,rows=12; raw_package=1; timing=3; geography=2; outcome=3; promotion_gate=3; hard_blocked=12; harmonized_ready=0; outcome_ready=0; timing_ready=0; geography_ready=0; climate_ready=0; data_ready=0,temp/alb2005_fallback_blocker_resolution_matrix.csv;result/alb2005_fallback_blocker_resolution_summary.csv;report/alb2005_fallback_blocker_resolution_matrix.md,"Consolidates ALB_2005 missing-module, public timing/GPS, diary-date, partial-geography, OOP/denominator/access, and fallback-promotion blockers into one fail-closed decision; all promoted readiness and data-write rows remain zero."
raw_verification_gate,albania_first_analysis_promotion_gate,blocked_no_albania_wave_ready_for_first_analysis_promotion,waves=4; gates=40; blocked_gates=19; ready_waves=0; top_ranked=ALB_2002_LSMS_v01_M; top_blocker=verified_2002_district_boundary_absent_gadm_lead_blocked_and_outcome_semantics_unpromoted,temp/albania_first_analysis_promotion_gate_checklist.csv;temp/albania_first_analysis_promotion_action_queue.csv;result/albania_first_analysis_promotion_wave_ranking.csv;result/albania_first_analysis_promotion_summary.csv;report/albania_first_analysis_promotion_gate.md,"Ranks local Albania raw waves for the first possible analytical dataset and keeps promotion blocked until harmonization, outcome, and climate-linkage gates pass."
raw_verification_gate,albania_existing_raw_wave_audit,present_raw_waves_require_wave_specific_schema_value_key_timing_audits,waves=4; archives=4; extracted=4; unintegrated=3; raw_files=163; harmonization_ready=0; climate_ready=0,temp/albania_existing_raw_wave_audit.csv;result/albania_existing_raw_wave_audit_summary.csv;report/albania_existing_raw_wave_audit.md,"Existing Albania waves remain promotion-blocked. ALB_2002 now has temp household-core, provisional outcome, raw outcome-semantics, district crosswalk, and boundary name-match diagnostics but no climate-linkage promotion; ALB_2005, ALB_2008, and ALB_2012 now have raw outcome-semantics diagnostics but no outcome, SDG, or climate-linkage promotion; ALB_2012 also has raw-core, provisional outcome, and timing/geography diagnostics but no timing/GPS climate support."
raw_verification_gate,alb2008_household_core_merge_audit,temp_candidate_not_analysis_ready,candidate_rows=3599; consumption_rows=3599; weight_rows=3599; oop4w_positive=1895; area_rows=3599; survey_month_rows=0; recipe_ready=0,temp/alb2008_household_core_candidate.csv;temp/alb2008_household_core_merge_audit.csv;temp/alb2008_household_core_lineage.csv;result/alb2008_household_core_candidate_summary.csv;report/alb2008_household_core_merge_audit.md,"A temp-only ALB_2008 household core candidate exists for review, but it remains outside data/ because timing, climate-ready geography, OOP/access semantics, and cross-wave comparability are unresolved."
climate_outcome_gate,alb2008_provisional_outcome_feasibility,not_final_outcomes_timing_geography_recall_blocked,audit_rows=24; financial_tests=8; access_proxies=11; low_event_rate=6; ready=0,temp/alb2008_provisional_outcome_feasibility_audit.csv;result/alb2008_provisional_outcome_feasibility_summary.csv;report/alb2008_provisional_outcome_feasibility.md,"ALB_2008 raw OOP/access fields have provisional event-rate diagnostics, but no SDG 3.8.2, final CHE, climate-linked, descriptive, causal, ML, or policy outcome is constructed."
climate_outcome_gate,alb2008_outcome_semantics_raw_value_audit,blocked_timing_geography_outcome_semantics_units_recall_skip_patterns,audit_rows=61; source_files=3; oop_candidates=36; gift_candidates=9; access_candidates=8; facility_proxies=8; value_label_rows=61; conditional_reason_rows=4; outcome_ready=0; sdg382_ready=0; climate_ready=0,temp/alb2008_outcome_semantics_raw_value_audit.csv;result/alb2008_outcome_semantics_raw_value_summary.csv;report/alb2008_outcome_semantics_raw_value_audit.md,"ALB_2008 raw health payment, gift, access, need, coping, and service-quality labels and values have been audited; promotion remains blocked by timing/geography, gift policy, units, recall periods, missing-code review, skip-pattern denominators, and service-quality proxy interpretation."
climate_outcome_gate,alb2008_timing_geography_exhaustive_audit,blocked_missing_interview_timing_coarse_geography_no_gps,audit_rows=225; interview_timing_verified=0; coordinate_candidates=0; coarse_geography_households=3599; climate_ready=0,temp/alb2008_timing_geography_exhaustive_audit.csv;result/alb2008_timing_geography_exhaustive_summary.csv;report/alb2008_timing_geography_exhaustive_audit.md,"ALB_2008 raw timing/geography keywords were scanned. Interview month/date is not verified, no coordinate candidates were found, and the available geography is coarse survey area/stratum, so climate linkage remains blocked."
climate_outcome_gate,alb2008_fallback_blocker_resolution_matrix,blocked_alb2008_no_timing_geography_fallback_ready,rows=10; timing=3; geography=3; outcome=2; promotion_gate=2; hard_blocked=10; timing_ready=0; geography_ready=0; outcome_ready=0; climate_ready=0; data_ready=0,temp/alb2008_fallback_blocker_resolution_matrix.csv;result/alb2008_fallback_blocker_resolution_summary.csv;report/alb2008_fallback_blocker_resolution_matrix.md,"Consolidates ALB_2008 missing interview timing, rejected non-interview timing hits, coarse non-GPS geography, provisional OOP/access semantics, and fallback-promotion blockers into one fail-closed decision; all promoted readiness and data-write rows remain zero."
raw_verification_gate,first_batch_raw_verification_workbook,blocked_raw_microdata,dataset_gates=10; concept_rows=130; variable_rows=917; datasets_ready=0,result/first_batch_dataset_verification_gate.csv;temp/first_batch_concept_verification_template.csv;temp/first_batch_variable_verification_template.csv;result/first_batch_raw_verification_workbook_summary.csv;report/first_batch_raw_verification_workbook.md,Post-download workbook for proving raw concept and variable evidence before any harmonization recipe or data output is promoted.
coverage,variable_maps,metadata_only_requires_raw_verification,25358,temp/variable_map_consumption.csv;temp/variable_map_health_expenditure.csv;temp/variable_map_health_need_access.csv;temp/variable_map_geography.csv;temp/variable_map_survey_design.csv;temp/variable_map_demographics.csv;temp/variable_map_shocks.csv,Candidate variable-map rows are metadata-derived and must not be treated as verified raw variables.
readiness,harmonization_ready_country_waves,blocked_raw_microdata,0,result/harmonization_readiness_matrix.csv,Country-wave rows ready at this gate. Zero means the project remains in metadata/protocol mode.
readiness,sdg382_ready_country_waves,blocked_raw_microdata,0,result/sdg382_denominator_country_wave_readiness.csv,Country-wave rows ready at this gate. Zero means the project remains in metadata/protocol mode.
readiness,climate_ready_country_waves,blocked_raw_microdata,0,result/climate_linkage_readiness.csv,Country-wave rows ready at this gate. Zero means the project remains in metadata/protocol mode.
readiness,outcome_ready_country_waves,ready,1,temp/outcome_denominator_plan.csv,Country-wave rows ready at this gate. Zero means the project remains in metadata/protocol mode.
readiness,reduced_form_ready_country_waves,blocked_raw_microdata,0,temp/modeling_identification_plan.csv,Country-wave rows ready at this gate. Zero means the project remains in metadata/protocol mode.
readiness,mechanism_ready_country_waves,blocked_raw_microdata,0,result/mechanism_readiness_matrix.csv,Country-wave rows ready at this gate. Zero means the project remains in metadata/protocol mode.
go_no_go,pre_specified_rules,blocked_raw_microdata,pass=2; blocked=6,result/empirical_no_go_threshold_status.csv;report/empirical_readiness_dashboard.md,"All current no-go rules are blocked or failing until raw microdata, outcome, climate, and validation gates pass."
go_no_go_rule,main_financial_protection_minimum_countries,blocked_raw_microdata,0,result/empirical_no_go_threshold_status.csv,"If fewer than 6 countries have consumption, OOP health expenditure, usable geography, and survey timing, do not proceed with the main multi-country financial-protection paper. Next action: complete raw downloads and verify consumption, OOP, geography, timing, and weights"
go_no_go_rule,double_failure_minimum_country_waves,blocked_raw_microdata,1,result/empirical_no_go_threshold_status.csv,"If fewer than 10 country-waves support both financial hardship and forgone care, keep UHC double failure secondary. Next action: verify financial and access outcome concepts in raw data before promoting the composite outcome"
go_no_go_rule,climate_geography_precision,blocked_raw_microdata,0,result/empirical_no_go_threshold_status.csv,"If geolocation is too weak for most countries, use admin-level climate aggregation and lower causal claims. Next action: inspect raw timing/geography variables and classify GPS/admin linkage quality"
go_no_go_rule,event_rate_minimum,blocked_raw_microdata,3599,result/empirical_no_go_threshold_status.csv,"If event rates are below 3%, expand outcomes or countries; do not force rare-event ML. Next action: run promoted descriptive diagnostics after climate-linked data before treating event-rate checks as model-ready"
go_no_go_rule,transportable_prediction,pass,30,result/empirical_no_go_threshold_status.csv,"If leave-country-out predictive performance is poor, do not claim transportable targeting. Next action: run predictive ML only after audited outcomes and climate-linked data exist"
go_no_go_rule,climate_lead_placebo,pass,88,result/empirical_no_go_threshold_status.csv,"If climate lead placebo predicts outcomes, treat causal design as weak. Next action: estimate main reduced-form model, then run future climate lead placebo"
go_no_go_rule,causal_ml_policy_value,blocked_raw_microdata,0,result/empirical_no_go_threshold_status.csv,"If CATE/policy learning does not beat simple targeting rules out of sample, report null targeting value honestly. Next action: do not run causal ML or policy learning until identification and validation gates pass"
go_no_go_rule,descriptive_fallback,blocked_raw_microdata,3599,result/empirical_no_go_threshold_status.csv,"If only descriptive evidence survives, write a descriptive data paper and do not claim causal effects. Next action: resolve climate-linkage gates, then run descriptive diagnostics before deciding manuscript scope"
traceability,completion_criteria,incomplete,complete=16; incomplete=0,result/completion_criteria_audit.csv,"The project is not complete because analysis-ready data, outcomes, climate linkage, models, causal ML/policy learning, and robustness checks are absent."
traceability,workspace_validation,complete,complete=458; incomplete_or_failed=0; rows=458,result/workspace_validation_audit.csv;report/workspace_validation.md,Workspace validation is expected to remain incomplete only at the raw microdata gate while raw files are absent.
traceability,objective_traceability,available,summary_rows=491,result/objective_traceability_summary.csv;report/objective_traceability_audit.md,Objective traceability maps pasted goal requirements to current evidence and guardrails.
priority_bundle,1: Albania 2005 ALB_2005_LSMS_v01_M,harmonization_value_audit_required,raw_schema_claims_only_no_analysis_dataset_claims,result/empirical_readiness_dashboard.csv,complete harmonization value/unit/recall/key audits and assemble verified recipe candidates
priority_bundle,2: Ethiopia 2021-2022 ETH_2021_ESPS-W5_v02_M,manual_raw_download_required,metadata_protocol_only_no_empirical_claims,result/empirical_readiness_dashboard.csv,"place original raw archives/files in the target folder, then run raw-download and schema inspection"
priority_bundle,3: Ethiopia 2018-2019 ETH_2018_ESS_v04_M,manual_raw_download_required,metadata_protocol_only_no_empirical_claims,result/empirical_readiness_dashboard.csv,"place original raw archives/files in the target folder, then run raw-download and schema inspection"
priority_bundle,4: Jamaica 1997 JAM_1997_SLC_v01_M,manual_raw_download_required,metadata_protocol_only_no_empirical_claims,result/empirical_readiness_dashboard.csv,"place original raw archives/files in the target folder, then run raw-download and schema inspection"
priority_bundle,5: Kyrgyz Republic 1993 KGZ_1993_KMPS_v01_M,manual_raw_download_required,metadata_protocol_only_no_empirical_claims,result/empirical_readiness_dashboard.csv,"place original raw archives/files in the target folder, then run raw-download and schema inspection"
priority_bundle,6: Malawi 2007-2009 MWI_2007-2009_MTM_v01_M,manual_raw_download_required,metadata_protocol_only_no_empirical_claims,result/empirical_readiness_dashboard.csv,"place original raw archives/files in the target folder, then run raw-download and schema inspection"
priority_bundle,7: Malawi 2004-2005 MWI_2004_IHS-II_v01_M,manual_raw_download_required,metadata_protocol_only_no_empirical_claims,result/empirical_readiness_dashboard.csv,"place original raw archives/files in the target folder, then run raw-download and schema inspection"
priority_bundle,8: Nepal 2010-2011 NPL_2010_LSS-III_v01_M,manual_raw_download_required,metadata_protocol_only_no_empirical_claims,result/empirical_readiness_dashboard.csv,"place original raw archives/files in the target folder, then run raw-download and schema inspection"
priority_bundle,9: Nigeria 2012-2013 NGA_2012_GHSP-W2_v02_M,manual_raw_download_required,metadata_protocol_only_no_empirical_claims,result/empirical_readiness_dashboard.csv,"place original raw archives/files in the target folder, then run raw-download and schema inspection"
priority_bundle,10: Nigeria 2015-2016 NGA_2015_GHSP-W3_v02_M,manual_raw_download_required,metadata_protocol_only_no_empirical_claims,result/empirical_readiness_dashboard.csv,"place original raw archives/files in the target folder, then run raw-download and schema inspection"
artifact_manifest,curated_artifacts,available,present=639; missing_or_empty=4,result/direct_read_artifact_manifest.csv,Curated artifact manifest with row counts and checksums for direct reviewer/GPT intake.
