download_rank,country,wave,idno,catalog_id,expected_file_name,file_description,core_requirements,core_top_variable_names,package_receipt_status,post_download_acceptance_action,data_write_gate_status,modeling_gate_status
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,AG_SEC_2B.NSDstat,"Roster of all plots owned or cultivated by the household, including measurement information as calculated by GPS and farmer’s estimate, GPS coordinates, weather conditions at measurement, and reason for missing GPS.",household_person_keys,y3_hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,HH_SEC_G.NSDstat,"SECTION G: SUBJECTIVE WELFARE Self-reported level of satisfaction with health, financial status, housing, job, services, and safety. Also includes perceived status at present, and as of 1 and 10 years ago.",health_need_and_access,hh_g03_5,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,HH_SEC_K.NSDstat,"SECTION K: NON-FOOD EXPENDITURES – PAST ONE WEEK & ONE MONTH Total expenditure on non-food items during the last week or last month, including; public transportation, fuels, cellular phone credits, personal hygiene items, etc.",consumption_or_income,hh_k01;hh_k02;hh_k03;itemcode;occ;y3_hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,HH_SEC_L.NSDstat,"SECTION L: NON-FOOD EXPENDITURES – PAST TWELVE MONTHS Total expenditure on non-food items during the past 12 months, including; household items, community contributions, fees and fines, marriage costs, clothing, etc.",consumption_or_income,hh_l01;hh_l02;hh_l03;itemcode;occ;y3_hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,LF_NETWORK.NSDstat,"SECTION NETWORK Throughout the various sections of the agricultural questionnaire, there are questions that refer to persons outside the household that are involved in the agricultural process. Examples include landlords, suppliers of inputs, harvest purchasers, outgrower partners, etc.. The network roster file contains the location and category of each of these persons.",household_person_keys,y3_hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,LF_SEC_01.NSDstat,"SECTION 01: HOUSEHOLD ROSTER Key roster information only, including name, age, sex of household members as well as which member is the key respondent for the agricultural questionnaire.",household_person_keys,y3_hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,LF_SEC_13B.NSDstat,"SECTION 13B: FISH TRADING Costs associated with the fish trading are collected in this section, including amount spent by household on hired labour, transport, packaging, ice, and taxes.",health_need_and_access,costcode;costname,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,LF_SEC_A.NSDstat,"SECTION A: HOUSEHOLD IDENTIFICATION / SURVEY STAFF DETAILS Household location variables, unique within panel round household identification variables, date and time of interview, analytic weights, cluster identification, sampling strata identification, enumerator identification, supervisor identification, and data entry clerk identification.",climate_geography;survey_timing;weights_and_design,lf_a04_1;lf_a04_2;lf_a13,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,Y3_weights.NSDstat,Weights,weights_and_design,y3_panelweight,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,AGSEC5A.NSDstat,Quantification of Production – 1st Visit Parcel-Plot-Crop level,survey_timing,s5aq06f_1;s5aq06f_11;s5aq06f_1_1,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,GSEC15C.NSDstat,Household Consumption Expenditures – Non-Durable Goods and Frequently Purchased Services (Last 30 days) Level of observation:Consumption Item,household_person_keys,hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,GSEC15D.NSDstat,Household Consumption Expenditures – Semi-durable and Durable Goods and Services (Last 365 days) & Non-Consumption Expenditures (Last 365 Days) Level of observation:Consumption Item,household_person_keys,hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,GSEC17_1.NSDstat,Welfare and Food Security Level of observation:Household,household_person_keys,hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,GSEC19.NSDstat,Link with the Agriculture Questionnaire Level of observation:Household,household_person_keys,hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,pov2019_20.NSDstat,Consumption aggregate dataset,climate_geography;consumption_or_income,regurb;urban;district;cpexp30;nrrexp30;hpline,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,AGSEC9A.NSDstat,Extension Services Extension Source,survey_timing,h9q07a,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,CSEC1A.NSDstat,Identification Particulars,climate_geography;weights_and_design,Final_EA_code,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,CSEC2.NSDstat,Service Availability in LC1 Service type,climate_geography;weights_and_design,Final_EA_code,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,CSEC2A.NSDstat,Land use and planning,climate_geography;weights_and_design,Final_EA_code,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,CSEC2B.NSDstat,Client satisfaction with health facilities EA,climate_geography;health_need_and_access;weights_and_design,Final_EA_code;s2bq13__1;s2bq09;s2bq10;s2bq13__2;s2bq13__3;s2bq13__4,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,CSEC2C.NSDstat,Water and Sanitation - toilets EA,climate_geography;weights_and_design,Final_EA_code,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,CSEC2C_0.NSDstat,Water and Sanitation EA,climate_geography;weights_and_design,Final_EA_code,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,CSEC3_0.NSDstat,Education (primary education) EA,weights_and_design,Final_EA_code,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,CSEC3A.NSDstat,Availability of Facilities at School Facility type,weights_and_design,Final_EA_code,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,CSEC4B.NSDstat,Health Facility - Availability of equipment/ services Level of observation: EA,health_need_and_access,s4bq23;s4bq26;s4bq27;s4bq28,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,CSEC4L.NSDstat,Access to Water at the Health facility Level of observation: Water facility type,health_need_and_access,Health_Water_id,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,GSEC1.NSDstat,Household Identification Particulars Level of observation:Household,climate_geography;household_person_keys;survey_timing,urban;hhid;month;year,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,GSEC2.NSDstat,Household Roster Level of observation:Individual,household_person_keys;survey_timing,hhid;h2q9b;h2q9c,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,GSEC5.NSDstat,Health Level of observation:Individual,oop_health_expenditure,h5q12a;h5q12b;h5q12f;h5q12f_1;h5q12g;h5q12c;h5q12d;h5q12e,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,GSEC6_1.NSDstat,Child Nutrition and Health Level of observation:Individual,health_need_and_access;oop_health_expenditure,s6q15b;h6q12h;s6q07_1;s6q07_3i,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,GSEC6_3.NSDstat,Child nutrition and health – feeding counselling Level of observation:Individual,oop_health_expenditure,t31,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,GSEC7_1.NSDstat,Savings Level of observation:Household,household_person_keys,hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,GSEC7_2.NSDstat,"Sources of income, financial decisions Level of observation:Household",household_person_keys,hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,GSEC9.NSDstat,"Housing Conditions, Water and Sanitation Level of observation:Household",survey_timing,dwellingVisit,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,GSEC12_2.NSDstat,Non-Agricultural Household Enterprises/Activities Level of observation:Enterprise,survey_timing,h12q04;h12q12;h12q13,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,GSEC15B.NSDstat,"Household Consumption Expenditures – Food, Beverages and Tobacco (Last 7 days) Level of observation:Consumption Item",consumption_or_income,CEB03;CEB04;CEB07;CEB10;CEB11;CEB14a;CEB15;CEB16;coicop_2,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,anthro,,weights_and_design,weight,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,S06B,"This file contains household-level information from Section 6 - Non-food Expenditures and Inventory of Durable Goods, Section B - Infrequent Non-Food Expenditures of the questionnaire.",consumption_or_income;weights_and_design,v06b_idc;v06b_itm;xhpsu,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,S06C,"This file contains household-level information from Section 6 - Non-food Expenditures and Inventory of Durable Goods, Section C - Inventory of Durable Goods of the questionnaire.",weights_and_design,xhpsu,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,S06D,"This file contains household-level information from Section 6 - Non-food Expenditures and Inventory of Durable Goods, Section D - Own Account Production of Goods of the questionnaire.",weights_and_design,xhpsu,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,S08,The file contains data for Section 8. Health of the NLSS III (2010/11) questionnaire.,health_need_and_access;oop_health_expenditure,v08_12;v08_17b;v08_14;v08_16;v08_17a;v08_17c;v08_17a;v08_07a;v08_07b;v08_17b;v08_18;v08_17c,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,S09B,The file contains data for Part B. Pre- and Post-Natal Care of Section 9. Marriage and Maternity History of the NLSS III (2010/11) questionnaire.,health_need_and_access,v09_18;v09_24,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,S09D,The file contains data for Part D. Household Decisions of Section 9. Marriage and Maternity History of the NLSS III (2010/11) questionnaire.,weights_and_design,xhpsu,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,FINAL_PREF,,climate_geography;consumption_or_income;survey_timing,district;district_name;Eastern;HEAD___;sh_nonfood_30;sh_nonfood_7;nonfood_30;nonfood_7;nonfood_pc_30;nonfood_pc_7;nonfood_pc_7_tadj;nfood;Date,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,S10B,The file contains data for Part B. Jobs during the past 12 Months of Section 10. Jobs and Time Use of the NLSS III (2010/11) questionnaire.,household_person_keys,v10_02,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,S12,The file contains data for Section 12. Wage Jobs of the NLSS III (2010/11) questionnaire.,household_person_keys,v12_01,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,S15D,The file contains data for Part D. Household Decisions of Section 15. Credit and Savings of the NLSS III (2010/11) questionnaire.,weights_and_design,xhpsu,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,S01,"This file contains household-member information from Section 1 - Household Roster of the questionnaire. It contains the following information: Demographic characteristics (including name, sex, age, relationship to the household head, birth place, marital status for persons aged 10 years or over, and caste/ethnicity), and identification of household members, and parents of household members (whe...",climate_geography;household_person_keys;weights_and_design,v01_05b;v01_10;REC_TYPE;v01_01;v01_02;v01_03;v01_04;v01_05a;v01_05b;xhpsu,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,S19,The file contains data for Section 19. Adequacy of Consumption and Government Facilities of the NLSS III (2010/11) questionnaire.,health_need_and_access,v19_09;v19_05,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,S21,The file contains data for Section 21. Panel Sample Household Tracking Q (21.01 - 21.05) of the NLSS III (2010/11) questionnaire.,climate_geography;weights_and_design,v21_ward;xhpsu,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,S21x,The file contains data for Section 21. Panel Sample Household Tracking Q (21.06 - 21.14) of the NLSS III (2010/11) questionnaire.,household_person_keys,v21_10;v21_11,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,sys,,survey_timing,hsys_c1date;hsys_u1date;hsys_c2date;hsys_u2date,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,S00,"This file contains household-level information such as date of interview, data entry and edit, religion of the household head, language spoken at the household, whether the household own any agricultural land, own any livestock, whether the household borrowed any loan in the last 12 months or has any outstanding loans, any member absent from the household, etc.",climate_geography;survey_timing,v00_zone;v00_headn;v00_team;v00_ward;v00_int1_m;v00_int1_y;v00_int2_m;v00_int2_y;v00_int3_m;v00_int3_y;v00_sup_m,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,S03,"This file contains household-level information from Section 3 - Access to Facilities of the questionnaire. It contains the following information: Distance to the various (24) public facilities and services, mode of transport and travel time required to reach the facility.",health_need_and_access,v03_03a;v03_03b,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,S04,"This file contains household-level information from Section 3 - Migration of the questionnaire. It contains the following information: First time in migration to the place of enumeration, out migration over the past five years.",climate_geography,v04_03b;v04_11b,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1000,S06A,"This file contains household-level information from Section 6 - Non-food Expenditures and Inventory of Durable Goods, Section A - Frequent non-food expenditures of the questionnaire.",consumption_or_income,v06a_idc;v06a_itm,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
