source name,official URL,access date,file/wave,unit,geography,row count,column count,checksum,status
"Uganda - Social Assistance Grants for Empowerment Programme 2013, Evaluation Follow-Up Survey - World Bank NADA metadata JSON",https://microdata.worldbank.org/metadata/export/2653/json,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Uganda_2013_UGA_2013_SAGE-ML_v01_M\Uganda_2013_UGA_2013_SAGE-ML_v01_M_metadata_export.json,catalog/schema/documentation,"The data covers the 14 pilot districts selected for the SAGE programme pilot districts. These districts were as follows: Kiboga, Katwaki, Kaberamaido, Kyenjojo, Nebbi, Apac, Moroto, Nakapiripirit, Kole, Zombo, Amudat, Napak, Kyegegwa and Kyankwanzi. However, for the evaluation the original 8 districts were selected (Apac, Kaberamaido, Katakwi, Kiboga, Kyenjojo, Moroto, Nakapiripirit and Nebbi).",,3286,82201466ee26c6262da662582ed32700ccdb428675ffc546b265dc30efd46d15,recovered from schema inventory; local snapshot present
"Uganda - Social Assistance Grants for Empowerment Programme 2013, Evaluation Follow-Up Survey - World Bank variable API JSON",https://microdata.worldbank.org/index.php/api/catalog/UGA_2013_SAGE-ML_v01_M/variables,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Uganda_2013_UGA_2013_SAGE-ML_v01_M\Uganda_2013_UGA_2013_SAGE-ML_v01_M_variables.json,catalog/schema/documentation,"The data covers the 14 pilot districts selected for the SAGE programme pilot districts. These districts were as follows: Kiboga, Katwaki, Kaberamaido, Kyenjojo, Nebbi, Apac, Moroto, Nakapiripirit, Kole, Zombo, Amudat, Napak, Kyegegwa and Kyankwanzi. However, for the evaluation the original 8 districts were selected (Apac, Kaberamaido, Katakwi, Kiboga, Kyenjojo, Moroto, Nakapiripirit and Nebbi).",,3286,bb45ab3d4deda19ae70fd701490a68a3e5e857a6da13c6373a1b058cc71617bd,recovered from schema inventory; local snapshot present
"Uganda - Social Assistance Grants for Empowerment Programme 2013, Evaluation Follow-Up Survey - World Bank data dictionary HTML",https://microdata.worldbank.org/catalog/2653,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Uganda_2013_UGA_2013_SAGE-ML_v01_M\Uganda_2013_UGA_2013_SAGE-ML_v01_M_data_dictionary.html,catalog/schema/documentation,"The data covers the 14 pilot districts selected for the SAGE programme pilot districts. These districts were as follows: Kiboga, Katwaki, Kaberamaido, Kyenjojo, Nebbi, Apac, Moroto, Nakapiripirit, Kole, Zombo, Amudat, Napak, Kyegegwa and Kyankwanzi. However, for the evaluation the original 8 districts were selected (Apac, Kaberamaido, Katakwi, Kiboga, Kyenjojo, Moroto, Nakapiripirit and Nebbi).",,3286,51f89877dee0c8adeb61cc26a985658ad4a60c3d812d2c252adb941f455bdeae,recovered from schema inventory; local snapshot present
"Uganda - Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations - World Bank NADA metadata JSON",https://microdata.worldbank.org/metadata/export/2654/json,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Uganda_2014_UGA_2014_SAGE-EL_v01_M\Uganda_2014_UGA_2014_SAGE-EL_v01_M_metadata_export.json,catalog/schema/documentation,"The data covers the 14 pilot districts selected for the SAGE programme pilot districts. These districts were as follows: Kiboga, Katwaki, Kaberamaido, Kyenjojo, Nebbi, Apac, Moroto, Nakapiripirit, Kole, Zombo, Amudat, Napak, Kyegegwa and Kyankwanzi. However, for the evaluation the original 8 districts were selected (Apac, Kaberamaido, Katakwi, Kiboga, Kyenjojo, Moroto, Nakapiripirit and Nebbi).",,3358,740385600b59dc5b67d0baecbdbfd88f1557e8f59fbd0316a56169f125087465,recovered from schema inventory; local snapshot present
"Uganda - Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations - World Bank variable API JSON",https://microdata.worldbank.org/index.php/api/catalog/UGA_2014_SAGE-EL_v01_M/variables,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Uganda_2014_UGA_2014_SAGE-EL_v01_M\Uganda_2014_UGA_2014_SAGE-EL_v01_M_variables.json,catalog/schema/documentation,"The data covers the 14 pilot districts selected for the SAGE programme pilot districts. These districts were as follows: Kiboga, Katwaki, Kaberamaido, Kyenjojo, Nebbi, Apac, Moroto, Nakapiripirit, Kole, Zombo, Amudat, Napak, Kyegegwa and Kyankwanzi. However, for the evaluation the original 8 districts were selected (Apac, Kaberamaido, Katakwi, Kiboga, Kyenjojo, Moroto, Nakapiripirit and Nebbi).",,3358,09569eb06a6d89dec2293bb3977d7cef4810d7e6a3fbe5ff8716c3c58b57d961,recovered from schema inventory; local snapshot present
"Uganda - Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations - World Bank data dictionary HTML",https://microdata.worldbank.org/catalog/2654,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Uganda_2014_UGA_2014_SAGE-EL_v01_M\Uganda_2014_UGA_2014_SAGE-EL_v01_M_data_dictionary.html,catalog/schema/documentation,"The data covers the 14 pilot districts selected for the SAGE programme pilot districts. These districts were as follows: Kiboga, Katwaki, Kaberamaido, Kyenjojo, Nebbi, Apac, Moroto, Nakapiripirit, Kole, Zombo, Amudat, Napak, Kyegegwa and Kyankwanzi. However, for the evaluation the original 8 districts were selected (Apac, Kaberamaido, Katakwi, Kiboga, Kyenjojo, Moroto, Nakapiripirit and Nebbi).",,3358,971649dfd7eac5e709cb5123e8de4f07ec0187337b437b2a4ab1bc030301cdc5,recovered from schema inventory; local snapshot present
Viet Nam - Household Living Standards Survey 2002 - World Bank NADA metadata JSON,https://microdata.worldbank.org/metadata/export/2306/json,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Viet_Nam_2002_VNM_2002_VHLSS_v01_M\Viet_Nam_2002_VNM_2002_VHLSS_v01_M_metadata_export.json,catalog/schema/documentation,National,,1906,12eefefb0aac769c6e6783dd8d8bec38461f28aaa2c57da79fbbe843a82164d1,recovered from schema inventory; local snapshot present
Viet Nam - Household Living Standards Survey 2002 - World Bank variable API JSON,https://microdata.worldbank.org/index.php/api/catalog/VNM_2002_VHLSS_v01_M/variables,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Viet_Nam_2002_VNM_2002_VHLSS_v01_M\Viet_Nam_2002_VNM_2002_VHLSS_v01_M_variables.json,catalog/schema/documentation,National,,1906,5a65d2d4f2c7f8aedc60bf7c164d62a6ffdfd4d728491211aa0ae7e71a8935f6,recovered from schema inventory; local snapshot present
Viet Nam - Household Living Standards Survey 2002 - World Bank data dictionary HTML,https://microdata.worldbank.org/catalog/2306,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Viet_Nam_2002_VNM_2002_VHLSS_v01_M\Viet_Nam_2002_VNM_2002_VHLSS_v01_M_data_dictionary.html,catalog/schema/documentation,National,,1906,169f4889d741af9c3a0a96a0edd63bd6e7cea49947d069a854a71da136920704,recovered from schema inventory; local snapshot present
Albania - Living Standards Measurement Survey 2005 - World Bank generated PDF documentation,https://microdata.worldbank.org/catalog/64/pdf-documentation,2026-07-08T16:59:06+00:00,temp\raw_schema_inventory\Albania_2005_ALB_2005_LSMS_v01_M\Albania_2005_ALB_2005_LSMS_v01_M_pdf_documentation.pdf,catalog/schema/documentation,,,2513,74595fc0000d570c3fe097ef632db5eb98add5e086bf2c6f8f2cdb2d37974ab4,already exists
"Albania - Living Standards Measurement Survey 2005 - related material: Download [PDF, 575.13 KB]",https://microdata.worldbank.org//catalog/64/download/11402,2026-07-08T16:59:07+00:00,temp\raw_schema_inventory\Albania_2005_ALB_2005_LSMS_v01_M\Albania_2005_ALB_2005_LSMS_v01_M_related_01.pdf,documentation,,,,1a23132f2ca84bd027696faff98b72132d6e2fc06fb8b1e05ca00e9475d217bd,already exists
"Albania - Living Standards Measurement Survey 2005 - related material: Download [PDF, 467.21 KB]",https://microdata.worldbank.org//catalog/64/download/11403,2026-07-08T16:59:07+00:00,temp\raw_schema_inventory\Albania_2005_ALB_2005_LSMS_v01_M\Albania_2005_ALB_2005_LSMS_v01_M_related_02.pdf,documentation,,,,aca13f5b5565ab4e5da74cefa7b0ca4166b637021b2984160134aa1b3bcf456b,already exists
"Albania - Living Standards Measurement Survey 2005 - related material: Download [PDF, 130.55 KB]",https://microdata.worldbank.org//catalog/64/download/11404,2026-07-08T16:59:07+00:00,temp\raw_schema_inventory\Albania_2005_ALB_2005_LSMS_v01_M\Albania_2005_ALB_2005_LSMS_v01_M_related_03.pdf,documentation,,,,b2a26a365c9072e571b1d416fe1d56c0610db29a0887aa501e74e30bd0aa849f,already exists
"Albania - Living Standards Measurement Survey 2005 - related material: Download [PDF, 198.62 KB]",https://microdata.worldbank.org//catalog/64/download/11405,2026-07-08T16:59:07+00:00,temp\raw_schema_inventory\Albania_2005_ALB_2005_LSMS_v01_M\Albania_2005_ALB_2005_LSMS_v01_M_related_04.pdf,documentation,,,,5fb501c6db5df99587ef8ecd4dae2da7175a36f4cc26f665a3c7619e7e34d810,already exists
"Benin - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 - World Bank generated PDF documentation",https://microdata.worldbank.org/catalog/6272/pdf-documentation,2026-07-08T16:59:09+00:00,temp\raw_schema_inventory\Benin_2021-2022_BEN_2021_EHCVM-2_v01_M\Benin_2021-2022_BEN_2021_EHCVM-2_v01_M_pdf_documentation.pdf,catalog/schema/documentation,,,2129,860dddddba9ab04e11442d9ab92f990f7fc2041c216037398ed4561d0e68990e,already exists
"Benin - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 - related material: Download [PDF, 1.26 MB]",https://microdata.worldbank.org//catalog/6272/download/100341,2026-07-08T16:59:13+00:00,temp\raw_schema_inventory\Benin_2021-2022_BEN_2021_EHCVM-2_v01_M\Benin_2021-2022_BEN_2021_EHCVM-2_v01_M_related_01.pdf,documentation,,,,bbce04489e4eb94187f89e2637a2d1e6875ea139a20d4d1b09cec6faf72f8680,already exists
"Benin - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 - related material: Download [PDF, 1.26 MB]",https://microdata.worldbank.org//catalog/6272/download/100342,2026-07-08T16:59:13+00:00,temp\raw_schema_inventory\Benin_2021-2022_BEN_2021_EHCVM-2_v01_M\Benin_2021-2022_BEN_2021_EHCVM-2_v01_M_related_02.pdf,documentation,,,,dc535b36a9bec0308859e4c95a8872ce41ecf0e3471220b410553e8ad068ee0b,already exists
"Benin - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 - related material: Download [PDF, 593.07 KB]",https://microdata.worldbank.org//catalog/6272/download/100340,2026-07-08T16:59:13+00:00,temp\raw_schema_inventory\Benin_2021-2022_BEN_2021_EHCVM-2_v01_M\Benin_2021-2022_BEN_2021_EHCVM-2_v01_M_related_03.pdf,documentation,,,,9a6c444400c1718762a7ae217c8adc48fe8679c36e2c383d67ec2eb35b9ef6bb,already exists
"Benin - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 - related material: Download [PDF, 706.49 KB]",https://microdata.worldbank.org//catalog/6272/download/100343,2026-07-08T16:59:13+00:00,temp\raw_schema_inventory\Benin_2021-2022_BEN_2021_EHCVM-2_v01_M\Benin_2021-2022_BEN_2021_EHCVM-2_v01_M_related_04.pdf,documentation,,,,64117e5a9b8e17ceba448551987e1ce305e88bd00e42a174d6ccb6aa9cfba5c4,already exists
Bulgaria - Integrated Household Survey 1995 - World Bank generated PDF documentation,https://microdata.worldbank.org/catalog/2271/pdf-documentation,2026-07-08T16:59:14+00:00,temp\raw_schema_inventory\Bulgaria_1995_BGR_1995_IHS_v01_M\Bulgaria_1995_BGR_1995_IHS_v01_M_pdf_documentation.pdf,catalog/schema/documentation,,,1015,abaceee5a4829fe91422c911b177fc384cd1a9f40506c4f955662f6d18c8aa13,already exists
"Bulgaria - Integrated Household Survey 1995 - related material: Download [PDF, 228.79 KB]",https://microdata.worldbank.org//catalog/2271/download/34212,2026-07-08T16:59:15+00:00,temp\raw_schema_inventory\Bulgaria_1995_BGR_1995_IHS_v01_M\Bulgaria_1995_BGR_1995_IHS_v01_M_related_01.pdf,documentation,,,,7c041fd477ff9f1b5844642774e190482a67e98fcebd35fe18f9e74787745821,already exists
"Bulgaria - Integrated Household Survey 1995 - related material: Download [ZIP, 34.04 KB]",https://microdata.worldbank.org//catalog/2271/download/34215,2026-07-08T16:59:15+00:00,temp\raw_schema_inventory\Bulgaria_1995_BGR_1995_IHS_v01_M\Bulgaria_1995_BGR_1995_IHS_v01_M_related_02.bin,documentation,,,,2970a6e1a5eb8dec860294617b61385d9565d9a7d16f845ee98fc19b157084d1,already exists
"Bulgaria - Integrated Household Survey 1995 - related material: Download [PDF, 113.77 KB]",https://microdata.worldbank.org//catalog/2271/download/34216,2026-07-08T16:59:15+00:00,temp\raw_schema_inventory\Bulgaria_1995_BGR_1995_IHS_v01_M\Bulgaria_1995_BGR_1995_IHS_v01_M_related_03.pdf,documentation,,,,33cff190af501bcccbfcf7561986751bf38c734ffb5f61c3359b218701721004,already exists
"Bulgaria - Integrated Household Survey 1995 - related material: Download [PDF, 25.51 KB]",https://microdata.worldbank.org//catalog/2271/download/34213,2026-07-08T16:59:15+00:00,temp\raw_schema_inventory\Bulgaria_1995_BGR_1995_IHS_v01_M\Bulgaria_1995_BGR_1995_IHS_v01_M_related_04.pdf,documentation,,,,1069b9209f11d7870eb7705ec8953b7e8cfb7f0c38a3be18b45028d807a877ed,already exists
Albania - Living Standards Measurement Survey 2002 (Wave 1 Panel) - public external raw archive,https://www.instat.gov.al/media/1544/lsms2002en.rar,2026-07-08T17:58:31+00:00,temp/raw_downloads/ALB_2002_LSMS_v01_M/lsms2002en.rar,raw archive,,,,4dbf0b0875204d19534a6ff02aca1ad200d2c9cffe601f22e350e2f34add57ec,downloaded
Albania - Living Standards Measurement Survey 2005 - public external raw archive,https://www.instat.gov.al/media/1545/lsms2005en.rar,2026-07-08T17:58:38+00:00,temp/raw_downloads/ALB_2005_LSMS_v01_M/lsms2005en.rar,raw archive,,,,1e7f1965c4a5e6d2713081a1d8fd5e133e8c6e7e530fc4f9417343ef3949c392,downloaded
Albania - Living Standards Measurement Survey 2008 - public external raw archive,https://www.instat.gov.al/media/1546/lsms_2008_eng.rar,2026-07-08T17:58:45+00:00,temp/raw_downloads/ALB_2008_LSMS_v01_M/lsms_2008_eng.rar,raw archive,,,,a54110ab32b98f4a4a091ae1128b43c9b595c7cdfaa77995931b3fc2210d0f33,downloaded
Albania - Living Standards Measurement Survey 2012 - public external raw archive,https://www.instat.gov.al/media/1547/lsms_2012_eng.rar,2026-07-08T17:58:54+00:00,temp/raw_downloads/ALB_2012_LSMS_v01_M_v01_A_PUF/lsms_2012_eng.rar,raw archive,,,,7631729d2caf65ad4d39dec7ba51291ecd8d607e2376eb14d87187bbac7b871f,downloaded
