download_priority_order,queue_role,country,wave,idno,requirement,file_rank,file_id,file_name,file_description,candidate_variable_rows,strong_candidate_variable_rows,top_variable_names,official_metadata_status,raw_value_verification_status
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,2,F76,GSEC1.NSDstat,Household Identification Particulars Level of observation:Household,1,1,urban,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,3,F23,CSEC1A.NSDstat,Identification Particulars,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,4,F24,CSEC2.NSDstat,Service Availability in LC1 Service type,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,5,F25,CSEC2A.NSDstat,Land use and planning,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,6,F26,CSEC2B.NSDstat,Client satisfaction with health facilities EA,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,7,F27,CSEC2C.NSDstat,Water and Sanitation - toilets EA,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,8,F28,CSEC2C_0.NSDstat,Water and Sanitation EA,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,consumption_or_income,1,F98,GSEC15B.NSDstat,"Household Consumption Expenditures – Food, Beverages and Tobacco (Last 7 days) Level of observation:Consumption Item",9,9,CEB03;CEB04;CEB07;CEB10;CEB11;CEB14a;CEB15;CEB16;coicop_2,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,consumption_or_income,2,F114,pov2019_20.NSDstat,Consumption aggregate dataset,3,3,cpexp30;nrrexp30;hpline,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,health_need_and_access,1,F26,CSEC2B.NSDstat,Client satisfaction with health facilities EA,6,6,s2bq13__1;s2bq09;s2bq10;s2bq13__2;s2bq13__3;s2bq13__4,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,health_need_and_access,2,F47,CSEC4B.NSDstat,Health Facility - Availability of equipment/ services Level of observation: EA,4,4,s4bq23;s4bq26;s4bq27;s4bq28,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,health_need_and_access,3,F57,CSEC4L.NSDstat,Access to Water at the Health facility Level of observation: Water facility type,1,1,Health_Water_id,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,health_need_and_access,4,F82,GSEC6_1.NSDstat,Child Nutrition and Health Level of observation:Individual,1,1,s6q15b,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,household_person_keys,1,F77,GSEC2.NSDstat,Household Roster Level of observation:Individual,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,household_person_keys,2,F100,GSEC15C.NSDstat,Household Consumption Expenditures – Non-Durable Goods and Frequently Purchased Services (Last 30 days) Level of observation:Consumption Item,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,household_person_keys,3,F101,GSEC15D.NSDstat,Household Consumption Expenditures – Semi-durable and Durable Goods and Services (Last 365 days) & Non-Consumption Expenditures (Last 365 Days) Level of observation:Consumption Item,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,household_person_keys,4,F104,GSEC17_1.NSDstat,Welfare and Food Security Level of observation:Household,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,household_person_keys,5,F105,GSEC19.NSDstat,Link with the Agriculture Questionnaire Level of observation:Household,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,household_person_keys,6,F76,GSEC1.NSDstat,Household Identification Particulars Level of observation:Household,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,household_person_keys,7,F87,GSEC7_1.NSDstat,Savings Level of observation:Household,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,household_person_keys,8,F88,GSEC7_2.NSDstat,"Sources of income, financial decisions Level of observation:Household",1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,oop_health_expenditure,1,F81,GSEC5.NSDstat,Health Level of observation:Individual,8,8,h5q12a;h5q12b;h5q12f;h5q12f_1;h5q12g;h5q12c;h5q12d;h5q12e,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,oop_health_expenditure,2,F82,GSEC6_1.NSDstat,Child Nutrition and Health Level of observation:Individual,3,3,h6q12h;s6q07_1;s6q07_3i,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,oop_health_expenditure,3,F84,GSEC6_3.NSDstat,Child nutrition and health – feeding counselling Level of observation:Individual,1,1,t31,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,1,F95,GSEC12_2.NSDstat,Non-Agricultural Household Enterprises/Activities Level of observation:Enterprise,3,0,h12q04;h12q12;h12q13,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,2,F76,GSEC1.NSDstat,Household Identification Particulars Level of observation:Household,2,1,month;year,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,3,F10,AGSEC5A.NSDstat,Quantification of Production – 1st Visit Parcel-Plot-Crop level,3,0,s5aq06f_1;s5aq06f_11;s5aq06f_1_1,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,4,F77,GSEC2.NSDstat,Household Roster Level of observation:Individual,2,0,h2q9b;h2q9c,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,5,F91,GSEC9.NSDstat,"Housing Conditions, Water and Sanitation Level of observation:Household",1,1,dwellingVisit,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,6,F19,AGSEC9A.NSDstat,Extension Services Extension Source,1,1,h9q07a,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,1,F23,CSEC1A.NSDstat,Identification Particulars,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,2,F24,CSEC2.NSDstat,Service Availability in LC1 Service type,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,3,F25,CSEC2A.NSDstat,Land use and planning,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,4,F26,CSEC2B.NSDstat,Client satisfaction with health facilities EA,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,5,F27,CSEC2C.NSDstat,Water and Sanitation - toilets EA,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,6,F28,CSEC2C_0.NSDstat,Water and Sanitation EA,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,7,F29,CSEC3_0.NSDstat,Education (primary education) EA,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,8,F30,CSEC3A.NSDstat,Availability of Facilities at School Facility type,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,climate_geography,1,F1,REC001.NSDstat,Introduction section for questionnaire Jamaica Survey of Living Conditions 1997,4,0,area;district;parish;region,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,climate_geography,2,F52,HEADS.NSDstat,Household Roster for Round 11 from the questionnaire Jamaica Survey of Living Conditions 1997,2,0,district;parish,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,climate_geography,3,F53,HHSIZE.NSDstat,"Household Size - Number of Members in the Household, JSLC Constructed Consumption Aggregate Dataset 1997",2,0,district;parish,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,climate_geography,4,F49,EXP97.NSDstat,JSLC Constructed Dataset 1997,1,1,Cluster,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,climate_geography,5,F34,REC034.NSDstat,"Part M: Adequacy of Income, from the questionnaire Jamaica Survey of Living Conditions 1997",1,0,xearn,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,climate_geography,6,F41,REC041.NSDstat,"Part O: Money Borrowed, from the questionnaire Jamaica Survey of Living Conditions 1997",1,0,year,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,climate_geography,7,F47,ANNUAL.NSDstat,JSLC Constructed Dataset 1997,1,0,district,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,consumption_or_income,1,F67,TOTGIFTS.NSDstat,Annual value of Gifts of Food and Non-Food Consumption for JSCL Consumption Aggregate Dataset 1997,4,4,t_gfood;serial;tcgift;totgift,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,consumption_or_income,2,F50,FOOD.NSDstat,Food expenditure JSLC Constructed Consumption Aggregate Dataset 1997,3,3,consgift;giftfood;hpfood,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,consumption_or_income,3,F58,MEALS.NSDstat,Food expenditure JSLC Constructed Consumption Aggregate Dataset 1997,3,3,consgift;giftfood;hpfood,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,consumption_or_income,4,F47,ANNUAL.NSDstat,JSLC Constructed Dataset 1997,1,1,non_food,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,consumption_or_income,5,F66,TOTFOOD.NSDstat,Annual Food Expenditure JSCL Consumption Aggregate Dataset 1997,1,1,t_food,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,health_need_and_access,1,F3,REC003.NSDstat,"Part A: Health, from the questionnaire Jamaica Survey of Living Conditions 1997",7,3,a09;a10;a17;a13;a16;a181;a182,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,health_need_and_access,2,F2,REC002.NSDstat,"Part A: Health, from the questionnaire Jamaica Survey of Living Conditions 1997",4,3,a03;a04;a05;a06,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,health_need_and_access,3,F4,REC004.NSDstat,"Part A: Health, from the questionnaire Jamaica Survey of Living Conditions 1997",1,1,a25,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,household_person_keys,1,F46,REC047.NSDstat,Household Roster for Round 11 from the questionnaire Jamaica Survey of Living Conditions 1997,10,2,ind;member;age;assist;disabled;hhm1;indiv;marital;part_id;partner,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,household_person_keys,2,F52,HEADS.NSDstat,Household Roster for Round 11 from the questionnaire Jamaica Survey of Living Conditions 1997,2,2,ind;member,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,oop_health_expenditure,1,F3,REC003.NSDstat,"Part A: Health, from the questionnaire Jamaica Survey of Living Conditions 1997",10,10,a19;a20;a09;a10;a11;a12;a13;a14;a15;a16,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,oop_health_expenditure,2,F33,REC033.NSDstat,"Part M: Adequacy of Income, from the questionnaire Jamaica Survey of Living Conditions 1997",1,0,m05b,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,survey_timing,1,F1,REC001.NSDstat,Introduction section for questionnaire Jamaica Survey of Living Conditions 1997,3,3,int_date;ant_date;visits,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,survey_timing,2,F57,LABORF.NSDstat,"Labor force dataset. Questionnaire on Population Changes and Migration 1995, 1996, and 1997",6,0,Q415;Q43;Q46m;Q46y;Q54m;Q54y,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,survey_timing,3,F35,REC035.NSDstat,"Part N: Savings, from the questionnaire Jamaica Survey of Living Conditions 1997",1,1,times,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,survey_timing,4,F44,REC045.NSDstat,"Part P: Money Lent, from the questionnaire Jamaica Survey of Living Conditions 1997",1,0,amtdue,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,survey_timing,5,F41,REC041.NSDstat,"Part O: Money Borrowed, from the questionnaire Jamaica Survey of Living Conditions 1997",1,0,year,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,1,F61,NUTR97.NSDstat,JSLC Constructed Anthropometric Dataset 1997,1,1,weight,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,2,F49,EXP97.NSDstat,JSLC Constructed Dataset 1997,2,0,Areatype;Cluster,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,3,F57,LABORF.NSDstat,"Labor force dataset. Questionnaire on Population Changes and Migration 1995, 1996, and 1997",2,0,Q46y;Q54y,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,4,F1,REC001.NSDstat,Introduction section for questionnaire Jamaica Survey of Living Conditions 1997,1,0,area,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,5,F34,REC034.NSDstat,"Part M: Adequacy of Income, from the questionnaire Jamaica Survey of Living Conditions 1997",1,0,xearn,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,6,F41,REC041.NSDstat,"Part O: Money Borrowed, from the questionnaire Jamaica Survey of Living Conditions 1997",1,0,year,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,7,F47,ANNUAL.NSDstat,JSLC Constructed Dataset 1997,1,0,t_meal,official_public_metadata_file_candidate,not_raw_value_verified
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,8,F48,EDTOTALS.NSDstat,JSLC Constructed Dataset 1997,1,0,area,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,climate_geography,1,F13,KPRICE2,Survey of Availability and Prices of Food Products and Fuel (continued),5,0,aye1_12a;aye1_12b;aye1_12c;aye1_12d;aye1_12e,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,climate_geography,2,F9,KHHLD,Household Questionnaire (excluding module B),4,0,ae2_1a;ae2_1b;ae3_1a;ae3_1b,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,climate_geography,3,F14,KPRICE3,Survey of Availability and Prices of Food Products and Fuel (continued),1,1,ayeaid,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,climate_geography,4,F2,CORE,household characteristics,1,0,region,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,climate_geography,5,F1,CONADULT,adult characteristics,1,0,hhead,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,consumption_or_income,1,F3,INCEXP,income and expenditure,9,3,khomcx;khomcy;kfoodx;khousex;kotherx;kothery;kothousx;kselfemy;ktothhy,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,consumption_or_income,2,F9,KHHLD,Household Questionnaire (excluding module B),2,0,ad141_1d;ad141_2d,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,consumption_or_income,3,F5,KADULT,Questionnaire for Adults (excluding module P),1,1,a1o16,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,health_need_and_access,1,F15,KYGPOV,poverty line and poverty indicators,8,0,hcsblne;lcsblne;poor3e;poor4e;rhcsblne;rlcsblne;rpoor3e;rpoor4e,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,health_need_and_access,2,F5,KADULT,Questionnaire for Adults (excluding module P),2,0,a1l16;a1j98,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,health_need_and_access,3,F3,INCEXP,income and expenditure,1,0,khealthx,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,health_need_and_access,4,F7,KCHILD,Questionnaire for Children (excluding module P),1,0,a1l16,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,household_person_keys,1,F11,KINDIVH,household roster (module B of Household Questionnaire),4,4,hid;pid;ab10_9_1;ab10_9_2,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,household_person_keys,2,F4,KADIET,adult nutrition data (module P of Questionnaire for Adults),2,2,pid;hhid,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,household_person_keys,3,F6,KCHDIET,child nutrition data (module P of Questionnaire for Children),2,2,pid;hhid,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,household_person_keys,4,F10,KINDIV,household demographic and relationship variables (individual level),1,1,pid,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,household_person_keys,5,F1,CONADULT,adult characteristics,1,1,pid,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,household_person_keys,6,F5,KADULT,Questionnaire for Adults (excluding module P),1,1,pid,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,household_person_keys,7,F7,KCHILD,Questionnaire for Children (excluding module P),1,1,pid,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,oop_health_expenditure,1,F9,KHHLD,Household Questionnaire (excluding module B),3,3,ae15_1b;ae20_6a;ae20_6b,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,oop_health_expenditure,2,F5,KADULT,Questionnaire for Adults (excluding module P),4,0,a1l14;a1l15;a1l16;a1l9,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,oop_health_expenditure,3,F7,KCHILD,Questionnaire for Children (excluding module P),4,0,a1l14;a1l15;a1l16;a1l9,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,oop_health_expenditure,4,F3,INCEXP,income and expenditure,1,1,khealthx,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,survey_timing,1,F5,KADULT,Questionnaire for Adults (excluding module P),5,4,a1o10;a1o14;a1o16;a1o18;a1h7_2,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,survey_timing,2,F7,KCHILD,Questionnaire for Children (excluding module P),3,2,a1o10;a1o14;a1h7_2,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,survey_timing,3,F2,CORE,household characteristics,1,1,month,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,survey_timing,4,F9,KHHLD,Household Questionnaire (excluding module B),1,1,aa4_2,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,survey_timing,5,F1,CONADULT,adult characteristics,1,0,gender,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,survey_timing,6,F3,INCEXP,income and expenditure,1,0,ktothhx,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,weights_and_design,1,F14,KPRICE3,Survey of Availability and Prices of Food Products and Fuel (continued),11,1,ayeaid;ayea_10a;ayea_10b;ayea_10c;ayea_10d;ayea_10e;ayea_11a;ayea_11b;ayea_11c;ayea_11d;ayea_11e,official_public_metadata_file_candidate,not_raw_value_verified
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,weights_and_design,2,F1,CONADULT,adult characteristics,1,0,hhead,official_public_metadata_file_candidate,not_raw_value_verified
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,1,F52,S00,"This file contains household-level information such as date of interview, data entry and edit, religion of the household head, language spoken at the household, whether the household own ...",4,1,v00_zone;v00_headn;v00_team;v00_ward,official_public_metadata_file_candidate,not_raw_value_verified
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,2,F2,FINAL_PREF,,4,0,district;district_name;Eastern;HEAD___,official_public_metadata_file_candidate,not_raw_value_verified
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,3,F7,S04,"This file contains household-level information from Section 3 - Migration of the questionnaire. It contains the following information: First time in migration to the place of enumeration,...",2,0,v04_03b;v04_11b,official_public_metadata_file_candidate,not_raw_value_verified
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,4,F4,S01,"This file contains household-member information from Section 1 - Household Roster of the questionnaire. It contains the following information: Demographic characteristics (including name,...",1,0,v01_05b,official_public_metadata_file_candidate,not_raw_value_verified
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,5,F48,S21,The file contains data for Section 21. Panel Sample Household Tracking Q (21.01 - 21.05) of the NLSS III (2010/11) questionnaire.,1,0,v21_ward,official_public_metadata_file_candidate,not_raw_value_verified
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,consumption_or_income,1,F2,FINAL_PREF,,8,8,sh_nonfood_30;sh_nonfood_7;nonfood_30;nonfood_7;nonfood_pc_30;nonfood_pc_7;nonfood_pc_7_tadj;nfood,official_public_metadata_file_candidate,not_raw_value_verified
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,consumption_or_income,2,F10,S06B,"This file contains household-level information from Section 6 - Non-food Expenditures and Inventory of Durable Goods, Section B - Infrequent Non-Food Expenditures of the questionnaire.",2,2,v06b_idc;v06b_itm,official_public_metadata_file_candidate,not_raw_value_verified
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,consumption_or_income,3,F9,S06A,"This file contains household-level information from Section 6 - Non-food Expenditures and Inventory of Durable Goods, Section A - Frequent non-food expenditures of the questionnaire.",2,2,v06a_idc;v06a_itm,official_public_metadata_file_candidate,not_raw_value_verified
