download_order,acquisition_batch_rank,batch_role,country,wave,idno,core_file_rank,metadata_file_name,metadata_file_description,candidate_categories,candidate_harmonized_variables,expected_local_name_patterns,current_receipt_status,file_acceptance_status,post_download_verification
7,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,8,SEC_S2_English_Labels,SECTION S: Deaths in Household This file contains data with English labels,demographics;health_need_access;survey_design,age;asset_index_or_asset_variable;hhid;illness_or_injury_need;sex,SEC_S2_English_Labels;SEC_S2_English_Labels.*;SEC_S2_English_Labels.dta;SEC_S2_English_Labels.sav;SEC_S2_English_Labels.por;SEC_S2_English_Labels.sas7bdat;SEC_S2_English_Labels.xpt;SEC_S2_English_Labels.csv;*SEC_S2_English_Labels*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
7,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,9,SEC_3A_English_Labels,Agriculture Questionnaire Plot details - 3A. Long rainy season This file contains data with English labels,consumption;health_need_access;shocks;survey_design,agriculture_livelihood;care_not_sought_reason;coping_borrowed;hhid;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,SEC_3A_English_Labels;SEC_3A_English_Labels.*;SEC_3A_English_Labels.dta;SEC_3A_English_Labels.sav;SEC_3A_English_Labels.por;SEC_3A_English_Labels.sas7bdat;SEC_3A_English_Labels.xpt;SEC_3A_English_Labels.csv;*SEC_3A_English_Labels*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
7,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,10,SEC_3B_English_Labels,Agriculture Questionnaire This file contains data with English labels,consumption;health_need_access;shocks;survey_design,agriculture_livelihood;care_not_sought_reason;coping_borrowed;hhid;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,SEC_3B_English_Labels;SEC_3B_English_Labels.*;SEC_3B_English_Labels.dta;SEC_3B_English_Labels.sav;SEC_3B_English_Labels.por;SEC_3B_English_Labels.sas7bdat;SEC_3B_English_Labels.xpt;SEC_3B_English_Labels.csv;*SEC_3B_English_Labels*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
7,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,11,SEC_4A_English_Labels,Agriculture Questionnaire This file contains data with English labels,shocks;survey_design,agriculture_livelihood;hhid;shock_module_variable,SEC_4A_English_Labels;SEC_4A_English_Labels.*;SEC_4A_English_Labels.dta;SEC_4A_English_Labels.sav;SEC_4A_English_Labels.por;SEC_4A_English_Labels.sas7bdat;SEC_4A_English_Labels.xpt;SEC_4A_English_Labels.csv;*SEC_4A_English_Labels*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
7,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,12,TZY1.HH.Consumption,Aggregated consumption expenditure data.,consumption;demographics;geography;health_need_access;survey_design,admin1_or_admin2;education;hhid;household_size;household_weight_or_person_weight;interview_date_or_survey_month;psu_or_cluster_id;reason_not_sought_distance;rural;strata;total_consumption_or_income,TZY1.HH.Consumption;TZY1.HH.*;*TZY1.HH*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
8,8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1,AG_SEC2A,This file contains data related to section 2A of the Agriculture questionnaire - list of all plots cultivated or owned by the household during the last completed long rainy seasons.,geography;shocks,agriculture_livelihood;latitude_or_longitude;shock_module_variable,AG_SEC2A;AG_SEC2A.*;AG_SEC2A.dta;AG_SEC2A.sav;AG_SEC2A.por;AG_SEC2A.sas7bdat;AG_SEC2A.xpt;AG_SEC2A.csv;*AG_SEC2A*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
8,8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,2,AG_SEC3A,"This file contains data related to section 3A of the Agriculture questionnaire - detailed plot information (agricultural practices, ownership status of the land, use of fertilizers or pesticides, inputs received on credit, and labor inputs) for long rainy season.",consumption;health_need_access;shocks,agriculture_livelihood;care_not_sought_reason;coping_borrowed;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,AG_SEC3A;AG_SEC3A.*;AG_SEC3A.dta;AG_SEC3A.sav;AG_SEC3A.por;AG_SEC3A.sas7bdat;AG_SEC3A.xpt;AG_SEC3A.csv;*AG_SEC3A*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
8,8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,3,AG_SEC3B,"This file contains data related to section 3B of the Agriculture questionnaire - detailed plot information (agricultural practices, ownership status of the land, use of fertilizers or pesticides, inputs received on credit, and labor inputs) for short rainy season.",consumption;health_need_access;shocks,agriculture_livelihood;care_not_sought_reason;coping_borrowed;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,AG_SEC3B;AG_SEC3B.*;AG_SEC3B.dta;AG_SEC3B.sav;AG_SEC3B.por;AG_SEC3B.sas7bdat;AG_SEC3B.xpt;AG_SEC3B.csv;*AG_SEC3B*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
8,8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,4,COMSEC_CD,This file contains data related to section D of the Community questionnaire - land use practices in the village and any notable changes in land ownership/appropriation.,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;psu_or_cluster_id,COMSEC_CD;COMSEC_CD.*;COMSEC_CD.dta;COMSEC_CD.sav;COMSEC_CD.por;COMSEC_CD.sas7bdat;COMSEC_CD.xpt;COMSEC_CD.csv;*COMSEC_CD*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
8,8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,5,COMSEC_CE,"This file contains data related to section E of the Community questionnaire - presence of and participation rate of cooperatives in the community, the availability of improved maize inputs, and an assessment of the quantity of local rainfall in the previous rainy season.",demographics;geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;psu_or_cluster_id;sex;shock_module_variable,COMSEC_CE;COMSEC_CE.*;COMSEC_CE.dta;COMSEC_CE.sav;COMSEC_CE.por;COMSEC_CE.sas7bdat;COMSEC_CE.xpt;COMSEC_CE.csv;*COMSEC_CE*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
8,8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,6,COMSEC_CI,"This file contains data related to section I of the Community questionnaire - community leaders including their occupation, political party and other socio-demographic characteristics.",demographics;geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;education;psu_or_cluster_id;sex;shock_module_variable,COMSEC_CI;COMSEC_CI.*;COMSEC_CI.dta;COMSEC_CI.sav;COMSEC_CI.por;COMSEC_CI.sas7bdat;COMSEC_CI.xpt;COMSEC_CI.csv;*COMSEC_CI*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
8,8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,7,COMSEC_CJ,This file contains data related to section J of the Community questionnaire - prices for basic foodstuffs and nonfood items.,geography;survey_design,admin1_or_admin2;household_weight_or_person_weight;psu_or_cluster_id,COMSEC_CJ;COMSEC_CJ.*;COMSEC_CJ.dta;COMSEC_CJ.sav;COMSEC_CJ.por;COMSEC_CJ.sas7bdat;COMSEC_CJ.xpt;COMSEC_CJ.csv;*COMSEC_CJ*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
8,8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,8,HH_SEC_B,"This file contains data related to section B of the Household questionnaire - roster of individuals living in the household, relationship to the household, gender, year of birth, variable to link individuals between survey rounds, marital status, spouse identificaiton, parental status, and place of birth.",demographics;geography;survey_design,admin1_or_admin2;age;hhid;household_head_marker;pid;sex,HH_SEC_B;HH_SEC_B.*;HH_SEC_B.dta;HH_SEC_B.sav;HH_SEC_B.por;HH_SEC_B.sas7bdat;HH_SEC_B.xpt;HH_SEC_B.csv;*HH_SEC_B*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
8,8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,9,HH_SEC_D,This file contains data related to section D of the Household questionnaire - general health status and utilization of health services.,demographics;health_expenditure;health_need_access;survey_design,age;care_sought;education;illness_or_injury_need;oop_health_expenditure;pid,HH_SEC_D;HH_SEC_D.*;HH_SEC_D.dta;HH_SEC_D.sav;HH_SEC_D.por;HH_SEC_D.sas7bdat;HH_SEC_D.xpt;HH_SEC_D.csv;*HH_SEC_D*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
8,8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,10,TZY1.HH.Consumption,Household consumption aggregate from year 1 (2008-2009).,consumption;demographics;geography;health_need_access;survey_design,admin1_or_admin2;education;hhid;household_size;household_weight_or_person_weight;interview_date_or_survey_month;psu_or_cluster_id;reason_not_sought_distance;rural;strata;total_consumption_or_income,TZY1.HH.Consumption;TZY1.HH.*;*TZY1.HH*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
8,8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,11,TZY2.HH.Consumption,Household consumption aggregate from year 2.,consumption;demographics;geography;health_need_access;survey_design,admin1_or_admin2;education;hhid;household_size;household_weight_or_person_weight;interview_date_or_survey_month;reason_not_sought_distance;rural;strata;total_consumption_or_income,TZY2.HH.Consumption;TZY2.HH.*;*TZY2.HH*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
8,8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,12,HH.Geovariables_Y2,,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;latitude_or_longitude;psu_or_cluster_id;reason_not_sought_distance;shock_module_variable,HH.Geovariables_Y2;HH.*;*HH*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
9,9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,1,AG_SEC_2A,"Roster of all plots owned or cultivated by the household, including measurement information as calculated by GPS and farmer’s estimate, GPS coordinates, weather conditions at measurement, and reason for missing GPS.",geography;shocks;survey_design,agriculture_livelihood;hhid;latitude_or_longitude;shock_module_variable,AG_SEC_2A;AG_SEC_2A.*;AG_SEC_2A.dta;AG_SEC_2A.sav;AG_SEC_2A.por;AG_SEC_2A.sas7bdat;AG_SEC_2A.xpt;AG_SEC_2A.csv;*AG_SEC_2A*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
9,9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2,AG_SEC_3A,"Detailed information on usage of plot, main cultivated crops, decision-makers in household, soil type and quality with a focus on erosion, sources of irrigation, ownership status of plot, rental value, usage patterns of fertilizers, and agricultural inputs obtained on credit. Household and hired labor for farming activities is also reported.",consumption;health_need_access;shocks;survey_design,agriculture_livelihood;care_not_sought_reason;coping_borrowed;hhid;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,AG_SEC_3A;AG_SEC_3A.*;AG_SEC_3A.dta;AG_SEC_3A.sav;AG_SEC_3A.por;AG_SEC_3A.sas7bdat;AG_SEC_3A.xpt;AG_SEC_3A.csv;*AG_SEC_3A*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
9,9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,3,AG_SEC_3B,"Detailed information on usage of plot, main cultivated crops, decision-makers in household, soil type and quality with a focus on erosion, sources of irrigation, ownership status of plot, rental value, usage patterns of fertilizers, and agricultural inputs obtained on credit. Household and hired labor for farming activities is also reported.",consumption;health_need_access;shocks;survey_design,agriculture_livelihood;care_not_sought_reason;coping_borrowed;hhid;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,AG_SEC_3B;AG_SEC_3B.*;AG_SEC_3B.dta;AG_SEC_3B.sav;AG_SEC_3B.por;AG_SEC_3B.sas7bdat;AG_SEC_3B.xpt;AG_SEC_3B.csv;*AG_SEC_3B*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
9,9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,4,AG_SEC_4A,"Crop planting patterns, intercropping, area and quantity harvested, associated losses, crop seeds purchased along with associated values, source and type of seed for all annual crops.",shocks;survey_design,agriculture_livelihood;hhid;shock_module_variable,AG_SEC_4A;AG_SEC_4A.*;AG_SEC_4A.dta;AG_SEC_4A.sav;AG_SEC_4A.por;AG_SEC_4A.sas7bdat;AG_SEC_4A.xpt;AG_SEC_4A.csv;*AG_SEC_4A*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
9,9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,5,AG_SEC_4B,"Crop planting patterns, intercropping, area and quantity harvested, associated losses, crop seeds purchased along with associated values, source and type of seed for all annual crops.",shocks;survey_design,agriculture_livelihood;hhid;shock_module_variable,AG_SEC_4B;AG_SEC_4B.*;AG_SEC_4B.dta;AG_SEC_4B.sav;AG_SEC_4B.por;AG_SEC_4B.sas7bdat;AG_SEC_4B.xpt;AG_SEC_4B.csv;*AG_SEC_4B*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
9,9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,6,AG_SEC_5A,"Questions on quantity of crops sold, value of sales, customers crops sold to, average distance that crops were transported to for sale, post-harvest losses, how crop residue was handled, method and duration for which crop was stored.",health_need_access;shocks;survey_design,agriculture_livelihood;hhid;reason_not_sought_distance;shock_module_variable,AG_SEC_5A;AG_SEC_5A.*;AG_SEC_5A.dta;AG_SEC_5A.sav;AG_SEC_5A.por;AG_SEC_5A.sas7bdat;AG_SEC_5A.xpt;AG_SEC_5A.csv;*AG_SEC_5A*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
9,9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,7,AG_SEC_5B,"Questions on quantity of crops sold, value of sales, customers crops sold to, average distance that crops were transported to for sale, post-harvest losses, how crop residue was handled, method and duration for which crop was stored.",health_need_access;shocks;survey_design,agriculture_livelihood;hhid;reason_not_sought_distance;shock_module_variable,AG_SEC_5B;AG_SEC_5B.*;AG_SEC_5B.dta;AG_SEC_5B.sav;AG_SEC_5B.por;AG_SEC_5B.sas7bdat;AG_SEC_5B.xpt;AG_SEC_5B.csv;*AG_SEC_5B*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
9,9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,8,COM_SEC_CE,"Participants utilizing SACCOs and other farmer cooperative groups, activities undertaken by cooperatives, the timing and quantity of the masika and vuli rainy seasons, detailed information on maize seed suppliers and sales, and the migration patterns of community members due to livestock activities.",demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;psu_or_cluster_id;reason_not_sought_distance;sex;shock_module_variable,COM_SEC_CE;COM_SEC_CE.*;COM_SEC_CE.dta;COM_SEC_CE.sav;COM_SEC_CE.por;COM_SEC_CE.sas7bdat;COM_SEC_CE.xpt;COM_SEC_CE.csv;*COM_SEC_CE*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
9,9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,9,COM_SEC_CF_ID,Sec CF ID and location,geography;survey_design,admin1_or_admin2;latitude_or_longitude;psu_or_cluster_id,COM_SEC_CF_ID;COM_SEC_CF_ID.*;COM_SEC_CF_ID.dta;COM_SEC_CF_ID.sav;COM_SEC_CF_ID.por;COM_SEC_CF_ID.sas7bdat;COM_SEC_CF_ID.xpt;COM_SEC_CF_ID.csv;*COM_SEC_CF_ID*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
9,9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,10,HH_SEC_A,"SECTION A: HOUSEHOLD IDENTIFICATION / SURVEY STAFF DETAILS Household location variables, unique within panel round household identification variables, date and time of interview, analytic weights, cluster identification, sampling strata identification, enumerator identification,supervisor identification, and data entry clerk identification.",demographics;geography;survey_design,admin1_or_admin2;hhid;household_head_marker;household_weight_or_person_weight;interview_date_or_survey_month;psu_or_cluster_id;rural;strata,HH_SEC_A;HH_SEC_A.*;HH_SEC_A.dta;HH_SEC_A.sav;HH_SEC_A.por;HH_SEC_A.sas7bdat;HH_SEC_A.xpt;HH_SEC_A.csv;*HH_SEC_A*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
9,9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,11,HH_SEC_C,"SECTION C: EDUCATION Educational enrollment and attainment; literacy, education history/ level attainment, current enrollment, school characteristics, temporary absence, education examination (participation and score) and education expenditures.",demographics;health_need_access;survey_design,age;education;hhid;pid;reason_not_sought_distance,HH_SEC_C;HH_SEC_C.*;HH_SEC_C.dta;HH_SEC_C.sav;HH_SEC_C.por;HH_SEC_C.sas7bdat;HH_SEC_C.xpt;HH_SEC_C.csv;*HH_SEC_C*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
9,9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,12,HouseholdGeovars_Y3,Household Geo Variables,geography;health_need_access;shocks,admin1_or_admin2;agriculture_livelihood;latitude_or_longitude;reason_not_sought_distance;shock_module_variable,HouseholdGeovars_Y3;HouseholdGeovars_Y3.*;HouseholdGeovars_Y3.dta;HouseholdGeovars_Y3.sav;HouseholdGeovars_Y3.por;HouseholdGeovars_Y3.sas7bdat;HouseholdGeovars_Y3.xpt;HouseholdGeovars_Y3.csv;*HouseholdGeovars_Y3*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
10,10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,1,sage_labourintermed,,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;age;agriculture_livelihood;asset_index_or_asset_variable;care_not_sought_reason;care_sought;coping_borrowed;education;hhid;household_weight_or_person_weight;illness_or_injury_need;interview_date_or_survey_month;latitude_or_longitude;pid;reason_not_sought_distance;sex,sage_labourintermed;sage_labourintermed.*;sage_labourintermed.dta;sage_labourintermed.sav;sage_labourintermed.por;sage_labourintermed.sas7bdat;sage_labourintermed.xpt;sage_labourintermed.csv;*sage_labourintermed*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
10,10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,2,int_operational,,demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;care_not_sought_reason;care_sought;coping_borrowed;education;hhid;household_weight_or_person_weight;oop_health_expenditure;reason_not_sought_cost;reason_not_sought_distance;reason_not_sought_supply;shock_module_variable,int_operational;int_operational.*;int_operational.dta;int_operational.sav;int_operational.por;int_operational.sas7bdat;int_operational.xpt;int_operational.csv;*int_operational*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
10,10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,3,int_demographics_mem,,demographics;geography;health_expenditure;health_need_access;survey_design,admin1_or_admin2;age;care_sought;education;hhid;household_head_marker;household_size;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;pid;reason_not_sought_distance;sex,int_demographics_mem;int_demographics_mem.*;int_demographics_mem.dta;int_demographics_mem.sav;int_demographics_mem.por;int_demographics_mem.sas7bdat;int_demographics_mem.xpt;int_demographics_mem.csv;*int_demographics_mem*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
10,10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,4,int_migration,,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;age;care_sought;education;hhid;household_weight_or_person_weight;sex;shock_module_variable,int_migration;int_migration.*;int_migration.dta;int_migration.sav;int_migration.por;int_migration.sas7bdat;int_migration.xpt;int_migration.csv;*int_migration*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
10,10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,5,int_welfare_hh,,demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;care_not_sought_reason;care_sought;coping_borrowed;coping_sold_assets;education;hhid;household_weight_or_person_weight;illness_or_injury_need;interview_date_or_survey_month;oop_health_expenditure;reason_not_sought_distance;sex;shock_module_variable,int_welfare_hh;int_welfare_hh.*;int_welfare_hh.dta;int_welfare_hh.sav;int_welfare_hh.por;int_welfare_hh.sas7bdat;int_welfare_hh.xpt;int_welfare_hh.csv;*int_welfare_hh*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
10,10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,6,int_consexp,,consumption;demographics;geography;health_expenditure;health_need_access;survey_design,admin1_or_admin2;asset_index_or_asset_variable;care_sought;education;food_consumption;hhid;household_size;household_weight_or_person_weight;nonfood_consumption;oop_health_expenditure;rural;total_consumption_or_income,int_consexp;int_consexp.*;int_consexp.dta;int_consexp.sav;int_consexp.por;int_consexp.sas7bdat;int_consexp.xpt;int_consexp.csv;*int_consexp*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
10,10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,7,int_cohesion,,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;asset_index_or_asset_variable;care_not_sought_reason;care_sought;coping_borrowed;hhid;household_weight_or_person_weight;interview_date_or_survey_month;reason_not_sought_distance;sex,int_cohesion;int_cohesion.*;int_cohesion.dta;int_cohesion.sav;int_cohesion.por;int_cohesion.sas7bdat;int_cohesion.xpt;int_cohesion.csv;*int_cohesion*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
10,10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,8,int_access_educ18plus,,demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;age;agriculture_livelihood;care_sought;education;hhid;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;pid;reason_not_sought_distance;sex,int_access_educ18plus;int_access_educ18plus.*;int_access_educ18plus.dta;int_access_educ18plus.sav;int_access_educ18plus.por;int_access_educ18plus.sas7bdat;int_access_educ18plus.xpt;int_access_educ18plus.csv;*int_access_educ18plus*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
10,10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,9,int_access_fin,,demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;care_not_sought_reason;care_sought;coping_borrowed;education;hhid;household_weight_or_person_weight;interview_date_or_survey_month;oop_health_expenditure;reason_not_sought_distance;sex,int_access_fin;int_access_fin.*;int_access_fin.dta;int_access_fin.sav;int_access_fin.por;int_access_fin.sas7bdat;int_access_fin.xpt;int_access_fin.csv;*int_access_fin*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
10,10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,10,int_access_health,,demographics;geography;health_expenditure;health_need_access;survey_design,admin1_or_admin2;age;care_sought;education;hhid;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;pid;reason_not_sought_cost;reason_not_sought_distance;reason_not_sought_supply;sex,int_access_health;int_access_health.*;int_access_health.dta;int_access_health.sav;int_access_health.por;int_access_health.sas7bdat;int_access_health.xpt;int_access_health.csv;*int_access_health*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
