acquisition_batch_rank,batch_role,country,wave,idno,file_rank,file_name,local_target_folder,candidate_categories,candidate_harmonized_variables,download_priority_reason,expected_file_status,present_matching_files,current_file_gate_status,verification_action
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,10,int_operational,temp/raw_downloads/UGA_2014_SAGE-EL_v01_M/,demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;care_not_sought_reason;care_sought;coping_borrowed;education;hhid;household_weight_or_person_weight;oop_health_expenditure;reason_not_sought_cost;reason_not_sought_distance;reason_not_sought_supply;shock_module_variable,OOP spending; need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,11,int_community,temp/raw_downloads/UGA_2014_SAGE-EL_v01_M/,demographics;geography;health_need_access;shocks,admin1_or_admin2;agriculture_livelihood;care_sought;reason_not_sought_distance;sex,need/access; climate geography,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,12,int_migration,temp/raw_downloads/UGA_2014_SAGE-EL_v01_M/,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;age;care_sought;education;hhid;household_weight_or_person_weight;sex;shock_module_variable,need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,1,LABORF,temp/raw_downloads/JAM_1997_SLC_v01_M/,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;age;asset_index_or_asset_variable;care_not_sought_reason;education;pid;sex;shock_module_variable,need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,2,REC003,temp/raw_downloads/JAM_1997_SLC_v01_M/,health_expenditure;health_need_access,care_sought;health_insurance;illness_or_injury_need;oop_health_expenditure,OOP spending; need/access,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,3,ANNUAL,temp/raw_downloads/JAM_1997_SLC_v01_M/,consumption;demographics;geography;survey_design,admin1_or_admin2;asset_index_or_asset_variable;food_consumption;household_size;household_weight_or_person_weight;nonfood_consumption;total_consumption_or_income,financial denominator; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,4,EDTOTALS,temp/raw_downloads/JAM_1997_SLC_v01_M/,consumption;demographics;geography;survey_design,admin1_or_admin2;asset_index_or_asset_variable;food_consumption;household_weight_or_person_weight;nonfood_consumption;sex,financial denominator; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,5,HHSIZE,temp/raw_downloads/JAM_1997_SLC_v01_M/,demographics;geography,admin1_or_admin2;age;asset_index_or_asset_variable;household_size;sex,climate geography,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,6,NUTR97,temp/raw_downloads/JAM_1997_SLC_v01_M/,demographics;survey_design,age;household_weight_or_person_weight;sex,weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,7,REC001,temp/raw_downloads/JAM_1997_SLC_v01_M/,demographics;geography;survey_design,admin1_or_admin2;asset_index_or_asset_variable;household_weight_or_person_weight;interview_date_or_survey_month,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,8,HEADS,temp/raw_downloads/JAM_1997_SLC_v01_M/,demographics;geography;survey_design,admin1_or_admin2;age;household_head_marker;pid;sex,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,9,REC007,temp/raw_downloads/JAM_1997_SLC_v01_M/,demographics;survey_design,age;household_weight_or_person_weight,weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,10,EXP97,temp/raw_downloads/JAM_1997_SLC_v01_M/,consumption;geography;survey_design,admin1_or_admin2;food_consumption;psu_or_cluster_id,financial denominator; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,11,REC006,temp/raw_downloads/JAM_1997_SLC_v01_M/,geography;health_need_access,admin1_or_admin2;reason_not_sought_distance,need/access; climate geography,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,12,REC025,temp/raw_downloads/JAM_1997_SLC_v01_M/,consumption,nonfood_consumption,financial denominator,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,1,KPRICE2,temp/raw_downloads/KGZ_1993_KMPS_v01_M/,geography;shocks,admin1_or_admin2;shock_module_variable,climate geography,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,2,KHHLD,temp/raw_downloads/KGZ_1993_KMPS_v01_M/,demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;coping_borrowed;hhid;illness_or_injury_need;interview_date_or_survey_month;oop_health_expenditure;reason_not_sought_distance;shock_module_variable,OOP spending; need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,3,KPRICE3,temp/raw_downloads/KGZ_1993_KMPS_v01_M/,geography;shocks,admin1_or_admin2;shock_module_variable,climate geography,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,4,KADULT,temp/raw_downloads/KGZ_1993_KMPS_v01_M/,consumption;demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;age;agriculture_livelihood;asset_index_or_asset_variable;care_not_sought_reason;care_sought;coping_borrowed;education;hhid;household_weight_or_person_weight;illness_or_injury_need;interview_date_or_survey_month;nonfood_consumption;oop_health_expenditure;pid;reason_not_sought_distance;sex;shock_module_variable,financial denominator; OOP spending; need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,5,KCOMM,temp/raw_downloads/KGZ_1993_KMPS_v01_M/,demographics;geography;health_need_access;shocks,admin1_or_admin2;reason_not_sought_distance;reason_not_sought_supply;sex;shock_module_variable,need/access; climate geography,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,6,KCHILD,temp/raw_downloads/KGZ_1993_KMPS_v01_M/,demographics;health_expenditure;health_need_access;shocks;survey_design,age;agriculture_livelihood;care_sought;education;hhid;household_weight_or_person_weight;illness_or_injury_need;interview_date_or_survey_month;oop_health_expenditure;pid;reason_not_sought_distance;sex,OOP spending; need/access; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,7,KINDIVH,temp/raw_downloads/KGZ_1993_KMPS_v01_M/,demographics;survey_design,hhid;pid;sex,weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,8,INCEXP,temp/raw_downloads/KGZ_1993_KMPS_v01_M/,consumption;demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;education;hhid;household_size;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,financial denominator; need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,9,KYGPOV,temp/raw_downloads/KGZ_1993_KMPS_v01_M/,geography;survey_design,admin1_or_admin2;hhid,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,10,CONADULT,temp/raw_downloads/KGZ_1993_KMPS_v01_M/,demographics;survey_design,age;education;hhid;household_head_marker;pid;sex,weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,11,KINDIV,temp/raw_downloads/KGZ_1993_KMPS_v01_M/,demographics;survey_design,age;hhid;pid;sex,weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,12,CORE,temp/raw_downloads/KGZ_1993_KMPS_v01_M/,geography;survey_design,admin1_or_admin2;hhid;interview_date_or_survey_month,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1,FINAL_PREF,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,consumption;demographics;geography;shocks;survey_design,admin1_or_admin2;age;agriculture_livelihood;asset_index_or_asset_variable;education;food_consumption;household_head_marker;household_size;household_weight_or_person_weight;interview_date_or_survey_month;nonfood_consumption;psu_or_cluster_id;rural;sex;strata;total_consumption_or_income,financial denominator; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,2,S00,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;care_not_sought_reason;coping_borrowed;household_head_marker;psu_or_cluster_id;rural;sex;strata,need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,3,S08,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,health_expenditure;health_need_access;survey_design,care_not_sought_reason;care_sought;illness_or_injury_need;oop_health_expenditure;reason_not_sought_distance;strata,OOP spending; need/access; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,4,S13A1,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;strata,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,5,anthro,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,demographics;survey_design,age;household_weight_or_person_weight;psu_or_cluster_id;sex;strata,weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,6,S21,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,demographics;geography;survey_design,admin1_or_admin2;household_size;interview_date_or_survey_month;psu_or_cluster_id;strata,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,7,S19,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,consumption;demographics;health_need_access;shocks;survey_design,agriculture_livelihood;asset_index_or_asset_variable;care_sought;coping_borrowed;coping_sold_assets;education;food_consumption;strata;total_consumption_or_income,financial denominator; need/access; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,8,sample,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,demographics;geography;survey_design,admin1_or_admin2;household_size;household_weight_or_person_weight;psu_or_cluster_id;rural;strata,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,9,S16,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,demographics;geography;survey_design,admin1_or_admin2;age;education;rural;sex;strata,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,10,S20,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,demographics;survey_design,age;household_weight_or_person_weight;strata,weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,11,S01,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,demographics;geography;survey_design,admin1_or_admin2;age;rural;sex;strata,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,12,S04,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,geography;survey_design,admin1_or_admin2;rural;strata,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
