threshold_sequence_rank,country,wave,idno,catalog_id,file_id,file_name,file_description,case_quantity,variable_quantity,priority_core_target,current_receipt_status,source_saved_path,post_download_review_action
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F10,secta7_harvestw1,,1478,13,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F11,secta8_harvestw1,,291,15,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F12,secta9a1_harvestw1,,166,8,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F13,secta9a2_harvestw1,,61,50,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F14,secta9b1_harvestw1,,27,13,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F15,secta9b2_harvestw1,,10,38,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F16,secta10_harvestw1,,5701,11,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F17,secta41_harvestw1,,7326,11,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F18,secta42_harvestw1,,8661,18,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F19,sectaa_harvestw1,,3220,6,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F20,sectc_harvestw1,,494,12,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F21,sectc1_harvestw1,,2864,10,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F22,sectc2_harvestw1,,10558,14,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F23,sectc3_harvestw1,,6150,14,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F24,sectc4_harvestw1,,2162,18,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F25,sectc5_harvestw1,,14131,8,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F26,sectc6_harvestw1,,1991,11,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F27,sectc7_harvestw1,,5969,31,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F28,sectc8_harvestw1,,46471,8,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F29,sect1_harvestw1,,28292,73,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F30,sect2a_harvestw1,,18589,52,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F31,sect2b_harvestw1,,22788,37,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F32,sect3a_harvestw1,,23261,63,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F33,sect3b_harvestw1,,16712,32,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F34,sect4a_harvestw1,,27573,83,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F35,sect4b_harvestw1,,16623,42,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F36,sect5_harvestw1,,18975,52,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F37,sect6_harvestw1,,18824,22,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F38,sect7_harvestw1,,39808,23,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F39,sect8_harvestw1,,4929,67,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F40,sect9_harvestw1,,4593,62,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F41,sect10a_harvestw1,,9785,9,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F42,sect10b_harvestw1,,70934,17,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F43,sect10c_harvestw1,,52558,8,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F44,sect10ca_harvestw1,,4801,7,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F45,sect10cb_harvestw1,,2421,9,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F46,sect11a_harvestw1,,5735,9,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F47,sect11b_harvestw1,,22773,9,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F48,sect11c_harvestw1,,22731,9,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F49,sect11d_harvestw1,,1352,9,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F50,sect11e_harvestw1,,150,10,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F51,sect12_harvestw1,,4840,32,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F52,sect13_harvestw1,,4837,15,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F53,sect14_harvestw1,,83,21,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F54,sect15a_harvestw1,,2428,25,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F55,sect15b_harvestw1,,211,15,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F56,sect15b1_harvestw1,,4807,7,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F57,secta_harvestw1,,4939,41,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F58,sect11a_plantingw1,,3299,8,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F59,sect11a1_plantingw1,,6086,13,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F60,sect11b_plantingw1,,5997,44,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F61,sect11c_plantingw1,,5887,72,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F62,sect11d_plantingw1,,5790,48,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F63,sect11e_plantingw1,,12446,56,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F64,sect11f_plantingw1,,11472,20,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F65,sect11g_plantingw1,,950,25,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F66,sect11h_plantingw1,,11766,62,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F67,sect11i_plantingw1,,5115,43,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F68,sect11j_plantingw1,,1940,13,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F69,sect11k_plantingw1,,424,18,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F70,sect11l1_plantingw1,,1152,10,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F71,sect11l2_plantingw1,,725,20,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F72,sect12_plantingw1,,7163,10,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F73,sectc_plantingw1,,487,7,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F74,sectc1_plantingw1,,2823,12,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F75,sectc2_plantingw1,,23441,10,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F76,sectc3a_plantingw1,,472,6,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F77,sectc3b_plantingw1,,2986,17,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F78,sectc3c_plantingw1,,1007,17,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F79,sectc4a_plantingw1,,2300,10,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F80,sectc4b_plantingw1,,1784,18,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F81,sect1_plantingw1,,27588,30,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F82,sect2_plantingw1,,23321,38,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F83,sect3_plantingw1,,23284,52,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F84,sect4_plantingw1,,15319,54,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F85,sect5_plantingw1,,38947,8,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F86,sect5b_plantingw1,,56816,11,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F87,sect6_plantingw1,,4448,50,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F88,sect7a_plantingw1,,9010,9,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F89,sect7b_plantingw1,,72928,21,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F90,sect9_plantingw1,,4996,31,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F91,sect10_plantingw1,,522,14,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F92,sect81_plantingw1,,6125,9,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F93,sect82_plantingw1,,25045,9,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F94,sect83_plantingw1,,22840,9,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F95,sect84_plantingw1,,2356,9,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F96,sect85_plantingw1,,165,10,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F97,secta_plantingw1,,5000,43,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F98,cons_agg_wave1_visit1,Consumption aggregate data (visit 1),4933,80,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F99,cons_agg_wave1_visit2,Consumption aggregate data (visit 2),4839,80,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/6_NGA_2010_GHSP-W1_v03_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
