download_priority_order,queue_role,country,wave,idno,file_id,expected_file_name,expected_file_key,file_description,priority_core_target,official_file_match_status,matched_local_locations,matched_source_types
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,F76,LF_SEC_A.NSDstat,lf_sec_a.nsdstat,"SECTION A: HOUSEHOLD IDENTIFICATION / SURVEY STAFF DETAILS Household location variables, unique within panel round household identification variables, date and time of interview, analytic weights, cluster identification, sampling strata identification, enumerator identification, supervisor identification, and data entry clerk identification.",1,missing_expected_official_file,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,F77,HouseholdGeovars_Y3.NSDstat,householdgeovars_y3.nsdstat,Household Geo Variables,0,missing_expected_official_file,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,F78,NPSY3.PANEL.KEY.NSDstat,npsy3.panel.key.nsdstat,,0,missing_expected_official_file,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,F79,PlotGeovars_Y3.NSDstat,plotgeovars_y3.nsdstat,Plot Geo Variables,0,missing_expected_official_file,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,F80,Y3_weights.NSDstat,y3_weights.nsdstat,Weights,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F1,AGSEC1.NSDstat,agsec1.nsdstat,Household Identification Particulars Household level,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F2,AGSEC2A.NSDstat,agsec2a.nsdstat,Current Land Holdings - 1st/2nd Visit Parcel level,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F3,AGSEC2B.NSDstat,agsec2b.nsdstat,Land That the Household Has Access Through Use Rights - 1st/2nd Visit Parcel level,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F4,AGSEC3A.NSDstat,agsec3a.nsdstat,Agriculture and Labour Inputs – 1st Visit Parcel-Plot level,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F5,AGSEC3A_1.NSDstat,agsec3a_1.nsdstat,Agriculture and Labour Inputs – 1st Visit Parcel-Plot level,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F6,AGSEC3B.NSDstat,agsec3b.nsdstat,Agriculture and Labour Inputs – 2nd Visit Parcel-Plot level,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F7,AGSEC3B_1.NSDstat,agsec3b_1.nsdstat,Agriculture and Labour Inputs – 2nd Visit Parcel-Plot level,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F8,AGSEC4A.NSDstat,agsec4a.nsdstat,Crops Grown and Types of Seeds Used – 1st Visit Parcel-Plot-Crop level,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F9,AGSEC4B.NSDstat,agsec4b.nsdstat,Crops Grown and Types of Seed Used – 2nd Visit Parcel-Plot-Crop level,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F10,AGSEC5A.NSDstat,agsec5a.nsdstat,Quantification of Production – 1st Visit Parcel-Plot-Crop level,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F11,AGSEC5B.NSDstat,agsec5b.nsdstat,Quantification of Production – 2nd Visit Parcel-Plot-Crop level,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F12,AGSEC6A.NSDstat,agsec6a.nsdstat,Livestock Ownership – Cattle and Pack Animals Livestock Type,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F13,AGSEC6B.NSDstat,agsec6b.nsdstat,Livestock Ownership – Small Animals Livestock Type,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F14,AGSEC6C.NSDstat,agsec6c.nsdstat,Livestock Ownership – Poultry and Others Livestock Type,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F15,AGSEC7.NSDstat,agsec7.nsdstat,Livestock Inputs Livestock Input Type,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F16,AGSEC8A.NSDstat,agsec8a.nsdstat,Livestock Production Livestock Product (Meat),0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F17,AGSEC8B.NSDstat,agsec8b.nsdstat,,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F18,AGSEC8C.NSDstat,agsec8c.nsdstat,Livestock Production Livestock Product (Eggs),0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F19,AGSEC9A.NSDstat,agsec9a.nsdstat,Extension Services Extension Source,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F20,AGSEC9B.NSDstat,agsec9b.nsdstat,Extension Services (NAADS) Household level,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F21,AGSEC10.NSDstat,agsec10.nsdstat,Farm Implements and Machinery Implement item,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F22,AGSEC11.NSDstat,agsec11.nsdstat,Animal Power Livestock Type,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F23,CSEC1A.NSDstat,csec1a.nsdstat,Identification Particulars,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F24,CSEC2.NSDstat,csec2.nsdstat,Service Availability in LC1 Service type,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F25,CSEC2A.NSDstat,csec2a.nsdstat,Land use and planning,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F26,CSEC2B.NSDstat,csec2b.nsdstat,Client satisfaction with health facilities EA,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F27,CSEC2C.NSDstat,csec2c.nsdstat,Water and Sanitation - toilets EA,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F28,CSEC2C_0.NSDstat,csec2c_0.nsdstat,Water and Sanitation EA,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F29,CSEC3_0.NSDstat,csec3_0.nsdstat,Education (primary education) EA,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F30,CSEC3A.NSDstat,csec3a.nsdstat,Availability of Facilities at School Facility type,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F31,CSEC3B.NSDstat,csec3b.nsdstat,Condition of toilets at the School Level of Observation: EA,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F33,CSEC3C.NSDstat,csec3c.nsdstat,Water facilities at the School Level of Observation: Water facility type,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F35,CSEC3D.NSDstat,csec3d.nsdstat,Payment for Services by Parents/Guardians Level of observation: Payment ID,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F36,CSEC3E.NSDstat,csec3e.nsdstat,Academic Performance of pupils in PLE Level of observation:Year,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F37,CSEC3F.NSDstat,csec3f.nsdstat,Incidence of leaving school prematurely Level of observation:Year,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F38,CSEC3G.NSDstat,csec3g.nsdstat,School meetings Level of observation:Type of meeting,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F39,CSEC3H.NSDstat,csec3h.nsdstat,Staffing at the School Level of observation:Staffing position,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F40,CSEC3I.NSDstat,csec3i.nsdstat,Supervision/Monitoring of School during last 12 months Level of observation:Supervisor/monitor,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F41,CSEC3J.NSDstat,csec3j.nsdstat,Problems/constraints faced by School Level of observation:Problem type,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F43,CSEC3K.NSDstat,csec3k.nsdstat,"Learner attendance, Teacher presence and qualifications and other classroom elements Level of observation:Class",0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F44,CSEC3L.NSDstat,csec3l.nsdstat,Accountability in school Level of observation: EA,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F45,CSEC3M.NSDstat,csec3m.nsdstat,Addressing absenteeism in school Level of observation:EA,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F46,CSEC4A.NSDstat,csec4a.nsdstat,Health Facility - Work at Night Level of observation:EA,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F47,CSEC4B.NSDstat,csec4b.nsdstat,Health Facility - Availability of equipment/ services Level of observation: EA,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F48,CSEC4C.NSDstat,csec4c.nsdstat,Services offered by Health facility Level of observation:Service type,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F49,CSEC4D.NSDstat,csec4d.nsdstat,Common diseases reported at Health facility Level of observation:EA,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F50,CSEC4E.NSDstat,csec4e.nsdstat,Common stock-outs reported by Health Facility Level of observation:Drug supplies,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F51,CSEC4F.NSDstat,csec4f.nsdstat,Items bought by patients visiting the Health facility Level of observation:EA,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F52,CSEC4G.NSDstat,csec4g.nsdstat,Deliveries at the facility,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F53,CSEC4H_1.NSDstat,csec4h_1.nsdstat,"Validation of HMIS Level of observation:Data element, period",0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F54,CSEC4I.NSDstat,csec4i.nsdstat,Epidemic reporting Level of observation:EA,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F55,CSEC4J.NSDstat,csec4j.nsdstat,General operations Level of observation:EA,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F56,CSEC4K.NSDstat,csec4k.nsdstat,Sanitary Facilities Available at the Health Facility Level of observation: EA,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F57,CSEC4L.NSDstat,csec4l.nsdstat,Access to Water at the Health facility Level of observation: Water facility type,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F58,CSEC4M.NSDstat,csec4m.nsdstat,Factors Limiting provision of Health Services Level of observation: Limiting factor,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F59,CSEC4N.NSDstat,csec4n.nsdstat,Supervision/Monitoring of Health Facility Level of observation:Supervisor/monitor,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F60,CSEC4O.NSDstat,csec4o.nsdstat,Village Health Teams Level of observation:EA,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F63,CSEC4P.NSDstat,csec4p.nsdstat,Staffing at the Health Facility Level of observation: Positions,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F65,CSEC4Q.NSDstat,csec4q.nsdstat,Addressing absenteeism at the Facility Level of observation:EA/type of initiative,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F64,CSEC4R.NSDstat,csec4r.nsdstat,Accountability in the Health facility Level of observation:EA,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F66,CSEC5_0.NSDstat,csec5_0.nsdstat,Works and Transport Level of observation:EA,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F67,CSEC5ABC.NSDstat,csec5abc.nsdstat,Infrastructure Level of observation: EA,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F68,CSEC5D.NSDstat,csec5d.nsdstat,Constraints faced in the maintenance/repair of roads Level of observation: Item type,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F69,CSEC5E.NSDstat,csec5e.nsdstat,Accountability in the subcounty Level of observation: EA,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F70,CSEC6A.NSDstat,csec6a.nsdstat,Community characteristics Level of observation: Type,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F71,CSEC6B.NSDstat,csec6b.nsdstat,Community groups Level of observation:Group code,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F72,CSEC6C_1.NSDstat,csec6c_1.nsdstat,NGOs in the community Level of observation: NGO,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F73,CSEC6D.NSDstat,csec6d.nsdstat,Community Needs Level of observation: Item,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F74,CSEC6E.NSDstat,csec6e.nsdstat,Communal Resource Management Level of observation: Resource,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F75,CSEC11_0.NSDstat,csec11_0.nsdstat,Government safety net programmes Level of observation: Programme,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F76,GSEC1.NSDstat,gsec1.nsdstat,Household Identification Particulars Level of observation:Household,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F77,GSEC2.NSDstat,gsec2.nsdstat,Household Roster Level of observation:Individual,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F78,GSEC2B.NSDstat,gsec2b.nsdstat,Domestic tourism Level of observation:Individual,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F79,GSEC2C.NSDstat,gsec2c.nsdstat,Senior Citizen’s Grant (SAGE) Level of observation:Individual,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F80,GSEC4.NSDstat,gsec4.nsdstat,Education Level of observation:Individual,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F81,GSEC5.NSDstat,gsec5.nsdstat,Health Level of observation:Individual,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F82,GSEC6_1.NSDstat,gsec6_1.nsdstat,Child Nutrition and Health Level of observation:Individual,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F83,GSEC6_2.NSDstat,gsec6_2.nsdstat,Dietary diversity of youngest child Level of observation:Individual,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F84,GSEC6_3.NSDstat,gsec6_3.nsdstat,Child nutrition and health – feeding counselling Level of observation:Individual,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F85,GSEC6_4.NSDstat,gsec6_4.nsdstat,Dietary diversity of youngest child (ctd) Level of observation:Individual,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F86,GSEC6_5.NSDstat,gsec6_5.nsdstat,Child Nutrition and Health cont’d Level of observation:Individual,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F87,GSEC7_1.NSDstat,gsec7_1.nsdstat,Savings Level of observation:Household,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F88,GSEC7_2.NSDstat,gsec7_2.nsdstat,"Sources of income, financial decisions Level of observation:Household",1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F89,GSEC7_4.NSDstat,gsec7_4.nsdstat,"Loans, credit and borrowing Level of observation:Individual",0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F90,GSEC8.NSDstat,gsec8.nsdstat,Labour Force Status Level of observation:Individual,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F91,GSEC9.NSDstat,gsec9.nsdstat,"Housing Conditions, Water and Sanitation Level of observation:Household",1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F92,GSEC10_1.NSDstat,gsec10_1.nsdstat,Energy Use Level of observation:Household,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F93,GSEC10_3.NSDstat,gsec10_3.nsdstat,Energy use Level of observation:Fuel Type,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F94,GSEC12_1.NSDstat,gsec12_1.nsdstat,Non-Agricultural Household Enterprises/Activities Level of observation:Enterprise,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F95,GSEC12_2.NSDstat,gsec12_2.nsdstat,Non-Agricultural Household Enterprises/Activities Level of observation:Enterprise,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F96,GSEC14.NSDstat,gsec14.nsdstat,Household Assets Level of observation:Asset Type,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F97,GSEC15A.NSDstat,gsec15a.nsdstat,Number of people present for meals Level of observation:Household,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F98,GSEC15B.NSDstat,gsec15b.nsdstat,"Household Consumption Expenditures – Food, Beverages and Tobacco (Last 7 days) Level of observation:Consumption Item",1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F99,GSEC15B_2.NSDstat,gsec15b_2.nsdstat,Food Sample collection Level of observation:Consumption Item,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F100,GSEC15C.NSDstat,gsec15c.nsdstat,Household Consumption Expenditures – Non-Durable Goods and Frequently Purchased Services (Last 30 days) Level of observation:Consumption Item,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F101,GSEC15D.NSDstat,gsec15d.nsdstat,Household Consumption Expenditures – Semi-durable and Durable Goods and Services (Last 365 days) & Non-Consumption Expenditures (Last 365 Days) Level of observation:Consumption Item,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F102,GSEC15E.NSDstat,gsec15e.nsdstat,Non-consumption expenditure Level of observation:Consumption Item,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F103,GSEC16.NSDstat,gsec16.nsdstat,Shocks and Coping strategies Level of observation:Shock Type,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F104,GSEC17_1.NSDstat,gsec17_1.nsdstat,Welfare and Food Security Level of observation:Household,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F105,GSEC19.NSDstat,gsec19.nsdstat,Link with the Agriculture Questionnaire Level of observation:Household,1,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F106,WSEC1A.NSDstat,wsec1a.nsdstat,Section 1: Woman Identifier particulars Level of observation: Individual,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F107,WSEC2.NSDstat,wsec2.nsdstat,Section 2: Age and Marital status Level of observation:Individual,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F108,WSEC3.NSDstat,wsec3.nsdstat,Section 3: Contraception Level of observation:Type of contraception,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F109,WSEC4.NSDstat,wsec4.nsdstat,Section 4: Fertility Level of observation:Type of help with the delivery,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F110,WSEC5.NSDstat,wsec5.nsdstat,Section 5: Unmet need for family planning Level of observation:Reason for not being able to get pregnant,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F111,WSEC6.NSDstat,wsec6.nsdstat,Section 6: Smoking Level of observation:Individual,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F112,WSEC7.NSDstat,wsec7.nsdstat,Section 7: Dietary diversity Level of observation:Type of food,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F113,WSEC8.NSDstat,wsec8.nsdstat,Section 8: Biological measurements Level of observation:Individual,0,missing_expected_official_file,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,F114,pov2019_20.NSDstat,pov2019_20.nsdstat,Consumption aggregate dataset,1,missing_expected_official_file,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,F1,REC001.NSDstat,rec001.nsdstat,Introduction section for questionnaire Jamaica Survey of Living Conditions 1997,1,missing_expected_official_file,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,F2,REC002.NSDstat,rec002.nsdstat,"Part A: Health, from the questionnaire Jamaica Survey of Living Conditions 1997",1,missing_expected_official_file,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,F3,REC003.NSDstat,rec003.nsdstat,"Part A: Health, from the questionnaire Jamaica Survey of Living Conditions 1997",1,missing_expected_official_file,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,F4,REC004.NSDstat,rec004.nsdstat,"Part A: Health, from the questionnaire Jamaica Survey of Living Conditions 1997",1,missing_expected_official_file,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,F5,REC005.NSDstat,rec005.nsdstat,"Part B: Education, from the questionnaire Jamaica Survey of Living Conditions 1997",0,missing_expected_official_file,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,F6,REC006.NSDstat,rec006.nsdstat,"Part B: Education, from the questionnaire Jamaica Survey of Living Conditions 1997",0,missing_expected_official_file,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,F7,REC007.NSDstat,rec007.nsdstat,"Part C: For all children 0-59 months, from the questionnaire Jamaica Survey of Living Conditions 1997",0,missing_expected_official_file,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,F8,REC008.NSDstat,rec008.nsdstat,"Part D: Employment and Earnings, from the questionnaire Jamaica Survey of Living Conditions 1997",0,missing_expected_official_file,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,F9,REC009.NSDstat,rec009.nsdstat,"Part D: Employment and Earnings, from the questionnaire Jamaica Survey of Living Conditions 1997",0,missing_expected_official_file,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,F10,REC010.NSDstat,rec010.nsdstat,"Part D: Employment and Earnings, from the questionnaire Jamaica Survey of Living Conditions 1997",0,missing_expected_official_file,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,F11,REC011.NSDstat,rec011.nsdstat,"Part D: Employment and Earnings, from the questionnaire Jamaica Survey of Living Conditions 1997",0,missing_expected_official_file,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,F12,REC012.NSDstat,rec012.nsdstat,"Part D: Employment and Earnings, from the questionnaire Jamaica Survey of Living Conditions 1997",0,missing_expected_official_file,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,F13,REC013.NSDstat,rec013.nsdstat,"Part D: Employment and Earnings, from the questionnaire Jamaica Survey of Living Conditions 1997",0,missing_expected_official_file,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,F14,REC014.NSDstat,rec014.nsdstat,"Part D: Employment and Earnings, from the questionnaire Jamaica Survey of Living Conditions 1997",0,missing_expected_official_file,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,F15,REC015.NSDstat,rec015.nsdstat,"Part D: Employment and Earnings, from the questionnaire Jamaica Survey of Living Conditions 1997",0,missing_expected_official_file,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,F16,REC016.NSDstat,rec016.nsdstat,"Part D: Employment and Earnings, from the questionnaire Jamaica Survey of Living Conditions 1997",0,missing_expected_official_file,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,F17,REC017.NSDstat,rec017.nsdstat,"Part E: Daily Expenses, from the questionnaire Jamaica Survey of Living Conditions 1997",0,missing_expected_official_file,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,F18,REC018.NSDstat,rec018.nsdstat,"Part F: Food Expenses, from the questionnaire Jamaica Survey of Living Conditions 1997",0,missing_expected_official_file,,
