acquisition_batch_rank,batch_role,country,wave,idno,catalog_id,fid,metadata_file_name,metadata_file_description,cases,variable_count,unit_guess,module_guess,source_url,priority_core_target,current_receipt_status,download_review_action
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F85,sect5_plantingw1,,38947,8,unknown,other,https://microdata.worldbank.org/catalog/1002/data-dictionary/F85?file_name=sect5_plantingw1,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F86,sect5b_plantingw1,,56816,11,unknown,other,https://microdata.worldbank.org/catalog/1002/data-dictionary/F86?file_name=sect5b_plantingw1,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F87,sect6_plantingw1,,4448,50,unknown,other,https://microdata.worldbank.org/catalog/1002/data-dictionary/F87?file_name=sect6_plantingw1,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F88,sect7a_plantingw1,,9010,9,unknown,other,https://microdata.worldbank.org/catalog/1002/data-dictionary/F88?file_name=sect7a_plantingw1,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F89,sect7b_plantingw1,,72928,21,unknown,other,https://microdata.worldbank.org/catalog/1002/data-dictionary/F89?file_name=sect7b_plantingw1,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F90,sect9_plantingw1,,4996,31,unknown,other,https://microdata.worldbank.org/catalog/1002/data-dictionary/F90?file_name=sect9_plantingw1,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F91,sect10_plantingw1,,522,14,unknown,other,https://microdata.worldbank.org/catalog/1002/data-dictionary/F91?file_name=sect10_plantingw1,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F92,sect81_plantingw1,,6125,9,unknown,other,https://microdata.worldbank.org/catalog/1002/data-dictionary/F92?file_name=sect81_plantingw1,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F93,sect82_plantingw1,,25045,9,unknown,other,https://microdata.worldbank.org/catalog/1002/data-dictionary/F93?file_name=sect82_plantingw1,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F94,sect83_plantingw1,,22840,9,unknown,other,https://microdata.worldbank.org/catalog/1002/data-dictionary/F94?file_name=sect83_plantingw1,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F95,sect84_plantingw1,,2356,9,unknown,other,https://microdata.worldbank.org/catalog/1002/data-dictionary/F95?file_name=sect84_plantingw1,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F96,sect85_plantingw1,,165,10,unknown,other,https://microdata.worldbank.org/catalog/1002/data-dictionary/F96?file_name=sect85_plantingw1,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F97,secta_plantingw1,,5000,43,unknown,other,https://microdata.worldbank.org/catalog/1002/data-dictionary/F97?file_name=secta_plantingw1,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F98,cons_agg_wave1_visit1,Consumption aggregate data (visit 1),4933,80,unknown,consumption/welfare,https://microdata.worldbank.org/catalog/1002/data-dictionary/F98?file_name=cons_agg_wave1_visit1,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,F99,cons_agg_wave1_visit2,Consumption aggregate data (visit 2),4839,80,unknown,consumption/welfare,https://microdata.worldbank.org/catalog/1002/data-dictionary/F99?file_name=cons_agg_wave1_visit2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F1,SEC_A_T_Swahili_Labels,SECTION A-1: Household Identification SECTION T-1: Household Recontact Information SECTION T-2: Filter Questions for Ag Module This file contains data with Swahili labels,3265,28,household,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F1?file_name=SEC_A_T_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F2,SEC_B_C_D_E1_F_G1_U_Swahili_Labels,SECTION B: Household Member Roster SECTION C: Education SECTION D: Health SECTION E: Labour SECTION F: Food Consumption Outside the HH SECTION G: Children Living Elsewhere SECTION U: Anthropometry This file contains data with Swahili labels,16713,225,household,health,https://microdata.worldbank.org/catalog/76/data-dictionary/F2?file_name=SEC_B_C_D_E1_F_G1_U_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F3,SEC_E2_Swahili_Labels,SECTION E: Labour This file contains data with Swahili labels,114,31,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F3?file_name=SEC_E2_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F4,SEC_G2_Swahili_Labels,SECTION G: Children Living Elsewhere (Migration) This file contains data with Swahili labels,3960,10,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F4?file_name=SEC_G2_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F5,SEC_H1_J_K2_O2_P1_Q1_S1_Swahili_Labels,"SECTION H. Governance SECTION J: Housing, Water and Sanitation SECTION K: Consumption of Food Over Past One Week SECTION O: Assistance and Groups SECTION P: Credit SECTION Q: Crime and Justice SECTION S: Deaths in Household This file contains data with Swahili labels",3265,68,household,consumption/welfare,https://microdata.worldbank.org/catalog/76/data-dictionary/F5?file_name=SEC_H1_J_K2_O2_P1_Q1_S1_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F6,SEC_H2_Swahili_Labels,SECTION H. Governance This file contains data with Swahili labels,26096,6,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F6?file_name=SEC_H2_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F7,SEC_H3_Swahili_Labels,SECTION H. Governance This file contains data with Swahili labels,16313,4,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F7?file_name=SEC_H3_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F8,SEC_I_Swahili_Labels,"SECTION J: Housing, Water and Sanitation This file contains data with Swahili labels",3620,49,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F8?file_name=SEC_I_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F9,SEC_K1_Swahili_Labels,SECTION K: Consumption of Food Over Past One Week This file contains data with Swahili labels,192635,12,unknown,consumption/welfare,https://microdata.worldbank.org/catalog/76/data-dictionary/F9?file_name=SEC_K1_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F10,SEC_L_Swahili_Labels,SECTION L: Non-Food Expenditures - Past One Week and One Month This file contains data with Swahili labels,143660,4,unknown,consumption/welfare,https://microdata.worldbank.org/catalog/76/data-dictionary/F10?file_name=SEC_L_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F11,SEC_M_Swahili_Labels,SECTION M: Non-Food Expenditures - Past Twelve Months This file contains data with Swahili labels,6528,5,unknown,consumption/welfare,https://microdata.worldbank.org/catalog/76/data-dictionary/F11?file_name=SEC_M_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F12,SEC_N_Swahili_Labels,SECTION N: Household Assets This file contains data with Swahili labels,39981,3,household,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F12?file_name=SEC_N_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F13,SEC_O1_Swahili_Labels,SECTION O: Assistance and Groups This file contains data with Swahili labels,19572,6,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F13?file_name=SEC_O1_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F14,SEC_O3_Swahili_Labels,SECTION O: Assistance and Groups This file contains data with Swahili labels,198,14,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F14?file_name=SEC_O3_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F15,SEC_P2_Swahili_Labels,SECTION P: Credit This file contains data with Swahili labels,228,13,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F15?file_name=SEC_P2_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F16,SEC_Q2_Swahili_Labels,SECTION Q: Crime  and Justice This file contains data with Swahili labels,909,14,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F16?file_name=SEC_Q2_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F17,SEC_Q3_Swahili_Labels,SECTION Q: Crime and Justice This file contains data with Swahili labels,287,14,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F17?file_name=SEC_Q3_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F18,SEC_R_Swahili_Labels,SECTION R: Recent Shocks to Household Welfare This file contains data with Swahili labels,10241,8,household,consumption/welfare,https://microdata.worldbank.org/catalog/76/data-dictionary/F18?file_name=SEC_R_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F19,SEC_S2_Swahili_Labels,SECTION S: Deaths in Household This file contains data with Swahili labels,334,17,household,geography,https://microdata.worldbank.org/catalog/76/data-dictionary/F19?file_name=SEC_S2_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F20,Agriculture SEC_1_ALL_Swahili_Labels,AGRICULTURE QUESTIONNAIRE - 1. Household Roster This file contains data with Swahili labels,12923,5,household,agriculture,https://microdata.worldbank.org/catalog/76/data-dictionary/F20?file_name=Agriculture SEC_1_ALL_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F21,SEC_2A_Swahili_Labels,Agriculture Questionnaire - Plot Roster Plots anyone in your household owned or cultivated during the 2008 long rainy season. This file contains data with Swahili labels,5128,3,household,geography,https://microdata.worldbank.org/catalog/76/data-dictionary/F21?file_name=SEC_2A_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F22,SEC_2B_Swahili_Labels,Agriculture Questionnaire - Plot Roster Additional plots owned or cultivated by anyone in the household during the short rainy season This file contains data with Swahili labels,86,3,household,geography,https://microdata.worldbank.org/catalog/76/data-dictionary/F22?file_name=SEC_2B_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F23,SEC_3A_Swahili_Labels,Agriculture Questionnaire Plot details - 3A. Long rainy season This file contains data with Swahili labels,5126,175,community/geography,geography,https://microdata.worldbank.org/catalog/76/data-dictionary/F23?file_name=SEC_3A_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F24,SEC_3B_Swahili_Labels,Agriculture Questionnaire This file contains data with Swahili labels,5182,169,agriculture/plot,agriculture,https://microdata.worldbank.org/catalog/76/data-dictionary/F24?file_name=SEC_3B_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F25,SEC_4A_Swahili_Labels,Agriculture Questionnaire This file contains data with Swahili labels,5704,28,agriculture/plot,agriculture,https://microdata.worldbank.org/catalog/76/data-dictionary/F25?file_name=SEC_4A_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F26,nps_weights_oct2010,,409,11,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F26?file_name=nps_weights_oct2010,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F27,HH.Geovariables_Y1,,2990,49,household,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F27?file_name=HH.Geovariables_Y1,1,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F29,SECTA1A2_Swahili_Labels,Community Questionnaire Section CA: Identification This file contains data with Swahili labels,407,23,community/geography,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F29?file_name=SECTA1A2_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F32,SECTCB_Swahili_Labels,Community Questionnaire Section CB: Access to Basic Services This file contains data with Swahili labels,11396,10,community/geography,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F32?file_name=SECTCB_Swahili_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F35,SECTCEFG,Community Questionnaire Section CE: Agriculture Section CF: Demography and Family Issues Section CG: Governance,407,49,community/geography,agriculture,https://microdata.worldbank.org/catalog/76/data-dictionary/F35?file_name=SECTCEFG,1,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F36,SECTCH,Community Questionnaire Section CH:  Roster of Community Leaders,407,36,person,geography,https://microdata.worldbank.org/catalog/76/data-dictionary/F36?file_name=SECTCH,1,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F37,SECTCI,Community Questionnaire Section CI: Crime and Policing,407,59,community/geography,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F37?file_name=SECTCI,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F38,SECTCJ_S,Community Questionnaire Section CJ: Market Prices,19159,15,community/geography,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F38?file_name=SECTCJ_S,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F39,SEC_A_T_English_Labels,SECTION A-1: Household Identification SECTION T-1: Household Recontact Information SECTION T-2: Filter Questions for Ag Module This file contains data with English labels,3265,34,household,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F39?file_name=SEC_A_T_English_Labels,1,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F40,SEC_B_C_D_E1_F_G1_U_English_Labels,SECTION B: Household Member Roster SECTION C: Education SECTION D: Health SECTION E: Labour SECTION F: Food Consumption Outside the HH SECTION G: Children Living Elsewhere SECTION U: Anthropometry This file contains data with English labels,16709,225,household,health,https://microdata.worldbank.org/catalog/76/data-dictionary/F40?file_name=SEC_B_C_D_E1_F_G1_U_English_Labels,1,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F42,SEC_E2_English_Labels,SECTION E: Labour This file contains data with English labels,114,31,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F42?file_name=SEC_E2_English_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F43,SEC_G2_English_Labels,SECTION G: Children Living Elsewhere (Migration) This file contains data with English labels,3960,10,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F43?file_name=SEC_G2_English_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F44,SEC_H1_J_K2_O2_P1_Q1_S1_English_Labels,"SECTION H. Governance SECTION J: Housing, Water and Sanitation SECTION K: Consumption of Food Over Past One Week SECTION O: Assistance and Groups SECTION P: Credit SECTION Q: Crime and Justice SECTION S: Deaths in Household This file contains data with English labels",3265,68,household,consumption/welfare,https://microdata.worldbank.org/catalog/76/data-dictionary/F44?file_name=SEC_H1_J_K2_O2_P1_Q1_S1_English_Labels,1,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F45,SEC_H2_English_Labels,SECTION H. Governance This file contains data with English labels,26096,6,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F45?file_name=SEC_H2_English_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F46,SEC_H3_English_Labels,SECTION H. Governance This file contains data with English labels,16313,4,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F46?file_name=SEC_H3_English_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F47,SEC_I_English_Labels,"SECTION J: Housing, Water and Sanitation This file contains data with English labels",3620,49,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F47?file_name=SEC_I_English_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F49,SEC_L_English_Labels,SECTION L: Non-Food Expenditures - Past One Week and One Month This file contains data with English labels,143660,4,unknown,consumption/welfare,https://microdata.worldbank.org/catalog/76/data-dictionary/F49?file_name=SEC_L_English_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F50,SEC_M_English_Labels,SECTION M: Non-Food Expenditures - Past Twelve Months This file contains data with English labels,6528,5,unknown,consumption/welfare,https://microdata.worldbank.org/catalog/76/data-dictionary/F50?file_name=SEC_M_English_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F51,SEC_N_English_Labels,SECTION N: Household Assets This file contains data with English labels,39981,3,household,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F51?file_name=SEC_N_English_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F52,SEC_O1_English_Labels,SECTION O: Assistance and Groups This file contains data with English labels,19572,6,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F52?file_name=SEC_O1_English_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F53,SEC_O3_English_Labels,SECTION O: Assistance and Groups This file contains data with English labels,198,14,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F53?file_name=SEC_O3_English_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F54,SEC_P2_English_Labels,SECTION P: Credit This file contains data with English labels,228,13,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F54?file_name=SEC_P2_English_Labels,1,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F55,SEC_Q2_English_Labels,SECTION Q: Crime  and Justice This file contains data with English labels,909,14,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F55?file_name=SEC_Q2_English_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F56,SEC_Q3_English_Labels,SECTION Q: Crime and Justice This file contains data with English labels,287,14,unknown,other,https://microdata.worldbank.org/catalog/76/data-dictionary/F56?file_name=SEC_Q3_English_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F57,SEC_R_English_Labels,SECTION R: Recent Shocks to Household Welfare This file contains data with English labels,10241,8,household,consumption/welfare,https://microdata.worldbank.org/catalog/76/data-dictionary/F57?file_name=SEC_R_English_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F58,SEC_S2_English_Labels,SECTION S: Deaths in Household This file contains data with English labels,334,17,household,geography,https://microdata.worldbank.org/catalog/76/data-dictionary/F58?file_name=SEC_S2_English_Labels,1,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F59,SEC_2A_English_Labels,Agriculture Questionnaire - Plot Roster Plots anyone in your household owned or cultivated during the 2008 long rainy season. This file contains data with English labels,5128,4,household,geography,https://microdata.worldbank.org/catalog/76/data-dictionary/F59?file_name=SEC_2A_English_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F60,SEC_2B_English_Labels,Agriculture Questionnaire - Plot Roster Additional plots owned or cultivated by anyone in the household during the short rainy season This file contains data with English labels,86,4,household,geography,https://microdata.worldbank.org/catalog/76/data-dictionary/F60?file_name=SEC_2B_English_Labels,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,F61,SEC_3A_English_Labels,Agriculture Questionnaire Plot details - 3A. Long rainy season This file contains data with English labels,5126,175,community/geography,geography,https://microdata.worldbank.org/catalog/76/data-dictionary/F61?file_name=SEC_3A_English_Labels,1,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
