country,survey_name,wave,idno,file,raw_variable,raw_label,harmonized_variable,unit,recall_period,construction_rule,quality_flag,notes
,,,,temp\raw_extracted\lsms2002en_4dbf0b087520\lsms2002en\Data_2002\Modul_13C_nonag_c_cl_2.sav,MDC_Q08,Reason for not operating the entire year,care_not_sought_reason,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=reason_not_sought; dtype=float64; extracted_from=temp\raw_downloads\ALB_2002_LSMS_v01_M\lsms2002en.rar
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,AG_SEC_5A,ag5a_21,"Generally, how did you transport [CROP]?",reason_not_sought_distance,agriculture/plot,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=Questions on quantity of crops sold, value of sales, customers crops sold to, average distance that crops were transported to for sale, post-harvest losses, how"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,AG_SEC_5A,ag5a_22,How much did you pay to transport [CROP] during the long rainy season 2012?,reason_not_sought_distance,agriculture/plot,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=Questions on quantity of crops sold, value of sales, customers crops sold to, average distance that crops were transported to for sale, post-harvest losses, how"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,AG_SEC_5B,ag5b_18,"Generally, did you transport [CROP] for sale?",reason_not_sought_distance,agriculture/plot,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=Questions on quantity of crops sold, value of sales, customers crops sold to, average distance that crops were transported to for sale, post-harvest losses, how"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,AG_SEC_5B,ag5b_19,What is the average distance you transported [CROP] for sale?,reason_not_sought_distance,agriculture/plot,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=Questions on quantity of crops sold, value of sales, customers crops sold to, average distance that crops were transported to for sale, post-harvest losses, how"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,AG_SEC_5B,ag5b_20,How many times did you transport [CROP] for sale during the long rainy season in,reason_not_sought_distance,agriculture/plot,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=Questions on quantity of crops sold, value of sales, customers crops sold to, average distance that crops were transported to for sale, post-harvest losses, how"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,AG_SEC_5B,ag5b_21,"Generally, how did you transport [CROP]?",reason_not_sought_distance,agriculture/plot,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=Questions on quantity of crops sold, value of sales, customers crops sold to, average distance that crops were transported to for sale, post-harvest losses, how"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,AG_SEC_5B,ag5b_22,How much did you pay to transport [CROP] during the long rainy season 2012?,reason_not_sought_distance,agriculture/plot,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=Questions on quantity of crops sold, value of sales, customers crops sold to, average distance that crops were transported to for sale, post-harvest losses, how"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,COM_SEC_CB,cm_b02,"Cost of transport from village centre, one way, per person, by public transport?",reason_not_sought_distance,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=distance_barrier; file_description=Information on access to basic services in terms of distance and associated transportation costs for these services.
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,COM_SEC_CB,cm_b03,What is the distance to this service? KM,reason_not_sought_distance,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=distance_barrier; file_description=Information on access to basic services in terms of distance and associated transportation costs for these services.
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,COM_SEC_CE,cm_e20_1,During which months did the people travel outside the village with their livesto,reason_not_sought_distance,person,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=Participants utilizing SACCOs and other farmer cooperative groups, activities undertaken by cooperatives, the timing and quantity of the masika and vuli rainy s"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,COM_SEC_CE,cm_e20_10,During which months did the people travel outside the village with their livesto,reason_not_sought_distance,person,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=Participants utilizing SACCOs and other farmer cooperative groups, activities undertaken by cooperatives, the timing and quantity of the masika and vuli rainy s"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,COM_SEC_CE,cm_e20_11,During which months did the people travel outside the village with their livesto,reason_not_sought_distance,person,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=Participants utilizing SACCOs and other farmer cooperative groups, activities undertaken by cooperatives, the timing and quantity of the masika and vuli rainy s"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,COM_SEC_CE,cm_e20_12,During which months did the people travel outside the village with their livesto,reason_not_sought_distance,person,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=Participants utilizing SACCOs and other farmer cooperative groups, activities undertaken by cooperatives, the timing and quantity of the masika and vuli rainy s"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,COM_SEC_CE,cm_e20_2,During which months did the people travel outside the village with their livesto,reason_not_sought_distance,person,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=Participants utilizing SACCOs and other farmer cooperative groups, activities undertaken by cooperatives, the timing and quantity of the masika and vuli rainy s"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,COM_SEC_CE,cm_e20_3,During which months did the people travel outside the village with their livesto,reason_not_sought_distance,person,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=Participants utilizing SACCOs and other farmer cooperative groups, activities undertaken by cooperatives, the timing and quantity of the masika and vuli rainy s"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,COM_SEC_CE,cm_e20_4,During which months did the people travel outside the village with their livesto,reason_not_sought_distance,person,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=Participants utilizing SACCOs and other farmer cooperative groups, activities undertaken by cooperatives, the timing and quantity of the masika and vuli rainy s"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,COM_SEC_CE,cm_e20_5,During which months did the people travel outside the village with their livesto,reason_not_sought_distance,person,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=Participants utilizing SACCOs and other farmer cooperative groups, activities undertaken by cooperatives, the timing and quantity of the masika and vuli rainy s"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,COM_SEC_CE,cm_e20_6,During which months did the people travel outside the village with their livesto,reason_not_sought_distance,person,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=Participants utilizing SACCOs and other farmer cooperative groups, activities undertaken by cooperatives, the timing and quantity of the masika and vuli rainy s"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,COM_SEC_CE,cm_e20_7,During which months did the people travel outside the village with their livesto,reason_not_sought_distance,person,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=Participants utilizing SACCOs and other farmer cooperative groups, activities undertaken by cooperatives, the timing and quantity of the masika and vuli rainy s"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,COM_SEC_CE,cm_e20_8,During which months did the people travel outside the village with their livesto,reason_not_sought_distance,person,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=Participants utilizing SACCOs and other farmer cooperative groups, activities undertaken by cooperatives, the timing and quantity of the masika and vuli rainy s"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,COM_SEC_CE,cm_e20_9,During which months did the people travel outside the village with their livesto,reason_not_sought_distance,person,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=Participants utilizing SACCOs and other farmer cooperative groups, activities undertaken by cooperatives, the timing and quantity of the masika and vuli rainy s"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,ConsumptionNPS3,transport,"Transportation, annual, nominal",reason_not_sought_distance,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=distance_barrier; file_description=
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,ConsumptionNPS3,transportR,"Transportation, annual, real",reason_not_sought_distance,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=distance_barrier; file_description=
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HH_SEC_C,hh_c14,How does [NAME] usually travel to school?,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=SECTION C: EDUCATION Educational enrollment and attainment; literacy, education history/ level attainment, current enrollment, school characteristics, temporary"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HH_SEC_C,hh_c15,How long does it take [NAME] to get to school by this means of transportation?,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=SECTION C: EDUCATION Educational enrollment and attainment; literacy, education history/ level attainment, current enrollment, school characteristics, temporary"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HH_SEC_C,hh_c28_4,How much was spent on [NAME]'s education in the last 12 months for Transports?,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=SECTION C: EDUCATION Educational enrollment and attainment; literacy, education history/ level attainment, current enrollment, school characteristics, temporary"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HH_SEC_D,hh_d04_1,How was the 1ST treatment financed?,care_sought,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=care_sought; file_description=SECTION D: HEALTH General health status and utilization of health services; source and financing of health treatments /hospitalization, disaggregated health exp"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HH_SEC_D,hh_d04_2,How was the 2ND treatment financed?,care_sought,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=care_sought; file_description=SECTION D: HEALTH General health status and utilization of health services; source and financing of health treatments /hospitalization, disaggregated health exp"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HH_SEC_D,hh_d12_1,1st type of illness or injury that led [NAME] to hospitalization,illness_or_injury_need,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=illness_need; file_description=SECTION D: HEALTH General health status and utilization of health services; source and financing of health treatments /hospitalization, disaggregated health exp"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HH_SEC_D,hh_d12_2,2nd type of illness or injury that led [NAME] to hospitalization,illness_or_injury_need,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=illness_need; file_description=SECTION D: HEALTH General health status and utilization of health services; source and financing of health treatments /hospitalization, disaggregated health exp"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HH_SEC_D,hh_d33,Did [NAME] seek advice or treatment for the diarrhea?,care_sought,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=care_sought; file_description=SECTION D: HEALTH General health status and utilization of health services; source and financing of health treatments /hospitalization, disaggregated health exp"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HH_SEC_D,hh_d34_1,Where did [NAME] seek advice or treatment? - 1ST,care_sought,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=care_sought; file_description=SECTION D: HEALTH General health status and utilization of health services; source and financing of health treatments /hospitalization, disaggregated health exp"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HH_SEC_D,hh_d34_2,Where did [NAME] seek advice or treatment? - 2ND,care_sought,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=care_sought; file_description=SECTION D: HEALTH General health status and utilization of health services; source and financing of health treatments /hospitalization, disaggregated health exp"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HH_SEC_D,hh_d34_3,Where did [NAME] seek advice or treatment? - 3RD,care_sought,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=care_sought; file_description=SECTION D: HEALTH General health status and utilization of health services; source and financing of health treatments /hospitalization, disaggregated health exp"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HH_SEC_S,hh_s09,"Did [NAME] die of old age, an illness, or of some other cause?",illness_or_injury_need,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=illness_need; file_description=SECTION S: DEATHS IN HOUSEHOLD Deaths within the household, cause of death, duration of illness if applicable, and associated land or asset losses due to inheri"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HH_SEC_S,hh_s10,'What was the non-illness cause of [NAME]'s death?,illness_or_injury_need,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=illness_need; file_description=SECTION S: DEATHS IN HOUSEHOLD Deaths within the household, cause of death, duration of illness if applicable, and associated land or asset losses due to inheri"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HH_SEC_S,hh_s11_1,What was the illness that caused [NAME]'s death?,illness_or_injury_need,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=illness_need; file_description=SECTION S: DEATHS IN HOUSEHOLD Deaths within the household, cause of death, duration of illness if applicable, and associated land or asset losses due to inheri"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HH_SEC_S,hh_s11_2,What was the illness that caused [NAME]'s death?,illness_or_injury_need,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=illness_need; file_description=SECTION S: DEATHS IN HOUSEHOLD Deaths within the household, cause of death, duration of illness if applicable, and associated land or asset losses due to inheri"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HH_SEC_S,hh_s12_1,For how long was [NAME] suffering from this illness before he/she died? time,illness_or_injury_need,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=illness_need; file_description=SECTION S: DEATHS IN HOUSEHOLD Deaths within the household, cause of death, duration of illness if applicable, and associated land or asset losses due to inheri"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HH_SEC_S,hh_s12_2,For how long was [NAME] suffering from this illness before he/she died? unit,illness_or_injury_need,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=illness_need; file_description=SECTION S: DEATHS IN HOUSEHOLD Deaths within the household, cause of death, duration of illness if applicable, and associated land or asset losses due to inheri"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HouseholdGeovars_Y3,dist01,HH Distance in (KMs) to Nearest Major Road,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=distance_barrier; file_description=Household Geo Variables
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HouseholdGeovars_Y3,dist02,"HH Distance in (KMs) to Nearest Population Center with +20,000",reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=distance_barrier; file_description=Household Geo Variables
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HouseholdGeovars_Y3,dist03,HH Distance in (KMs) to Nearest Agricultural Market,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=distance_barrier; file_description=Household Geo Variables
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HouseholdGeovars_Y3,dist04,HH Distance in (KMs) to Headquarters of District of Residence,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=distance_barrier; file_description=Household Geo Variables
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HouseholdGeovars_Y3,dist05,HH Distance in (KMs) to Nearest Border Crossing,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=distance_barrier; file_description=Household Geo Variables
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,HouseholdGeovars_Y3,dist_Y1Y3,Distance to Y1 location,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=distance_barrier; file_description=Household Geo Variables
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,LF_SEC_02,lf02_21,Have you last any [ANIMAL] to INJURY/ACCIDENT/NATURAL CALAMITY in the past 12 mo,illness_or_injury_need,community/geography,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=illness_need; file_description=SECTION 02: LIVESTOCK STOCK For 16 animal categories, thissection asks questions about the last 12 months on topics related to ownership, purchases, gifts recei"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,LF_SEC_02,lf02_22,How many [ANIMAL] have you lost to INJURY/ACCIDENT/NATURAL CALAMITY in the past,illness_or_injury_need,community/geography,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=illness_need; file_description=SECTION 02: LIVESTOCK STOCK For 16 animal categories, thissection asks questions about the last 12 months on topics related to ownership, purchases, gifts recei"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,LF_SEC_02,lf02_23,What was the value of these [ANIMAL] lost to INJURY/ACCIDENT/NATURAL CALAMITY in,illness_or_injury_need,community/geography,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=illness_need; file_description=SECTION 02: LIVESTOCK STOCK For 16 animal categories, thissection asks questions about the last 12 months on topics related to ownership, purchases, gifts recei"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,LF_SEC_03,lf03_07,Who administered the dewormer treatment to your [ANIMAL]?,care_sought,community/geography,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=care_sought; file_description=SECTION 03: ANIMAL HEALTH Detailed information on the health of animals in the last 12 months related to diseases affecting the animals, vaccinations provided, "
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,LF_SEC_03,lf03_11,Who administered the tick treatment to you [ANIMAL]?,care_sought,community/geography,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=care_sought; file_description=SECTION 03: ANIMAL HEALTH Detailed information on the health of animals in the last 12 months related to diseases affecting the animals, vaccinations provided, "
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,LF_SEC_03,lf03_12,During the last 12 months has your [ANIMAL] received som curative treatments?,care_sought,community/geography,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=care_sought; file_description=SECTION 03: ANIMAL HEALTH Detailed information on the health of animals in the last 12 months related to diseases affecting the animals, vaccinations provided, "
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,LF_SEC_03,lf03_13,Who adiminstered the curative treatment to your [ANIMAL]?,care_sought,community/geography,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=care_sought; file_description=SECTION 03: ANIMAL HEALTH Detailed information on the health of animals in the last 12 months related to diseases affecting the animals, vaccinations provided, "
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,LF_SEC_03,lf03_14,"How much did you spend in total on vaccines, treatments and other veterinary cos",care_sought,community/geography,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=care_sought; file_description=SECTION 03: ANIMAL HEALTH Detailed information on the health of animals in the last 12 months related to diseases affecting the animals, vaccinations provided, "
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,LF_SEC_07,lf07_05,Has the household used any of its [ANIMAL] for its own transportation in the pas,reason_not_sought_distance,community/geography,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=SECTION 7: ANIMAL POWER AND DUNG Detailed information related to amount of dung produced by the animals, characteristics of the use of the dung, associated earn"
Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,PlotGeovars_Y3,plot01,Plot Distance in (KMs) to HH,reason_not_sought_distance,agriculture/plot,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=distance_barrier; file_description=Plot Geo Variables
Tanzania,National Panel Survey 2014-2015,2013-2016,TZA_2014_NPS-R4_v03_M_v03_A_EXT,F164,ag3a_02_1,What is the distance from [PLOT] to: HOME KM,reason_not_sought_distance,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=distance_barrier; file_description=
Tanzania,National Panel Survey 2014-2015,2013-2016,TZA_2014_NPS-R4_v03_M_v03_A_EXT,F164,ag3a_02_2,What is the distance from [PLOT] to: ROAD KM,reason_not_sought_distance,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=distance_barrier; file_description=
Tanzania,National Panel Survey 2014-2015,2013-2016,TZA_2014_NPS-R4_v03_M_v03_A_EXT,F164,ag3a_02_3,What is the distance from [PLOT] to: MARKET KM,reason_not_sought_distance,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=distance_barrier; file_description=
Tanzania,National Panel Survey 2014-2015,2013-2016,TZA_2014_NPS-R4_v03_M_v03_A_EXT,F164,ag3a_84,Why did you not have this plot (owned or cultivated) in the short rainy season 2,care_not_sought_reason,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=reason_not_sought; file_description=
Tanzania,National Panel Survey 2014-2015,2013-2016,TZA_2014_NPS-R4_v03_M_v03_A_EXT,F165,ag3b_02_1,What is the distance from [PLOT] to: HOME KM,reason_not_sought_distance,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=distance_barrier; file_description=
Tanzania,National Panel Survey 2014-2015,2013-2016,TZA_2014_NPS-R4_v03_M_v03_A_EXT,F165,ag3b_02_2,What is the distance from [PLOT] to: ROAD KM,reason_not_sought_distance,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=distance_barrier; file_description=
Tanzania,National Panel Survey 2014-2015,2013-2016,TZA_2014_NPS-R4_v03_M_v03_A_EXT,F165,ag3b_02_3,What is the distance from [PLOT] to: MARKET KM,reason_not_sought_distance,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=distance_barrier; file_description=
