download_priority_order,queue_role,country,wave,idno,survey_name,requirement,requirement_role,file_rank,file_name,file_description,candidate_variable_rows,strong_candidate_variable_rows,top_variable_names,required_checks,raw_package_status,archive_preflight_status,current_file_verification_status,fill_file_present_direct_or_archive,fill_file_readable,fill_schema_extracted,fill_required_variables_found,fill_documentation_crosschecked,fill_accept_file_for_requirement,review_notes
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",climate_geography,climate_geography_gate,4,HH_SEC_A.NSDstat,"SECTION A: HOUSEHOLD IDENTIFICATION / SURVEY STAFF DETAILS Household location variables, unique within panel round household identification variables, date and time of interview, analytic...",2,2,hh_a04_1;hh_a04_2,confirm GPS/cluster/EA/admin variables; coordinate quality; displacement/suppression; admin codes; rural/urban; boundary crosswalk path,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",climate_geography,climate_geography_gate,5,LF_SEC_A.NSDstat,"SECTION A: HOUSEHOLD IDENTIFICATION / SURVEY STAFF DETAILS Household location variables, unique within panel round household identification variables, date and time of interview, analytic...",2,2,lf_a04_1;lf_a04_2,confirm GPS/cluster/EA/admin variables; coordinate quality; displacement/suppression; admin codes; rural/urban; boundary crosswalk path,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",consumption_or_income,financial_denominator_gate,1,HH_SEC_K.NSDstat,"SECTION K: NON-FOOD EXPENDITURES – PAST ONE WEEK & ONE MONTH Total expenditure on non-food items during the last week or last month, including; public transportation, fuels, cellular phon...",6,6,hh_k01;hh_k02;hh_k03;itemcode;occ;y3_hhid,confirm total consumption or income aggregate; currency; period; household level; zero/missing semantics; survey-team aggregate preference,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",consumption_or_income,financial_denominator_gate,2,HH_SEC_L.NSDstat,"SECTION L: NON-FOOD EXPENDITURES – PAST TWELVE MONTHS Total expenditure on non-food items during the past 12 months, including; household items, community contributions, fees and fines, m...",6,6,hh_l01;hh_l02;hh_l03;itemcode;occ;y3_hhid,confirm total consumption or income aggregate; currency; period; household level; zero/missing semantics; survey-team aggregate preference,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",health_need_and_access,access_outcome_gate,1,HH_SEC_D.NSDstat,"SECTION D: HEALTH General health status and utilization of health services; source and financing of health treatments /hospitalization, disaggregated health expenditures, bednet use, preg...",5,2,hh_d12_1;hh_d12_2;hh_d02;hh_d13;hh_d23,confirm illness/need denominator; care sought; care not sought; cost/distance/supply barriers; skip pattern; person vs household level,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",health_need_and_access,access_outcome_gate,2,ConsumptionNPS3.NSDstat,,2,0,health;healthR,confirm illness/need denominator; care sought; care not sought; cost/distance/supply barriers; skip pattern; person vs household level,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",health_need_and_access,access_outcome_gate,3,LF_SEC_13B.NSDstat,"SECTION 13B: FISH TRADING Costs associated with the fish trading are collected in this section, including amount spent by household on hired labour, transport, packaging, ice, and taxes.",2,0,costcode;costname,confirm illness/need denominator; care sought; care not sought; cost/distance/supply barriers; skip pattern; person vs household level,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",health_need_and_access,access_outcome_gate,4,HH_SEC_G.NSDstat,"SECTION G: SUBJECTIVE WELFARE Self-reported level of satisfaction with health, financial status, housing, job, services, and safety. Also includes perceived status at present, and as of 1...",1,0,hh_g03_5,confirm illness/need denominator; care sought; care not sought; cost/distance/supply barriers; skip pattern; person vs household level,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",health_need_and_access,access_outcome_gate,5,AG_SEC_11.NSDstat,"Detailed information on the number of farm implements and machinery used or owned by the household in the past 12 months along with associated value if sold, whether the item was used, re...",1,0,ag11_05,confirm illness/need denominator; care sought; care not sought; cost/distance/supply barriers; skip pattern; person vs household level,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",health_need_and_access,access_outcome_gate,6,COM_SEC_CB.NSDstat,Information on access to basic services in terms of distance and associated transportation costs for these services.,1,0,cm_b02,confirm illness/need denominator; care sought; care not sought; cost/distance/supply barriers; skip pattern; person vs household level,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",household_person_keys,merge_key_gate,1,HH_SEC_B.NSDstat,"SECTION B: HOUSEHOLD MEMBER ROSTER Roster of household members, individual characteristics including: sex, age, relationship to the household head, panel member identification, presence i...",2,2,y2_hhid;y3_hhid,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",household_person_keys,merge_key_gate,2,AG_SEC_01.NSDstat,"Key roster information only, including name, age, sex of household members as well as which member is the key respondent for the agricultural questionnaire.",1,1,y3_hhid,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",household_person_keys,merge_key_gate,3,AG_SEC_2A.NSDstat,"Roster of all plots owned or cultivated by the household, including measurement information as calculated by GPS and farmer’s estimate, GPS coordinates, weather conditions at measurement,...",1,1,y3_hhid,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",household_person_keys,merge_key_gate,4,AG_SEC_2B.NSDstat,"Roster of all plots owned or cultivated by the household, including measurement information as calculated by GPS and farmer’s estimate, GPS coordinates, weather conditions at measurement,...",1,1,y3_hhid,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",household_person_keys,merge_key_gate,5,LF_NETWORK.NSDstat,"SECTION NETWORK Throughout the various sections of the agricultural questionnaire, there are questions that refer to persons outside the household that are involved in the agricultural pr...",1,1,y3_hhid,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",household_person_keys,merge_key_gate,6,LF_SEC_01.NSDstat,"SECTION 01: HOUSEHOLD ROSTER Key roster information only, including name, age, sex of household members as well as which member is the key respondent for the agricultural questionnaire.",1,1,y3_hhid,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",household_person_keys,merge_key_gate,7,AG_SEC_08.NSDstat,"Information is asked about amount of inputs redeemed from vouchers, household members that received the vouchers and how the inputs redeemed from vouchers were used by the household.",1,1,y3_hhid,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",household_person_keys,merge_key_gate,8,AG_SEC_11.NSDstat,"Detailed information on the number of farm implements and machinery used or owned by the household in the past 12 months along with associated value if sold, whether the item was used, re...",1,1,y3_hhid,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",oop_health_expenditure,financial_outcome_gate,1,HH_SEC_D.NSDstat,"SECTION D: HEALTH General health status and utilization of health services; source and financing of health treatments /hospitalization, disaggregated health expenditures, bednet use, preg...",12,12,hh_d05_1;hh_d05_2;hh_d07;hh_d08;hh_d09;hh_d13;hh_d15;hh_d20;hh_d01;hh_d02;hh_d03_1;hh_d03_2,confirm OOP health expenditure variables; payer scope; service/drug categories; recall periods; zero vs missing; aggregation policy,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",survey_timing,climate_timing_gate,1,HH_SEC_A.NSDstat,"SECTION A: HOUSEHOLD IDENTIFICATION / SURVEY STAFF DETAILS Household location variables, unique within panel round household identification variables, date and time of interview, analytic...",4,4,hh_a18;hh_a18_1;hh_a18_2;hh_a18_3,confirm interview date/month/year or fieldwork window; visit/season module; valid ranges; missing dates; usable lag-window anchor,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",survey_timing,climate_timing_gate,2,COM_SEC_A1A2.NSDstat,"Community identification information including region, district, ward, regional capital identifier, location of market price information, and enumeration area, as well as survey staff inf...",4,4,cm_a07;cm_a07_1;cm_a07_2;cm_a07_3,confirm interview date/month/year or fieldwork window; visit/season module; valid ranges; missing dates; usable lag-window anchor,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",survey_timing,climate_timing_gate,3,AG_SEC_A.NSDstat,"Household location variables, unique within panel round household identification variables, date and time of interview, analytic weights, cluster identification, sampling strata identific...",2,2,ag_a13;ag_a12_1,confirm interview date/month/year or fieldwork window; visit/season module; valid ranges; missing dates; usable lag-window anchor,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",survey_timing,climate_timing_gate,4,LF_SEC_A.NSDstat,"SECTION A: HOUSEHOLD IDENTIFICATION / SURVEY STAFF DETAILS Household location variables, unique within panel round household identification variables, date and time of interview, analytic...",1,1,lf_a13,confirm interview date/month/year or fieldwork window; visit/season module; valid ranges; missing dates; usable lag-window anchor,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",survey_timing,climate_timing_gate,5,AG_SEC_12A.NSDstat,"Any extension services or advice that the household received for agricultural or livestock activities in the past 12 months through government extension, NGOs, Cooperative/Farmer’s Associ...",1,1,ag12a_07,confirm interview date/month/year or fieldwork window; visit/season module; valid ranges; missing dates; usable lag-window anchor,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",weights_and_design,survey_design_gate,1,HH_SEC_A.NSDstat,"SECTION A: HOUSEHOLD IDENTIFICATION / SURVEY STAFF DETAILS Household location variables, unique within panel round household identification variables, date and time of interview, analytic...",4,4,y3_weight;strataid;hh_a04_1;hh_a04_2,confirm household/person weights; PSU/cluster; strata; sample domains; positive/nonmissing weight distribution; documentation source,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",weights_and_design,survey_design_gate,2,AG_SEC_A.NSDstat,"Household location variables, unique within panel round household identification variables, date and time of interview, analytic weights, cluster identification, sampling strata identific...",2,2,ag_a04_1;ag_a04_2,confirm household/person weights; PSU/cluster; strata; sample domains; positive/nonmissing weight distribution; documentation source,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",weights_and_design,survey_design_gate,3,LF_SEC_A.NSDstat,"SECTION A: HOUSEHOLD IDENTIFICATION / SURVEY STAFF DETAILS Household location variables, unique within panel round household identification variables, date and time of interview, analytic...",2,2,lf_a04_1;lf_a04_2,confirm household/person weights; PSU/cluster; strata; sample domains; positive/nonmissing weight distribution; documentation source,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",weights_and_design,survey_design_gate,4,COM_SEC_CG.NSDstat,"Records the local units used for certain items in the surveyed communities. Similar to Section CF, the information is collected both at the village level and the district capital area. Th...",2,2,cm_g_weight;cm_g_weight2,confirm household/person weights; PSU/cluster; strata; sample domains; positive/nonmissing weight distribution; documentation source,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",weights_and_design,survey_design_gate,5,Y3_weights.NSDstat,Weights,1,1,y3_panelweight,confirm household/person weights; PSU/cluster; strata; sample domains; positive/nonmissing weight distribution; documentation source,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",weights_and_design,survey_design_gate,6,COM_SEC_CD.NSDstat,"Land use related issues with estimated percentages of how different types of village land are used (cultivation, forest, pasture, wetland, residential, business), as well as reasons for r...",1,1,id_04,confirm household/person weights; PSU/cluster; strata; sample domains; positive/nonmissing weight distribution; documentation source,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,climate_geography,climate_geography_gate,1,pov2019_20.NSDstat,Consumption aggregate dataset,3,3,regurb;urban;district,confirm GPS/cluster/EA/admin variables; coordinate quality; displacement/suppression; admin codes; rural/urban; boundary crosswalk path,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,climate_geography,climate_geography_gate,2,GSEC1.NSDstat,Household Identification Particulars Level of observation:Household,1,1,urban,confirm GPS/cluster/EA/admin variables; coordinate quality; displacement/suppression; admin codes; rural/urban; boundary crosswalk path,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,climate_geography,climate_geography_gate,3,CSEC1A.NSDstat,Identification Particulars,1,1,Final_EA_code,confirm GPS/cluster/EA/admin variables; coordinate quality; displacement/suppression; admin codes; rural/urban; boundary crosswalk path,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,climate_geography,climate_geography_gate,4,CSEC2.NSDstat,Service Availability in LC1 Service type,1,1,Final_EA_code,confirm GPS/cluster/EA/admin variables; coordinate quality; displacement/suppression; admin codes; rural/urban; boundary crosswalk path,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,climate_geography,climate_geography_gate,5,CSEC2A.NSDstat,Land use and planning,1,1,Final_EA_code,confirm GPS/cluster/EA/admin variables; coordinate quality; displacement/suppression; admin codes; rural/urban; boundary crosswalk path,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,climate_geography,climate_geography_gate,6,CSEC2B.NSDstat,Client satisfaction with health facilities EA,1,1,Final_EA_code,confirm GPS/cluster/EA/admin variables; coordinate quality; displacement/suppression; admin codes; rural/urban; boundary crosswalk path,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,climate_geography,climate_geography_gate,7,CSEC2C.NSDstat,Water and Sanitation - toilets EA,1,1,Final_EA_code,confirm GPS/cluster/EA/admin variables; coordinate quality; displacement/suppression; admin codes; rural/urban; boundary crosswalk path,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,climate_geography,climate_geography_gate,8,CSEC2C_0.NSDstat,Water and Sanitation EA,1,1,Final_EA_code,confirm GPS/cluster/EA/admin variables; coordinate quality; displacement/suppression; admin codes; rural/urban; boundary crosswalk path,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,consumption_or_income,financial_denominator_gate,1,GSEC15B.NSDstat,"Household Consumption Expenditures – Food, Beverages and Tobacco (Last 7 days) Level of observation:Consumption Item",9,9,CEB03;CEB04;CEB07;CEB10;CEB11;CEB14a;CEB15;CEB16;coicop_2,confirm total consumption or income aggregate; currency; period; household level; zero/missing semantics; survey-team aggregate preference,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,consumption_or_income,financial_denominator_gate,2,pov2019_20.NSDstat,Consumption aggregate dataset,3,3,cpexp30;nrrexp30;hpline,confirm total consumption or income aggregate; currency; period; household level; zero/missing semantics; survey-team aggregate preference,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,health_need_and_access,access_outcome_gate,1,CSEC2B.NSDstat,Client satisfaction with health facilities EA,6,6,s2bq13__1;s2bq09;s2bq10;s2bq13__2;s2bq13__3;s2bq13__4,confirm illness/need denominator; care sought; care not sought; cost/distance/supply barriers; skip pattern; person vs household level,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,health_need_and_access,access_outcome_gate,2,CSEC4B.NSDstat,Health Facility - Availability of equipment/ services Level of observation: EA,4,4,s4bq23;s4bq26;s4bq27;s4bq28,confirm illness/need denominator; care sought; care not sought; cost/distance/supply barriers; skip pattern; person vs household level,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,health_need_and_access,access_outcome_gate,3,CSEC4L.NSDstat,Access to Water at the Health facility Level of observation: Water facility type,1,1,Health_Water_id,confirm illness/need denominator; care sought; care not sought; cost/distance/supply barriers; skip pattern; person vs household level,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,health_need_and_access,access_outcome_gate,4,GSEC6_1.NSDstat,Child Nutrition and Health Level of observation:Individual,1,1,s6q15b,confirm illness/need denominator; care sought; care not sought; cost/distance/supply barriers; skip pattern; person vs household level,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,household_person_keys,merge_key_gate,1,GSEC2.NSDstat,Household Roster Level of observation:Individual,1,1,hhid,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,household_person_keys,merge_key_gate,2,GSEC15C.NSDstat,Household Consumption Expenditures – Non-Durable Goods and Frequently Purchased Services (Last 30 days) Level of observation:Consumption Item,1,1,hhid,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,household_person_keys,merge_key_gate,3,GSEC15D.NSDstat,Household Consumption Expenditures – Semi-durable and Durable Goods and Services (Last 365 days) & Non-Consumption Expenditures (Last 365 Days) Level of observation:Consumption Item,1,1,hhid,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,household_person_keys,merge_key_gate,4,GSEC17_1.NSDstat,Welfare and Food Security Level of observation:Household,1,1,hhid,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,household_person_keys,merge_key_gate,5,GSEC19.NSDstat,Link with the Agriculture Questionnaire Level of observation:Household,1,1,hhid,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,household_person_keys,merge_key_gate,6,GSEC1.NSDstat,Household Identification Particulars Level of observation:Household,1,1,hhid,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,household_person_keys,merge_key_gate,7,GSEC7_1.NSDstat,Savings Level of observation:Household,1,1,hhid,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,household_person_keys,merge_key_gate,8,GSEC7_2.NSDstat,"Sources of income, financial decisions Level of observation:Household",1,1,hhid,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,oop_health_expenditure,financial_outcome_gate,1,GSEC5.NSDstat,Health Level of observation:Individual,8,8,h5q12a;h5q12b;h5q12f;h5q12f_1;h5q12g;h5q12c;h5q12d;h5q12e,confirm OOP health expenditure variables; payer scope; service/drug categories; recall periods; zero vs missing; aggregation policy,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,oop_health_expenditure,financial_outcome_gate,2,GSEC6_1.NSDstat,Child Nutrition and Health Level of observation:Individual,3,3,h6q12h;s6q07_1;s6q07_3i,confirm OOP health expenditure variables; payer scope; service/drug categories; recall periods; zero vs missing; aggregation policy,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,oop_health_expenditure,financial_outcome_gate,3,GSEC6_3.NSDstat,Child nutrition and health – feeding counselling Level of observation:Individual,1,1,t31,confirm OOP health expenditure variables; payer scope; service/drug categories; recall periods; zero vs missing; aggregation policy,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,survey_timing,climate_timing_gate,1,GSEC12_2.NSDstat,Non-Agricultural Household Enterprises/Activities Level of observation:Enterprise,3,0,h12q04;h12q12;h12q13,confirm interview date/month/year or fieldwork window; visit/season module; valid ranges; missing dates; usable lag-window anchor,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,
