threshold_sequence_rank,country,wave,idno,requirement,file_rank,file_id,expected_file_name,file_description,candidate_variable_rows,strong_candidate_variable_rows,top_variable_names,official_core_file_match_status,matched_local_locations
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,health_need_and_access,4,F155,FS_N2,This file contains data related to module N from the Fishery questionnaire - fish trading costs during the low season.,1,0,costid,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,health_need_and_access,5,F165,HH_SEC_G,This file contains data related to section G of the Household questionnaire - subjective welfare assessment of standard of living.,1,0,hh_g03_5,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,health_need_and_access,6,F188,TZY2.HH.Consumption,Household consumption aggregate from year 2.,1,0,health,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,household_person_keys,1,F158,HH_SEC_B,"This file contains data related to section B of the Household questionnaire - roster of individuals living in the household, relationship to the household, gender, year of birth, variable to link individuals between survey rounds, marital status, spouse identificaiton, parental status, and place of birth.",2,2,hhid_2008;y2_hhid,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,household_person_keys,2,F115,AG_SEC10B,This file contains data related to section 10B of the Agriculture questionnaire - quantity and value of livestock byproducts produced by the household during the last 12 months.,1,1,y2_hhid,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,household_person_keys,3,F108,AG_SEC7A,"This file contains data related to section 7A of the Agriculture questionnaire - quantity and value of crop sole, post-procudeion losses and storage for fruit crops.",1,1,y2_hhid,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,household_person_keys,4,F109,AG_SEC7B,"This file contains data related to section 7B of the Agriculture questionnaire - quantity and value of crop sole, post-procudeion losses and storage for permanent crops.",1,1,y2_hhid,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,household_person_keys,5,F188,TZY2.HH.Consumption,Household consumption aggregate from year 2.,1,1,hhid_2008,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,household_person_keys,6,F146,FS_J1,This file contains data related to module J of the Fishery questionnaire - questions 1 through 5 on shared labor/expenses during the low season.,1,1,hhid_2008,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,household_person_keys,7,F148,FS_J3,This file contains data related to module J of the Fishery questionnaire - questions 7 through 13 on hired labor during the low season.,1,1,hhid_2008,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,household_person_keys,8,F132,FS_C1,This file contains data related to module C of the Fishery questionnaire - listing of every member of the household who was engaged in fishing activities during the high season.,1,1,y2_hhid,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,oop_health_expenditure,1,F160,HH_SEC_D,This file contains data related to section D of the Household questionnaire - general health status and utilization of health services.,8,8,hh_d05_1;hh_d05_2;hh_d07;hh_d08;hh_d09;hh_d13;hh_d15;hh_d29_1,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,survey_timing,1,F159,HH_SEC_C,"This file contains data from section C of the Household questionnaire - educational attainment, school characteristics, and expenditures.",3,0,hh_c08;hh_c10;hh_c30,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,survey_timing,2,F161,HH_SEC_E1,"This file contains data related to section E of the Household questionnaire - labor market participation during the last seven days, wage work, non-farm enterprise activity, and domestic activities within the home.",3,0,hh_e44;hh_e67;hh_e68,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,survey_timing,3,F157,HH_SEC_A,"This file contains data related to section A of the Household questionnaire - household identifier variables, weights, cluster identification strata identification, 2008/09 household id, enumerator, supervisor, data entry clerk identifiers and data and time of interview.",2,2,hh_a18_month;hh_a18_year,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,survey_timing,4,F160,HH_SEC_D,This file contains data related to section D of the Household questionnaire - general health status and utilization of health services.,2,0,hh_d05_1;hh_d05_2,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,survey_timing,5,F187,TZY1.HH.Consumption,Household consumption aggregate from year 1 (2008-2009).,1,1,intmonth,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,survey_timing,6,F188,TZY2.HH.Consumption,Household consumption aggregate from year 2.,1,1,intmonth,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,weights_and_design,1,F157,HH_SEC_A,"This file contains data related to section A of the Household questionnaire - household identifier variables, weights, cluster identification strata identification, 2008/09 household id, enumerator, supervisor, data entry clerk identifiers and data and time of interview.",2,2,strataid;y2_weight,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,weights_and_design,2,F187,TZY1.HH.Consumption,Household consumption aggregate from year 1 (2008-2009).,1,1,hhweight,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,weights_and_design,3,F188,TZY2.HH.Consumption,Household consumption aggregate from year 2.,1,1,hhweight,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,weights_and_design,4,F120,Plot.Geovariables_Y2,,1,1,ea_id,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,weights_and_design,5,F189,HH.Geovariables_Y2,,1,1,ea_id,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,weights_and_design,6,F121,COMSEC_CA,This file contains data related to section A of the Community questionnaire - presence of community information sharing items.,1,1,id_04,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,weights_and_design,7,F122,COMSEC_CB,"This file contains data related to section B of the Community questionnaire - availability of basic services, the name of the nearest provider and the distance to the location.",1,1,id_04,missing_expected_core_file,
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,weights_and_design,8,F123,COMSEC_CD,This file contains data related to section D of the Community questionnaire - land use practices in the village and any notable changes in land ownership/appropriation.,1,1,id_04,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,climate_geography,1,F24,COM_SEC_A1A2.NSDstat,"Community identification information including region, district, ward, regional capital identifier, location of market price information, and enumeration area, as well as survey staff information such as interviewers ID code, supervisor, and direct observation questions.",4,4,cm_lon_g;cm_lon_m;cm_lon_s;y3_cluster,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,climate_geography,2,F3,AG_SEC_2A.NSDstat,"Roster of all plots owned or cultivated by the household, including measurement information as calculated by GPS and farmer’s estimate, GPS coordinates, weather conditions at measurement, and reason for missing GPS.",2,2,ag2a_06_3;ag2a_06_4,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,climate_geography,3,F23,AG_SEC_A.NSDstat,"Household location variables, unique within panel round household identification variables, date and time of interview, analytic weights, cluster identification, sampling strata identification, enumerator identification, supervisor identification, and data entry clerk identification.",2,2,ag_a04_1;ag_a04_2,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,climate_geography,4,F34,HH_SEC_A.NSDstat,"SECTION A: HOUSEHOLD IDENTIFICATION / SURVEY STAFF DETAILS Household location variables, unique within panel round household identification variables, date and time of interview, analytic weights, cluster identification, sampling strata identification, enumerator identification,supervisor identification, and data entry clerk identification.",2,2,hh_a04_1;hh_a04_2,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,climate_geography,5,F76,LF_SEC_A.NSDstat,"SECTION A: HOUSEHOLD IDENTIFICATION / SURVEY STAFF DETAILS Household location variables, unique within panel round household identification variables, date and time of interview, analytic weights, cluster identification, sampling strata identification, enumerator identification, supervisor identification, and data entry clerk identification.",2,2,lf_a04_1;lf_a04_2,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,consumption_or_income,1,F47,HH_SEC_K.NSDstat,"SECTION K: NON-FOOD EXPENDITURES – PAST ONE WEEK & ONE MONTH Total expenditure on non-food items during the last week or last month, including; public transportation, fuels, cellular phone credits, personal hygiene items, etc.",6,6,hh_k01;hh_k02;hh_k03;itemcode;occ;y3_hhid,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,consumption_or_income,2,F48,HH_SEC_L.NSDstat,"SECTION L: NON-FOOD EXPENDITURES – PAST TWELVE MONTHS Total expenditure on non-food items during the past 12 months, including; household items, community contributions, fees and fines, marriage costs, clothing, etc.",6,6,hh_l01;hh_l02;hh_l03;itemcode;occ;y3_hhid,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,health_need_and_access,1,F37,HH_SEC_D.NSDstat,"SECTION D: HEALTH General health status and utilization of health services; source and financing of health treatments /hospitalization, disaggregated health expenditures, bednet use, pregnancy, prenatal care and births, child health and ailments / diarrhea.",5,2,hh_d12_1;hh_d12_2;hh_d02;hh_d13;hh_d23,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,health_need_and_access,2,F32,ConsumptionNPS3.NSDstat,,2,0,health;healthR,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,health_need_and_access,3,F75,LF_SEC_13B.NSDstat,"SECTION 13B: FISH TRADING Costs associated with the fish trading are collected in this section, including amount spent by household on hired labour, transport, packaging, ice, and taxes.",2,0,costcode;costname,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,health_need_and_access,4,F40,HH_SEC_G.NSDstat,"SECTION G: SUBJECTIVE WELFARE Self-reported level of satisfaction with health, financial status, housing, job, services, and safety. Also includes perceived status at present, and as of 1 and 10 years ago.",1,0,hh_g03_5,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,health_need_and_access,5,F20,AG_SEC_11.NSDstat,"Detailed information on the number of farm implements and machinery used or owned by the household in the past 12 months along with associated value if sold, whether the item was used, reasons for no usage, whether any of these items were rented or borrowed for use in the last twelve months and associated rents paid.",1,0,ag11_05,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,health_need_and_access,6,F25,COM_SEC_CB.NSDstat,Information on access to basic services in terms of distance and associated transportation costs for these services.,1,0,cm_b02,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,household_person_keys,1,F35,HH_SEC_B.NSDstat,"SECTION B: HOUSEHOLD MEMBER ROSTER Roster of household members, individual characteristics including: sex, age, relationship to the household head, panel member identification, presence in household, general occupation, parental status, place of birth, marital status, and spouse identification.",2,2,y2_hhid;y3_hhid,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,household_person_keys,2,F2,AG_SEC_01.NSDstat,"Key roster information only, including name, age, sex of household members as well as which member is the key respondent for the agricultural questionnaire.",1,1,y3_hhid,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,household_person_keys,3,F3,AG_SEC_2A.NSDstat,"Roster of all plots owned or cultivated by the household, including measurement information as calculated by GPS and farmer’s estimate, GPS coordinates, weather conditions at measurement, and reason for missing GPS.",1,1,y3_hhid,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,household_person_keys,4,F4,AG_SEC_2B.NSDstat,"Roster of all plots owned or cultivated by the household, including measurement information as calculated by GPS and farmer’s estimate, GPS coordinates, weather conditions at measurement, and reason for missing GPS.",1,1,y3_hhid,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,household_person_keys,5,F60,LF_NETWORK.NSDstat,"SECTION NETWORK Throughout the various sections of the agricultural questionnaire, there are questions that refer to persons outside the household that are involved in the agricultural process. Examples include landlords, suppliers of inputs, harvest purchasers, outgrower partners, etc.. The network roster file contains the location and category of each of these persons.",1,1,y3_hhid,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,household_person_keys,6,F61,LF_SEC_01.NSDstat,"SECTION 01: HOUSEHOLD ROSTER Key roster information only, including name, age, sex of household members as well as which member is the key respondent for the agricultural questionnaire.",1,1,y3_hhid,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,household_person_keys,7,F15,AG_SEC_08.NSDstat,"Information is asked about amount of inputs redeemed from vouchers, household members that received the vouchers and how the inputs redeemed from vouchers were used by the household.",1,1,y3_hhid,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,household_person_keys,8,F20,AG_SEC_11.NSDstat,"Detailed information on the number of farm implements and machinery used or owned by the household in the past 12 months along with associated value if sold, whether the item was used, reasons for no usage, whether any of these items were rented or borrowed for use in the last twelve months and associated rents paid.",1,1,y3_hhid,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,oop_health_expenditure,1,F37,HH_SEC_D.NSDstat,"SECTION D: HEALTH General health status and utilization of health services; source and financing of health treatments /hospitalization, disaggregated health expenditures, bednet use, pregnancy, prenatal care and births, child health and ailments / diarrhea.",12,12,hh_d05_1;hh_d05_2;hh_d07;hh_d08;hh_d09;hh_d13;hh_d15;hh_d20;hh_d01;hh_d02;hh_d03_1;hh_d03_2,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,survey_timing,1,F34,HH_SEC_A.NSDstat,"SECTION A: HOUSEHOLD IDENTIFICATION / SURVEY STAFF DETAILS Household location variables, unique within panel round household identification variables, date and time of interview, analytic weights, cluster identification, sampling strata identification, enumerator identification,supervisor identification, and data entry clerk identification.",4,4,hh_a18;hh_a18_1;hh_a18_2;hh_a18_3,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,survey_timing,2,F24,COM_SEC_A1A2.NSDstat,"Community identification information including region, district, ward, regional capital identifier, location of market price information, and enumeration area, as well as survey staff information such as interviewers ID code, supervisor, and direct observation questions.",4,4,cm_a07;cm_a07_1;cm_a07_2;cm_a07_3,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,survey_timing,3,F23,AG_SEC_A.NSDstat,"Household location variables, unique within panel round household identification variables, date and time of interview, analytic weights, cluster identification, sampling strata identification, enumerator identification, supervisor identification, and data entry clerk identification.",2,2,ag_a13;ag_a12_1,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,survey_timing,4,F76,LF_SEC_A.NSDstat,"SECTION A: HOUSEHOLD IDENTIFICATION / SURVEY STAFF DETAILS Household location variables, unique within panel round household identification variables, date and time of interview, analytic weights, cluster identification, sampling strata identification, enumerator identification, supervisor identification, and data entry clerk identification.",1,1,lf_a13,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,survey_timing,5,F21,AG_SEC_12A.NSDstat,"Any extension services or advice that the household received for agricultural or livestock activities in the past 12 months through government extension, NGOs, Cooperative/Farmer’s Association, or Large Scale Farmers, including what activity advice was sought for, subjective rating for advice received, and price paid for receiving advice.",1,1,ag12a_07,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,weights_and_design,1,F34,HH_SEC_A.NSDstat,"SECTION A: HOUSEHOLD IDENTIFICATION / SURVEY STAFF DETAILS Household location variables, unique within panel round household identification variables, date and time of interview, analytic weights, cluster identification, sampling strata identification, enumerator identification,supervisor identification, and data entry clerk identification.",4,4,y3_weight;strataid;hh_a04_1;hh_a04_2,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,weights_and_design,2,F23,AG_SEC_A.NSDstat,"Household location variables, unique within panel round household identification variables, date and time of interview, analytic weights, cluster identification, sampling strata identification, enumerator identification, supervisor identification, and data entry clerk identification.",2,2,ag_a04_1;ag_a04_2,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,weights_and_design,3,F76,LF_SEC_A.NSDstat,"SECTION A: HOUSEHOLD IDENTIFICATION / SURVEY STAFF DETAILS Household location variables, unique within panel round household identification variables, date and time of interview, analytic weights, cluster identification, sampling strata identification, enumerator identification, supervisor identification, and data entry clerk identification.",2,2,lf_a04_1;lf_a04_2,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,weights_and_design,4,F31,COM_SEC_CG.NSDstat,"Records the local units used for certain items in the surveyed communities. Similar to Section CF, the information is collected both at the village level and the district capital area. The kilogram or liter equivalent for the local units is collected, in addition to the price of the item in that local unit.",2,2,cm_g_weight;cm_g_weight2,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,weights_and_design,5,F80,Y3_weights.NSDstat,Weights,1,1,y3_panelweight,missing_expected_core_file,
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,weights_and_design,6,F27,COM_SEC_CD.NSDstat,"Land use related issues with estimated percentages of how different types of village land are used (cultivation, forest, pasture, wetland, residential, business), as well as reasons for re-allocation of land (if any), number of households affected, and associated compensation.",1,1,id_04,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,1,F114,pov2019_20.NSDstat,Consumption aggregate dataset,3,3,regurb;urban;district,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,2,F76,GSEC1.NSDstat,Household Identification Particulars Level of observation:Household,1,1,urban,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,3,F23,CSEC1A.NSDstat,Identification Particulars,1,1,Final_EA_code,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,4,F24,CSEC2.NSDstat,Service Availability in LC1 Service type,1,1,Final_EA_code,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,5,F25,CSEC2A.NSDstat,Land use and planning,1,1,Final_EA_code,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,6,F26,CSEC2B.NSDstat,Client satisfaction with health facilities EA,1,1,Final_EA_code,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,7,F27,CSEC2C.NSDstat,Water and Sanitation - toilets EA,1,1,Final_EA_code,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,8,F28,CSEC2C_0.NSDstat,Water and Sanitation EA,1,1,Final_EA_code,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,consumption_or_income,1,F98,GSEC15B.NSDstat,"Household Consumption Expenditures – Food, Beverages and Tobacco (Last 7 days) Level of observation:Consumption Item",9,9,CEB03;CEB04;CEB07;CEB10;CEB11;CEB14a;CEB15;CEB16;coicop_2,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,consumption_or_income,2,F114,pov2019_20.NSDstat,Consumption aggregate dataset,3,3,cpexp30;nrrexp30;hpline,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,health_need_and_access,1,F26,CSEC2B.NSDstat,Client satisfaction with health facilities EA,6,6,s2bq13__1;s2bq09;s2bq10;s2bq13__2;s2bq13__3;s2bq13__4,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,health_need_and_access,2,F47,CSEC4B.NSDstat,Health Facility - Availability of equipment/ services Level of observation: EA,4,4,s4bq23;s4bq26;s4bq27;s4bq28,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,health_need_and_access,3,F57,CSEC4L.NSDstat,Access to Water at the Health facility Level of observation: Water facility type,1,1,Health_Water_id,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,health_need_and_access,4,F82,GSEC6_1.NSDstat,Child Nutrition and Health Level of observation:Individual,1,1,s6q15b,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,household_person_keys,1,F77,GSEC2.NSDstat,Household Roster Level of observation:Individual,1,1,hhid,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,household_person_keys,2,F100,GSEC15C.NSDstat,Household Consumption Expenditures – Non-Durable Goods and Frequently Purchased Services (Last 30 days) Level of observation:Consumption Item,1,1,hhid,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,household_person_keys,3,F101,GSEC15D.NSDstat,Household Consumption Expenditures – Semi-durable and Durable Goods and Services (Last 365 days) & Non-Consumption Expenditures (Last 365 Days) Level of observation:Consumption Item,1,1,hhid,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,household_person_keys,4,F104,GSEC17_1.NSDstat,Welfare and Food Security Level of observation:Household,1,1,hhid,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,household_person_keys,5,F105,GSEC19.NSDstat,Link with the Agriculture Questionnaire Level of observation:Household,1,1,hhid,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,household_person_keys,6,F76,GSEC1.NSDstat,Household Identification Particulars Level of observation:Household,1,1,hhid,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,household_person_keys,7,F87,GSEC7_1.NSDstat,Savings Level of observation:Household,1,1,hhid,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,household_person_keys,8,F88,GSEC7_2.NSDstat,"Sources of income, financial decisions Level of observation:Household",1,1,hhid,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,oop_health_expenditure,1,F81,GSEC5.NSDstat,Health Level of observation:Individual,8,8,h5q12a;h5q12b;h5q12f;h5q12f_1;h5q12g;h5q12c;h5q12d;h5q12e,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,oop_health_expenditure,2,F82,GSEC6_1.NSDstat,Child Nutrition and Health Level of observation:Individual,3,3,h6q12h;s6q07_1;s6q07_3i,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,oop_health_expenditure,3,F84,GSEC6_3.NSDstat,Child nutrition and health – feeding counselling Level of observation:Individual,1,1,t31,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,1,F95,GSEC12_2.NSDstat,Non-Agricultural Household Enterprises/Activities Level of observation:Enterprise,3,0,h12q04;h12q12;h12q13,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,2,F76,GSEC1.NSDstat,Household Identification Particulars Level of observation:Household,2,1,month;year,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,3,F10,AGSEC5A.NSDstat,Quantification of Production – 1st Visit Parcel-Plot-Crop level,3,0,s5aq06f_1;s5aq06f_11;s5aq06f_1_1,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,4,F77,GSEC2.NSDstat,Household Roster Level of observation:Individual,2,0,h2q9b;h2q9c,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,5,F91,GSEC9.NSDstat,"Housing Conditions, Water and Sanitation Level of observation:Household",1,1,dwellingVisit,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,6,F19,AGSEC9A.NSDstat,Extension Services Extension Source,1,1,h9q07a,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,1,F23,CSEC1A.NSDstat,Identification Particulars,1,1,Final_EA_code,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,2,F24,CSEC2.NSDstat,Service Availability in LC1 Service type,1,1,Final_EA_code,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,3,F25,CSEC2A.NSDstat,Land use and planning,1,1,Final_EA_code,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,4,F26,CSEC2B.NSDstat,Client satisfaction with health facilities EA,1,1,Final_EA_code,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,5,F27,CSEC2C.NSDstat,Water and Sanitation - toilets EA,1,1,Final_EA_code,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,6,F28,CSEC2C_0.NSDstat,Water and Sanitation EA,1,1,Final_EA_code,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,7,F29,CSEC3_0.NSDstat,Education (primary education) EA,1,1,Final_EA_code,missing_expected_core_file,
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,8,F30,CSEC3A.NSDstat,Availability of Facilities at School Facility type,1,1,Final_EA_code,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,1,F52,S00,"This file contains household-level information such as date of interview, data entry and edit, religion of the household head, language spoken at the household, whether the household own any agricultural land, own any livestock, whether the household borrowed any loan in the last 12 months or has any outstanding loans, any member absent from the household, etc.",4,1,v00_zone;v00_headn;v00_team;v00_ward,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,2,F2,FINAL_PREF,,4,0,district;district_name;Eastern;HEAD___,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,3,F7,S04,"This file contains household-level information from Section 3 - Migration of the questionnaire. It contains the following information: First time in migration to the place of enumeration, out migration over the past five years.",2,0,v04_03b;v04_11b,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,4,F4,S01,"This file contains household-member information from Section 1 - Household Roster of the questionnaire. It contains the following information: Demographic characteristics (including name, sex, age, relationship to the household head, birth place, marital status for persons aged 10 years or over, and caste/ethnicity), and identification of household members, and parents of household members (whe...",1,0,v01_05b,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,5,F48,S21,The file contains data for Section 21. Panel Sample Household Tracking Q (21.01 - 21.05) of the NLSS III (2010/11) questionnaire.,1,0,v21_ward,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,consumption_or_income,1,F2,FINAL_PREF,,8,8,sh_nonfood_30;sh_nonfood_7;nonfood_30;nonfood_7;nonfood_pc_30;nonfood_pc_7;nonfood_pc_7_tadj;nfood,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,consumption_or_income,2,F10,S06B,"This file contains household-level information from Section 6 - Non-food Expenditures and Inventory of Durable Goods, Section B - Infrequent Non-Food Expenditures of the questionnaire.",2,2,v06b_idc;v06b_itm,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,consumption_or_income,3,F9,S06A,"This file contains household-level information from Section 6 - Non-food Expenditures and Inventory of Durable Goods, Section A - Frequent non-food expenditures of the questionnaire.",2,2,v06a_idc;v06a_itm,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,health_need_and_access,1,F14,S08,The file contains data for Section 8. Health of the NLSS III (2010/11) questionnaire.,6,4,v08_12;v08_17b;v08_14;v08_16;v08_17a;v08_17c,missing_expected_core_file,
