acquisition_batch_rank,batch_role,country,wave,idno,catalog_id,metadata_file_name,metadata_file_description,cases,variable_count,unit_guess,module_guess,priority_core_target,current_receipt_status,expected_local_name_patterns,download_review_action
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,sect7a_plantingw1,,9010,9,unknown,other,0,not_received_no_original_raw_package,sect7a_plantingw1;sect7a_plantingw1.*;sect7a_plantingw1.dta;sect7a_plantingw1.sav;sect7a_plantingw1.por;sect7a_plantingw1.sas7bdat;sect7a_plantingw1.xpt;sect7a_plantingw1.csv;*sect7a_plantingw1*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,sect7b_plantingw1,,72928,21,unknown,other,0,not_received_no_original_raw_package,sect7b_plantingw1;sect7b_plantingw1.*;sect7b_plantingw1.dta;sect7b_plantingw1.sav;sect7b_plantingw1.por;sect7b_plantingw1.sas7bdat;sect7b_plantingw1.xpt;sect7b_plantingw1.csv;*sect7b_plantingw1*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,sect9_plantingw1,,4996,31,unknown,other,0,not_received_no_original_raw_package,sect9_plantingw1;sect9_plantingw1.*;sect9_plantingw1.dta;sect9_plantingw1.sav;sect9_plantingw1.por;sect9_plantingw1.sas7bdat;sect9_plantingw1.xpt;sect9_plantingw1.csv;*sect9_plantingw1*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,sect10_plantingw1,,522,14,unknown,other,0,not_received_no_original_raw_package,sect10_plantingw1;sect10_plantingw1.*;sect10_plantingw1.dta;sect10_plantingw1.sav;sect10_plantingw1.por;sect10_plantingw1.sas7bdat;sect10_plantingw1.xpt;sect10_plantingw1.csv;*sect10_plantingw1*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,sect81_plantingw1,,6125,9,unknown,other,0,not_received_no_original_raw_package,sect81_plantingw1;sect81_plantingw1.*;sect81_plantingw1.dta;sect81_plantingw1.sav;sect81_plantingw1.por;sect81_plantingw1.sas7bdat;sect81_plantingw1.xpt;sect81_plantingw1.csv;*sect81_plantingw1*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,sect82_plantingw1,,25045,9,unknown,other,0,not_received_no_original_raw_package,sect82_plantingw1;sect82_plantingw1.*;sect82_plantingw1.dta;sect82_plantingw1.sav;sect82_plantingw1.por;sect82_plantingw1.sas7bdat;sect82_plantingw1.xpt;sect82_plantingw1.csv;*sect82_plantingw1*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,sect83_plantingw1,,22840,9,unknown,other,0,not_received_no_original_raw_package,sect83_plantingw1;sect83_plantingw1.*;sect83_plantingw1.dta;sect83_plantingw1.sav;sect83_plantingw1.por;sect83_plantingw1.sas7bdat;sect83_plantingw1.xpt;sect83_plantingw1.csv;*sect83_plantingw1*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,sect84_plantingw1,,2356,9,unknown,other,0,not_received_no_original_raw_package,sect84_plantingw1;sect84_plantingw1.*;sect84_plantingw1.dta;sect84_plantingw1.sav;sect84_plantingw1.por;sect84_plantingw1.sas7bdat;sect84_plantingw1.xpt;sect84_plantingw1.csv;*sect84_plantingw1*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,sect85_plantingw1,,165,10,unknown,other,0,not_received_no_original_raw_package,sect85_plantingw1;sect85_plantingw1.*;sect85_plantingw1.dta;sect85_plantingw1.sav;sect85_plantingw1.por;sect85_plantingw1.sas7bdat;sect85_plantingw1.xpt;sect85_plantingw1.csv;*sect85_plantingw1*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,secta_plantingw1,,5000,43,unknown,other,0,not_received_no_original_raw_package,secta_plantingw1;secta_plantingw1.*;secta_plantingw1.dta;secta_plantingw1.sav;secta_plantingw1.por;secta_plantingw1.sas7bdat;secta_plantingw1.xpt;secta_plantingw1.csv;*secta_plantingw1*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,cons_agg_wave1_visit1,Consumption aggregate data (visit 1),4933,80,unknown,consumption/welfare,0,not_received_no_original_raw_package,cons_agg_wave1_visit1;cons_agg_wave1_visit1.*;cons_agg_wave1_visit1.dta;cons_agg_wave1_visit1.sav;cons_agg_wave1_visit1.por;cons_agg_wave1_visit1.sas7bdat;cons_agg_wave1_visit1.xpt;cons_agg_wave1_visit1.csv;*cons_agg_wave1_visit1*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,cons_agg_wave1_visit2,Consumption aggregate data (visit 2),4839,80,unknown,consumption/welfare,0,not_received_no_original_raw_package,cons_agg_wave1_visit2;cons_agg_wave1_visit2.*;cons_agg_wave1_visit2.dta;cons_agg_wave1_visit2.sav;cons_agg_wave1_visit2.por;cons_agg_wave1_visit2.sas7bdat;cons_agg_wave1_visit2.xpt;cons_agg_wave1_visit2.csv;*cons_agg_wave1_visit2*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_A_T_Swahili_Labels,SECTION A-1: Household Identification SECTION T-1: Household Recontact Information SECTION T-2: Filter Questions for Ag Module This file contains data with Swahili labels,3265,28,household,other,0,not_received_no_original_raw_package,SEC_A_T_Swahili_Labels;SEC_A_T_Swahili_Labels.*;SEC_A_T_Swahili_Labels.dta;SEC_A_T_Swahili_Labels.sav;SEC_A_T_Swahili_Labels.por;SEC_A_T_Swahili_Labels.sas7bdat;SEC_A_T_Swahili_Labels.xpt;SEC_A_T_Swahili_Labels.csv;*SEC_A_T_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_B_C_D_E1_F_G1_U_Swahili_Labels,SECTION B: Household Member Roster SECTION C: Education SECTION D: Health SECTION E: Labour SECTION F: Food Consumption Outside the HH SECTION G: Children Living Elsewhere SECTION U: Anthropometry This file contains data with Swahili labels,16713,225,household,health,0,not_received_no_original_raw_package,SEC_B_C_D_E1_F_G1_U_Swahili_Labels;SEC_B_C_D_E1_F_G1_U_Swahili_Labels.*;SEC_B_C_D_E1_F_G1_U_Swahili_Labels.dta;SEC_B_C_D_E1_F_G1_U_Swahili_Labels.sav;SEC_B_C_D_E1_F_G1_U_Swahili_Labels.por;SEC_B_C_D_E1_F_G1_U_Swahili_Labels.sas7bdat;SEC_B_C_D_E1_F_G1_U_Swahili_Labels.xpt;SEC_B_C_D_E1_F_G1_U_Swahili_Labels.csv;*SEC_B_C_D_E1_F_G1_U_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_E2_Swahili_Labels,SECTION E: Labour This file contains data with Swahili labels,114,31,unknown,other,0,not_received_no_original_raw_package,SEC_E2_Swahili_Labels;SEC_E2_Swahili_Labels.*;SEC_E2_Swahili_Labels.dta;SEC_E2_Swahili_Labels.sav;SEC_E2_Swahili_Labels.por;SEC_E2_Swahili_Labels.sas7bdat;SEC_E2_Swahili_Labels.xpt;SEC_E2_Swahili_Labels.csv;*SEC_E2_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_G2_Swahili_Labels,SECTION G: Children Living Elsewhere (Migration) This file contains data with Swahili labels,3960,10,unknown,other,0,not_received_no_original_raw_package,SEC_G2_Swahili_Labels;SEC_G2_Swahili_Labels.*;SEC_G2_Swahili_Labels.dta;SEC_G2_Swahili_Labels.sav;SEC_G2_Swahili_Labels.por;SEC_G2_Swahili_Labels.sas7bdat;SEC_G2_Swahili_Labels.xpt;SEC_G2_Swahili_Labels.csv;*SEC_G2_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_H1_J_K2_O2_P1_Q1_S1_Swahili_Labels,"SECTION H. Governance SECTION J: Housing, Water and Sanitation SECTION K: Consumption of Food Over Past One Week SECTION O: Assistance and Groups SECTION P: Credit SECTION Q: Crime and Justice SECTION S: Deaths in Household This file contains data with Swahili labels",3265,68,household,consumption/welfare,0,not_received_no_original_raw_package,SEC_H1_J_K2_O2_P1_Q1_S1_Swahili_Labels;SEC_H1_J_K2_O2_P1_Q1_S1_Swahili_Labels.*;SEC_H1_J_K2_O2_P1_Q1_S1_Swahili_Labels.dta;SEC_H1_J_K2_O2_P1_Q1_S1_Swahili_Labels.sav;SEC_H1_J_K2_O2_P1_Q1_S1_Swahili_Labels.por;SEC_H1_J_K2_O2_P1_Q1_S1_Swahili_Labels.sas7bdat;SEC_H1_J_K2_O2_P1_Q1_S1_Swahili_Labels.xpt;SEC_H1_J_K2_O2_P1_Q1_S1_Swahili_Labels.csv;*SEC_H1_J_K2_O2_P1_Q1_S1_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_H2_Swahili_Labels,SECTION H. Governance This file contains data with Swahili labels,26096,6,unknown,other,0,not_received_no_original_raw_package,SEC_H2_Swahili_Labels;SEC_H2_Swahili_Labels.*;SEC_H2_Swahili_Labels.dta;SEC_H2_Swahili_Labels.sav;SEC_H2_Swahili_Labels.por;SEC_H2_Swahili_Labels.sas7bdat;SEC_H2_Swahili_Labels.xpt;SEC_H2_Swahili_Labels.csv;*SEC_H2_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_H3_Swahili_Labels,SECTION H. Governance This file contains data with Swahili labels,16313,4,unknown,other,0,not_received_no_original_raw_package,SEC_H3_Swahili_Labels;SEC_H3_Swahili_Labels.*;SEC_H3_Swahili_Labels.dta;SEC_H3_Swahili_Labels.sav;SEC_H3_Swahili_Labels.por;SEC_H3_Swahili_Labels.sas7bdat;SEC_H3_Swahili_Labels.xpt;SEC_H3_Swahili_Labels.csv;*SEC_H3_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_I_Swahili_Labels,"SECTION J: Housing, Water and Sanitation This file contains data with Swahili labels",3620,49,unknown,other,0,not_received_no_original_raw_package,SEC_I_Swahili_Labels;SEC_I_Swahili_Labels.*;SEC_I_Swahili_Labels.dta;SEC_I_Swahili_Labels.sav;SEC_I_Swahili_Labels.por;SEC_I_Swahili_Labels.sas7bdat;SEC_I_Swahili_Labels.xpt;SEC_I_Swahili_Labels.csv;*SEC_I_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_K1_Swahili_Labels,SECTION K: Consumption of Food Over Past One Week This file contains data with Swahili labels,192635,12,unknown,consumption/welfare,0,not_received_no_original_raw_package,SEC_K1_Swahili_Labels;SEC_K1_Swahili_Labels.*;SEC_K1_Swahili_Labels.dta;SEC_K1_Swahili_Labels.sav;SEC_K1_Swahili_Labels.por;SEC_K1_Swahili_Labels.sas7bdat;SEC_K1_Swahili_Labels.xpt;SEC_K1_Swahili_Labels.csv;*SEC_K1_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_L_Swahili_Labels,SECTION L: Non-Food Expenditures - Past One Week and One Month This file contains data with Swahili labels,143660,4,unknown,consumption/welfare,0,not_received_no_original_raw_package,SEC_L_Swahili_Labels;SEC_L_Swahili_Labels.*;SEC_L_Swahili_Labels.dta;SEC_L_Swahili_Labels.sav;SEC_L_Swahili_Labels.por;SEC_L_Swahili_Labels.sas7bdat;SEC_L_Swahili_Labels.xpt;SEC_L_Swahili_Labels.csv;*SEC_L_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_M_Swahili_Labels,SECTION M: Non-Food Expenditures - Past Twelve Months This file contains data with Swahili labels,6528,5,unknown,consumption/welfare,0,not_received_no_original_raw_package,SEC_M_Swahili_Labels;SEC_M_Swahili_Labels.*;SEC_M_Swahili_Labels.dta;SEC_M_Swahili_Labels.sav;SEC_M_Swahili_Labels.por;SEC_M_Swahili_Labels.sas7bdat;SEC_M_Swahili_Labels.xpt;SEC_M_Swahili_Labels.csv;*SEC_M_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_N_Swahili_Labels,SECTION N: Household Assets This file contains data with Swahili labels,39981,3,household,other,0,not_received_no_original_raw_package,SEC_N_Swahili_Labels;SEC_N_Swahili_Labels.*;SEC_N_Swahili_Labels.dta;SEC_N_Swahili_Labels.sav;SEC_N_Swahili_Labels.por;SEC_N_Swahili_Labels.sas7bdat;SEC_N_Swahili_Labels.xpt;SEC_N_Swahili_Labels.csv;*SEC_N_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_O1_Swahili_Labels,SECTION O: Assistance and Groups This file contains data with Swahili labels,19572,6,unknown,other,0,not_received_no_original_raw_package,SEC_O1_Swahili_Labels;SEC_O1_Swahili_Labels.*;SEC_O1_Swahili_Labels.dta;SEC_O1_Swahili_Labels.sav;SEC_O1_Swahili_Labels.por;SEC_O1_Swahili_Labels.sas7bdat;SEC_O1_Swahili_Labels.xpt;SEC_O1_Swahili_Labels.csv;*SEC_O1_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_O3_Swahili_Labels,SECTION O: Assistance and Groups This file contains data with Swahili labels,198,14,unknown,other,0,not_received_no_original_raw_package,SEC_O3_Swahili_Labels;SEC_O3_Swahili_Labels.*;SEC_O3_Swahili_Labels.dta;SEC_O3_Swahili_Labels.sav;SEC_O3_Swahili_Labels.por;SEC_O3_Swahili_Labels.sas7bdat;SEC_O3_Swahili_Labels.xpt;SEC_O3_Swahili_Labels.csv;*SEC_O3_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_P2_Swahili_Labels,SECTION P: Credit This file contains data with Swahili labels,228,13,unknown,other,0,not_received_no_original_raw_package,SEC_P2_Swahili_Labels;SEC_P2_Swahili_Labels.*;SEC_P2_Swahili_Labels.dta;SEC_P2_Swahili_Labels.sav;SEC_P2_Swahili_Labels.por;SEC_P2_Swahili_Labels.sas7bdat;SEC_P2_Swahili_Labels.xpt;SEC_P2_Swahili_Labels.csv;*SEC_P2_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_Q2_Swahili_Labels,SECTION Q: Crime  and Justice This file contains data with Swahili labels,909,14,unknown,other,0,not_received_no_original_raw_package,SEC_Q2_Swahili_Labels;SEC_Q2_Swahili_Labels.*;SEC_Q2_Swahili_Labels.dta;SEC_Q2_Swahili_Labels.sav;SEC_Q2_Swahili_Labels.por;SEC_Q2_Swahili_Labels.sas7bdat;SEC_Q2_Swahili_Labels.xpt;SEC_Q2_Swahili_Labels.csv;*SEC_Q2_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_Q3_Swahili_Labels,SECTION Q: Crime and Justice This file contains data with Swahili labels,287,14,unknown,other,0,not_received_no_original_raw_package,SEC_Q3_Swahili_Labels;SEC_Q3_Swahili_Labels.*;SEC_Q3_Swahili_Labels.dta;SEC_Q3_Swahili_Labels.sav;SEC_Q3_Swahili_Labels.por;SEC_Q3_Swahili_Labels.sas7bdat;SEC_Q3_Swahili_Labels.xpt;SEC_Q3_Swahili_Labels.csv;*SEC_Q3_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_R_Swahili_Labels,SECTION R: Recent Shocks to Household Welfare This file contains data with Swahili labels,10241,8,household,consumption/welfare,0,not_received_no_original_raw_package,SEC_R_Swahili_Labels;SEC_R_Swahili_Labels.*;SEC_R_Swahili_Labels.dta;SEC_R_Swahili_Labels.sav;SEC_R_Swahili_Labels.por;SEC_R_Swahili_Labels.sas7bdat;SEC_R_Swahili_Labels.xpt;SEC_R_Swahili_Labels.csv;*SEC_R_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_S2_Swahili_Labels,SECTION S: Deaths in Household This file contains data with Swahili labels,334,17,household,geography,0,not_received_no_original_raw_package,SEC_S2_Swahili_Labels;SEC_S2_Swahili_Labels.*;SEC_S2_Swahili_Labels.dta;SEC_S2_Swahili_Labels.sav;SEC_S2_Swahili_Labels.por;SEC_S2_Swahili_Labels.sas7bdat;SEC_S2_Swahili_Labels.xpt;SEC_S2_Swahili_Labels.csv;*SEC_S2_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,Agriculture SEC_1_ALL_Swahili_Labels,AGRICULTURE QUESTIONNAIRE - 1. Household Roster This file contains data with Swahili labels,12923,5,household,agriculture,0,not_received_no_original_raw_package,Agriculture SEC_1_ALL_Swahili_Labels;Agriculture SEC_1_ALL_Swahili_Labels.*;Agriculture SEC_1_ALL_Swahili_Labels.dta;Agriculture SEC_1_ALL_Swahili_Labels.sav;Agriculture SEC_1_ALL_Swahili_Labels.por;Agriculture SEC_1_ALL_Swahili_Labels.sas7bdat;Agriculture SEC_1_ALL_Swahili_Labels.xpt;Agriculture SEC_1_ALL_Swahili_Labels.csv;*Agriculture SEC_1_ALL_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_2A_Swahili_Labels,Agriculture Questionnaire - Plot Roster Plots anyone in your household owned or cultivated during the 2008 long rainy season. This file contains data with Swahili labels,5128,3,household,geography,0,not_received_no_original_raw_package,SEC_2A_Swahili_Labels;SEC_2A_Swahili_Labels.*;SEC_2A_Swahili_Labels.dta;SEC_2A_Swahili_Labels.sav;SEC_2A_Swahili_Labels.por;SEC_2A_Swahili_Labels.sas7bdat;SEC_2A_Swahili_Labels.xpt;SEC_2A_Swahili_Labels.csv;*SEC_2A_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_2B_Swahili_Labels,Agriculture Questionnaire - Plot Roster Additional plots owned or cultivated by anyone in the household during the short rainy season This file contains data with Swahili labels,86,3,household,geography,0,not_received_no_original_raw_package,SEC_2B_Swahili_Labels;SEC_2B_Swahili_Labels.*;SEC_2B_Swahili_Labels.dta;SEC_2B_Swahili_Labels.sav;SEC_2B_Swahili_Labels.por;SEC_2B_Swahili_Labels.sas7bdat;SEC_2B_Swahili_Labels.xpt;SEC_2B_Swahili_Labels.csv;*SEC_2B_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_3A_Swahili_Labels,Agriculture Questionnaire Plot details - 3A. Long rainy season This file contains data with Swahili labels,5126,175,community/geography,geography,0,not_received_no_original_raw_package,SEC_3A_Swahili_Labels;SEC_3A_Swahili_Labels.*;SEC_3A_Swahili_Labels.dta;SEC_3A_Swahili_Labels.sav;SEC_3A_Swahili_Labels.por;SEC_3A_Swahili_Labels.sas7bdat;SEC_3A_Swahili_Labels.xpt;SEC_3A_Swahili_Labels.csv;*SEC_3A_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_3B_Swahili_Labels,Agriculture Questionnaire This file contains data with Swahili labels,5182,169,agriculture/plot,agriculture,0,not_received_no_original_raw_package,SEC_3B_Swahili_Labels;SEC_3B_Swahili_Labels.*;SEC_3B_Swahili_Labels.dta;SEC_3B_Swahili_Labels.sav;SEC_3B_Swahili_Labels.por;SEC_3B_Swahili_Labels.sas7bdat;SEC_3B_Swahili_Labels.xpt;SEC_3B_Swahili_Labels.csv;*SEC_3B_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_4A_Swahili_Labels,Agriculture Questionnaire This file contains data with Swahili labels,5704,28,agriculture/plot,agriculture,0,not_received_no_original_raw_package,SEC_4A_Swahili_Labels;SEC_4A_Swahili_Labels.*;SEC_4A_Swahili_Labels.dta;SEC_4A_Swahili_Labels.sav;SEC_4A_Swahili_Labels.por;SEC_4A_Swahili_Labels.sas7bdat;SEC_4A_Swahili_Labels.xpt;SEC_4A_Swahili_Labels.csv;*SEC_4A_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,nps_weights_oct2010,,409,11,unknown,other,0,not_received_no_original_raw_package,nps_weights_oct2010;nps_weights_oct2010.*;nps_weights_oct2010.dta;nps_weights_oct2010.sav;nps_weights_oct2010.por;nps_weights_oct2010.sas7bdat;nps_weights_oct2010.xpt;nps_weights_oct2010.csv;*nps_weights_oct2010*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,HH.Geovariables_Y1,,2990,49,household,other,1,not_received_no_original_raw_package,HH.Geovariables_Y1;HH.*;*HH*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SECTA1A2_Swahili_Labels,Community Questionnaire Section CA: Identification This file contains data with Swahili labels,407,23,community/geography,other,0,not_received_no_original_raw_package,SECTA1A2_Swahili_Labels;SECTA1A2_Swahili_Labels.*;SECTA1A2_Swahili_Labels.dta;SECTA1A2_Swahili_Labels.sav;SECTA1A2_Swahili_Labels.por;SECTA1A2_Swahili_Labels.sas7bdat;SECTA1A2_Swahili_Labels.xpt;SECTA1A2_Swahili_Labels.csv;*SECTA1A2_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SECTCB_Swahili_Labels,Community Questionnaire Section CB: Access to Basic Services This file contains data with Swahili labels,11396,10,community/geography,other,0,not_received_no_original_raw_package,SECTCB_Swahili_Labels;SECTCB_Swahili_Labels.*;SECTCB_Swahili_Labels.dta;SECTCB_Swahili_Labels.sav;SECTCB_Swahili_Labels.por;SECTCB_Swahili_Labels.sas7bdat;SECTCB_Swahili_Labels.xpt;SECTCB_Swahili_Labels.csv;*SECTCB_Swahili_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SECTCEFG,Community Questionnaire Section CE: Agriculture Section CF: Demography and Family Issues Section CG: Governance,407,49,community/geography,agriculture,1,not_received_no_original_raw_package,SECTCEFG;SECTCEFG.*;SECTCEFG.dta;SECTCEFG.sav;SECTCEFG.por;SECTCEFG.sas7bdat;SECTCEFG.xpt;SECTCEFG.csv;*SECTCEFG*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SECTCH,Community Questionnaire Section CH:  Roster of Community Leaders,407,36,person,geography,1,not_received_no_original_raw_package,SECTCH;SECTCH.*;SECTCH.dta;SECTCH.sav;SECTCH.por;SECTCH.sas7bdat;SECTCH.xpt;SECTCH.csv;*SECTCH*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SECTCI,Community Questionnaire Section CI: Crime and Policing,407,59,community/geography,other,0,not_received_no_original_raw_package,SECTCI;SECTCI.*;SECTCI.dta;SECTCI.sav;SECTCI.por;SECTCI.sas7bdat;SECTCI.xpt;SECTCI.csv;*SECTCI*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SECTCJ_S,Community Questionnaire Section CJ: Market Prices,19159,15,community/geography,other,0,not_received_no_original_raw_package,SECTCJ_S;SECTCJ_S.*;SECTCJ_S.dta;SECTCJ_S.sav;SECTCJ_S.por;SECTCJ_S.sas7bdat;SECTCJ_S.xpt;SECTCJ_S.csv;*SECTCJ_S*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_A_T_English_Labels,SECTION A-1: Household Identification SECTION T-1: Household Recontact Information SECTION T-2: Filter Questions for Ag Module This file contains data with English labels,3265,34,household,other,1,not_received_no_original_raw_package,SEC_A_T_English_Labels;SEC_A_T_English_Labels.*;SEC_A_T_English_Labels.dta;SEC_A_T_English_Labels.sav;SEC_A_T_English_Labels.por;SEC_A_T_English_Labels.sas7bdat;SEC_A_T_English_Labels.xpt;SEC_A_T_English_Labels.csv;*SEC_A_T_English_Labels*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
