country,survey_name,wave,idno,file,raw_variable,raw_label,harmonized_variable,unit,recall_period,construction_rule,quality_flag,notes
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_n,strata,Stratum: district&urb/rural (30 total),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module N: Agriculture - general"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_n,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module N: Agriculture - general"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_o,add,Ag Development District,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module O: Agriculture - rainfed cultivation"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_o,dist,DISTRICT,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module O: Agriculture - rainfed cultivation"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_o,region,Region,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module O: Agriculture - rainfed cultivation"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_o,reside,dummy variable for urban(0)/rural(1),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module O: Agriculture - rainfed cultivation"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_o,strata,Stratum: district&urb/rural (30 total),admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module O: Agriculture - rainfed cultivation"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_o,strata,Stratum: district&urb/rural (30 total),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module O: Agriculture - rainfed cultivation"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_o,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module O: Agriculture - rainfed cultivation"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_p,add,Ag Development District,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module P: Agriculture - Rainfed crop sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_p,dist,DISTRICT,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module P: Agriculture - Rainfed crop sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_p,region,Region,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module P: Agriculture - Rainfed crop sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_p,reside,dummy variable for urban(0)/rural(1),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module P: Agriculture - Rainfed crop sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_p,strata,Stratum: district&urb/rural (30 total),admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module P: Agriculture - Rainfed crop sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_p,strata,Stratum: district&urb/rural (30 total),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module P: Agriculture - Rainfed crop sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_p,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module P: Agriculture - Rainfed crop sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_q1,add,Ag Development District,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module Q: Agriculture - Tobacco"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_q1,dist,DISTRICT,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module Q: Agriculture - Tobacco"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_q1,region,Region,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module Q: Agriculture - Tobacco"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_q1,reside,dummy variable for urban(0)/rural(1),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module Q: Agriculture - Tobacco"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_q1,strata,Stratum: district&urb/rural (30 total),admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module Q: Agriculture - Tobacco"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_q1,strata,Stratum: district&urb/rural (30 total),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module Q: Agriculture - Tobacco"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_q1,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module Q: Agriculture - Tobacco"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_q2,add,Ag Development District,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module Q: Agriculture - Tobacco"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_q2,dist,DISTRICT,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module Q: Agriculture - Tobacco"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_q2,region,Region,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module Q: Agriculture - Tobacco"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_q2,reside,dummy variable for urban(0)/rural(1),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module Q: Agriculture - Tobacco"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_q2,strata,Stratum: district&urb/rural (30 total),admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module Q: Agriculture - Tobacco"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_q2,strata,Stratum: district&urb/rural (30 total),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module Q: Agriculture - Tobacco"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_q2,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module Q: Agriculture - Tobacco"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_r,add,Ag Development District,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module R: Agriculture - Dry-season (Dimba ) cultivation"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_r,dist,DISTRICT,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module R: Agriculture - Dry-season (Dimba ) cultivation"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_r,region,Region,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module R: Agriculture - Dry-season (Dimba ) cultivation"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_r,reside,dummy variable for urban(0)/rural(1),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module R: Agriculture - Dry-season (Dimba ) cultivation"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_r,strata,Stratum: district&urb/rural (30 total),admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module R: Agriculture - Dry-season (Dimba ) cultivation"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_r,strata,Stratum: district&urb/rural (30 total),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module R: Agriculture - Dry-season (Dimba ) cultivation"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_r,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module R: Agriculture - Dry-season (Dimba ) cultivation"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_s,add,Ag Development District,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module S: Agriculture - Dry-season (Dimba ) crop sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_s,dist,DISTRICT,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module S: Agriculture - Dry-season (Dimba ) crop sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_s,region,Region,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module S: Agriculture - Dry-season (Dimba ) crop sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_s,reside,dummy variable for urban(0)/rural(1),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module S: Agriculture - Dry-season (Dimba ) crop sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_s,strata,Stratum: district&urb/rural (30 total),admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module S: Agriculture - Dry-season (Dimba ) crop sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_s,strata,Stratum: district&urb/rural (30 total),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module S: Agriculture - Dry-season (Dimba ) crop sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_s,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module S: Agriculture - Dry-season (Dimba ) crop sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_t,add,Ag Development District,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module T: Agriculture - Tree crop production & sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_t,dist,DISTRICT,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module T: Agriculture - Tree crop production & sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_t,region,Region,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module T: Agriculture - Tree crop production & sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_t,reside,dummy variable for urban(0)/rural(1),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module T: Agriculture - Tree crop production & sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_t,strata,Stratum: district&urb/rural (30 total),admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module T: Agriculture - Tree crop production & sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_t,strata,Stratum: district&urb/rural (30 total),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module T: Agriculture - Tree crop production & sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_t,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module T: Agriculture - Tree crop production & sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_u,add,Ag Development District,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module U: Agriculture - Livestock & livestock sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_u,dist,DISTRICT,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module U: Agriculture - Livestock & livestock sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_u,region,Region,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module U: Agriculture - Livestock & livestock sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_u,reside,dummy variable for urban(0)/rural(1),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module U: Agriculture - Livestock & livestock sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_u,strata,Stratum: district&urb/rural (30 total),admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module U: Agriculture - Livestock & livestock sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_u,strata,Stratum: district&urb/rural (30 total),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module U: Agriculture - Livestock & livestock sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_u,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module U: Agriculture - Livestock & livestock sales"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_v,add,Ag Development District,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module V: Household enterprises"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_v,dist,DISTRICT,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module V: Household enterprises"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_v,region,Region,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module V: Household enterprises"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_v,reside,dummy variable for urban(0)/rural(1),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module V: Household enterprises"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_v,strata,Stratum: district&urb/rural (30 total),admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module V: Household enterprises"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_v,strata,Stratum: district&urb/rural (30 total),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module V: Household enterprises"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_v,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module V: Household enterprises"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_w,add,Ag Development District,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module W: Other income"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_w,dist,DISTRICT,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module W: Other income"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_w,region,Region,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module W: Other income"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_w,reside,dummy variable for urban(0)/rural(1),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module W: Other income"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_w,strata,Stratum: district&urb/rural (30 total),admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module W: Other income"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_w,strata,Stratum: district&urb/rural (30 total),rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module W: Other income"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_w,type,"EA Type: Major Urban,Boma/Large center, Small Urban,Rural,Gazetted",rural,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=rural_urban; file_description=Household characteristics, income and expenditure questionnaire, Module W: Other income"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_x,add,Ag Development District,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module X: Gifts received and given by household"
Malawi,Second Integrated Household Survey 2004-2005,2004-2005,MWI_2004_IHS-II_v01_M,sec_x,dist,DISTRICT,admin1_or_admin2,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=admin_geography; file_description=Household characteristics, income and expenditure questionnaire, Module X: Gifts received and given by household"
