acquisition_batch_rank,batch_role,country,survey_name,wave,idno,concept,required_for,candidate_rank_within_concept,candidate_files,candidate_raw_variable,candidate_harmonized_variables,raw_label,metadata_confidence,confidence_reason,verification_checks,minimum_raw_evidence_needed,raw_file_status,raw_variable_status,verification_status,harmonization_decision,fill_raw_file_used,fill_raw_variable_used,fill_variable_label_verified,fill_value_distribution_checked,fill_missing_codes_documented,fill_unit_recall_period_documented,fill_merge_key_level_verified,fill_outlier_or_skip_pattern_notes,fill_promote_to_harmonization_recipe,review_notes
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,survey_weight,main_financial_sample,2,SEC_A_T_English_Labels;nps_weights_oct2010,hh_weight,household_weight_or_person_weight,Household weight for national-level estimates,high,explicit survey weight evidence,numeric positive weights; household vs person applicability; extreme weights; survey design documentation,household or person survey weight appropriate to the outcome unit,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,survey_weight,main_financial_sample,3,SEC_A_T_English_Labels;nps_weights_oct2010,hh_weight_trimmed,household_weight_or_person_weight,"Household weight for national-level estimates, trimmed",high,explicit survey weight evidence,numeric positive weights; household vs person applicability; extreme weights; survey design documentation,household or person survey weight appropriate to the outcome unit,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,survey_weight,main_financial_sample,4,SEC_B_C_D_E1_F_G1_U_English_Labels,suq4,household_weight_or_person_weight,SUQ_4: WEIGHT?,high,explicit survey weight evidence,numeric positive weights; household vs person applicability; extreme weights; survey design documentation,household or person survey weight appropriate to the outcome unit,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,total_consumption_or_income,main_financial_sample,1,SEC_3A_English_Labels,s3aq4,total_consumption_or_income;agriculture_livelihood;shock_module_variable,S3AQ4. Total income from renting out this plot during the LongRainy08,high,explicit total consumption/income or welfare aggregate evidence;agriculture/livelihood evidence; moderator role requires raw data;broad shocks/livelihood keyword hit only,numeric type; local currency unit; recall/reference period; aggregate source; negative/zero values; household level,survey-team aggregate preferred; otherwise documented reconstruction components,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,total_consumption_or_income,main_financial_sample,2,SEC_3B_English_Labels,s3bq4,total_consumption_or_income;agriculture_livelihood;shock_module_variable,S3AQ4. Total income from renting out this plot during last ShortRainy,high,explicit total consumption/income or welfare aggregate evidence;agriculture/livelihood evidence; moderator role requires raw data;broad shocks/livelihood keyword hit only,numeric type; local currency unit; recall/reference period; aggregate source; negative/zero values; household level,survey-team aggregate preferred; otherwise documented reconstruction components,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,total_consumption_or_income,main_financial_sample,3,TZY1.HH.Consumption,expm,total_consumption_or_income,"Total consumption, annual, nominal",high,explicit total consumption/income or welfare aggregate evidence,numeric type; local currency unit; recall/reference period; aggregate source; negative/zero values; household level,survey-team aggregate preferred; otherwise documented reconstruction components,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,total_consumption_or_income,main_financial_sample,4,TZY1.HH.Consumption,expmR,total_consumption_or_income,"Total consumption, annual, real",high,explicit total consumption/income or welfare aggregate evidence,numeric type; local currency unit; recall/reference period; aggregate source; negative/zero values; household level,survey-team aggregate preferred; otherwise documented reconstruction components,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,care_or_barrier,double_failure_sample,1,HH_SEC_D,hh_d04_1,care_sought,How was the 1ST treatment financed?,high,health-care access/barrier evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,care_or_barrier,double_failure_sample,2,HH_SEC_D,hh_d04_2,care_sought,How was the 2ND treatment financed?,high,health-care access/barrier evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,care_or_barrier,double_failure_sample,3,HH_SEC_D,hh_d48,care_sought,Did [NAME] seek advice or treatment for the diarrhea?,high,health-care access/barrier evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,care_or_barrier,double_failure_sample,4,HH_SEC_D,hh_d49_1,care_sought,Where did [NAME] seek advice or treatment? - 1ST,high,health-care access/barrier evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,care_or_barrier,double_failure_sample,5,HH_SEC_D,hh_d49_2,care_sought,Where did [NAME] seek advice or treatment? - 2ND,high,health-care access/barrier evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,care_or_barrier,double_failure_sample,6,HH_SEC_D,hh_d49_3,care_sought,Where did [NAME] seek advice or treatment? - 3RD,high,health-care access/barrier evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,main_financial_sample,1,AG_SEC2A,ag2a_09,latitude_or_longitude,Area (Acres) GPS measurement,high,explicit coordinate/GPS evidence,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,main_financial_sample,2,AG_SEC2A,ag2a_10,latitude_or_longitude;shock_module_variable,Weather condition at GPS measurement,high,explicit coordinate/GPS evidence;broad shocks/livelihood keyword hit only,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,main_financial_sample,3,AG_SEC2B,ag2b_20,latitude_or_longitude,Area (Acres) GPS measurement,high,explicit coordinate/GPS evidence,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,main_financial_sample,4,AG_SEC2B,ag2b_21,latitude_or_longitude;shock_module_variable,Weather condition at GPS measurement,high,explicit coordinate/GPS evidence;broad shocks/livelihood keyword hit only,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,main_financial_sample,5,COMSEC_CA;COMSEC_CB;COMSEC_CD;COMSEC_CE;COMSEC_CF;COMSEC_CG;COMSEC_CH;COMSEC_CI;COMSEC_CJ;comsec_cc,id_01,admin1_or_admin2,1.REGION;Region,high,explicit administrative geography or cluster evidence,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,main_financial_sample,6,COMSEC_CD,cm_d04b,admin1_or_admin2,(b) District or Central Government declaring land in the village as reserve land,high,explicit administrative geography or cluster evidence,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,main_financial_sample,7,COMSEC_CD,cm_d05bm,admin1_or_admin2,(b) District or Central Government declaring land in the village as reserve land,high,explicit administrative geography or cluster evidence,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,main_financial_sample,8,COMSEC_CD,cm_d05by,admin1_or_admin2,(b) District or Central Government declaring land in the village as reserve land,high,explicit administrative geography or cluster evidence,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,main_financial_sample,9,COMSEC_CD,cm_d06b,admin1_or_admin2,(b) District or Central Government declaring land in the village as reserve land,high,explicit administrative geography or cluster evidence,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,main_financial_sample,10,COMSEC_CD,cm_d07b,admin1_or_admin2,(b) District or Central Government declaring land in the village as reserve land,high,explicit administrative geography or cluster evidence,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,main_financial_sample,11,HH.Geovariables_Y2,lat_modified,latitude_or_longitude,GPS Latitude Modified,high,explicit coordinate/GPS evidence,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,main_financial_sample,12,HH.Geovariables_Y2,lon_modified,latitude_or_longitude,GPS Longitude Modified,high,explicit coordinate/GPS evidence,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,main_financial_sample,13,HH_SEC_A,district,admin1_or_admin2,district,high,explicit administrative geography or cluster evidence,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,main_financial_sample,14,HH_SEC_A;TZY1.HH.Consumption;TZY2.HH.Consumption,region,admin1_or_admin2,region;Region,high,explicit administrative geography or cluster evidence,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,main_financial_sample,15,HH_SEC_A,ward,admin1_or_admin2,ward,high,explicit administrative geography or cluster evidence,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,main_financial_sample,16,COMSEC_CA;COMSEC_CB;COMSEC_CD;COMSEC_CE;COMSEC_CF;COMSEC_CG;COMSEC_CH;COMSEC_CI;COMSEC_CJ;comsec_cc,id_02,admin1_or_admin2,2.DISTRICT;District,moderate,geography wording present but raw role requires verification,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,demographics,covariates_and_subgroups,1,AG_SEC01,ag1a_02,age,Age,high,explicit age evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,demographics,covariates_and_subgroups,2,AG_SEC01,ag1a_03,sex,Sex,high,explicit sex/gender evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,demographics,covariates_and_subgroups,3,COMSEC_CE,cm_e11,sex,"Approximately, how many female members dose the SACCOS have?",high,explicit sex/gender evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,demographics,covariates_and_subgroups,4,COMSEC_CI,cm_i02,sex,Gender,high,explicit sex/gender evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,demographics,covariates_and_subgroups,5,COMSEC_CI,cm_i11,education,The highest level of education of the leader,high,explicit education evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,demographics,covariates_and_subgroups,6,HH_SEC_B,hh_b02,sex,Sex,high,explicit sex/gender evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,demographics,covariates_and_subgroups,7,HH_SEC_B,hh_b05,household_head_marker,What is [NAME]'s relationship to the head of household?,high,explicit household-head evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,demographics,covariates_and_subgroups,8,HH_SEC_B,hh_b13,age,What was [NAME]'s age when [NAME]'s father died?,high,explicit age evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,demographics,covariates_and_subgroups,9,HH_SEC_B,hh_b16,age,What was [NAME]'s age when [NAME]'s mother died?,high,explicit age evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,demographics,covariates_and_subgroups,10,HH_SEC_C,hh_c04,age,At what age did [NAME] start school?,high,explicit age evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,demographics,covariates_and_subgroups,11,HH_SEC_C,hh_c07,education,What is the highest grade completed by [NAME]?,high,explicit education evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,demographics,covariates_and_subgroups,12,HH_SEC_C,hh_c17,education,Has [NAME] missed school in the last two schooling weeks?,high,explicit education evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,demographics,covariates_and_subgroups,13,HH_SEC_C,hh_c28_1,education,How much was spent on [NAME]'s education in the last 12 mont,high,explicit education evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,demographics,covariates_and_subgroups,14,HH_SEC_C,hh_c28_2,education,How much was spent on [NAME]'s education in the last 12 mont,high,explicit education evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,demographics,covariates_and_subgroups,15,HH_SEC_C,hh_c28_3,education,How much was spent on [NAME]'s education in the last 12 mont,high,explicit education evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,demographics,covariates_and_subgroups,16,HH_SEC_C,hh_c28_4,education,How much was spent on [NAME]'s education in the last 12 mont,high,explicit education evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,health_need,double_failure_sample,1,HH_SEC_D,hh_d12_1,illness_or_injury_need,1st type of illness or injury that led [NAME] to hospitaliza,high,explicit illness/injury/need evidence,need denominator definition; skip pattern; individual vs household level; recall period; missing and no-need coding,"illness, injury, symptom, or other health-need denominator",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,health_need,double_failure_sample,2,HH_SEC_D,hh_d12_2,illness_or_injury_need,2nd type of illness or injury that led [NAME] to hospitaliza,high,explicit illness/injury/need evidence,need denominator definition; skip pattern; individual vs household level; recall period; missing and no-need coding,"illness, injury, symptom, or other health-need denominator",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,health_need,double_failure_sample,3,HH_SEC_S,hh_s09,illness_or_injury_need;age,"Did [NAME] die of old age, an illness, or of some other caus",high,explicit illness/injury/need evidence;explicit age evidence,need denominator definition; skip pattern; individual vs household level; recall period; missing and no-need coding,"illness, injury, symptom, or other health-need denominator",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,health_need,double_failure_sample,4,HH_SEC_S,hh_s10,illness_or_injury_need,'What was the non-illness cause of [NAME]'s death?,high,explicit illness/injury/need evidence,need denominator definition; skip pattern; individual vs household level; recall period; missing and no-need coding,"illness, injury, symptom, or other health-need denominator",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,health_need,double_failure_sample,5,HH_SEC_S,hh_s11_1,illness_or_injury_need,What was the illness that caused [NAME]'s death?,high,explicit illness/injury/need evidence,need denominator definition; skip pattern; individual vs household level; recall period; missing and no-need coding,"illness, injury, symptom, or other health-need denominator",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,health_need,double_failure_sample,6,HH_SEC_S,hh_s11_2,illness_or_injury_need,What was the illness that caused [NAME]'s death?,high,explicit illness/injury/need evidence,need denominator definition; skip pattern; individual vs household level; recall period; missing and no-need coding,"illness, injury, symptom, or other health-need denominator",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,health_need,double_failure_sample,7,HH_SEC_S,hh_s12_1,illness_or_injury_need,For how long was [NAME] suffering from this illness before h,high,explicit illness/injury/need evidence,need denominator definition; skip pattern; individual vs household level; recall period; missing and no-need coding,"illness, injury, symptom, or other health-need denominator",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,health_need,double_failure_sample,8,HH_SEC_S,hh_s12_2,illness_or_injury_need,For how long was [NAME] suffering from this illness before h,high,explicit illness/injury/need evidence,need denominator definition; skip pattern; individual vs household level; recall period; missing and no-need coding,"illness, injury, symptom, or other health-need denominator",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
