download_priority_order,queue_role,country,wave,idno,requirement,metadata_status,metadata_evidence_excerpt,current_raw_package_status,requirement_acceptance_status,required_evidence,raw_review_action
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,household_person_keys,metadata_hit_raw_review_required,case_id: Unique Household Identifier | HHID: Survey Solutions Unique HH Identifier | case_id: Unique Household Identifier | PID: ID Code | PID: ID Code | PID: ID Code,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,weights_and_design,metadata_hit_raw_review_required,hh_wgt: Household Sampling Weight | hh_v08: WEIGHT OF CHILD | hh_wgt: Household Sampling Weight | ea_id: Unique Enumeration Area Code | hh_a03: EA CODE | hh_f04_2a_1: What is the area of this property?,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,consumption_or_income,not_found_in_public_metadata_raw_review_required,No public metadata hit; verify directly in original package and questionnaires.,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,oop_health_expenditure,not_found_in_public_metadata_raw_review_required,No public metadata hit; verify directly in original package and questionnaires.,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,health_need_and_access,metadata_hit_raw_review_required,hh_d04: During the past 2 weeks has [NAME] suffered from an illness or injury | hh_d05a: Illness 1 | hh_d05b: Illness 2 | com_cd53: Is this health facilityâ€¦ | com_cd54: Is this health facility electrified? | com_cd6...,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,survey_timing,metadata_hit_raw_review_required,interviewDate: Interview Date | InterviewDate: Interview Start Date | smonth: Month of interview | interviewDate: Interview Date | InterviewDate: Interview Start Date | smonth: Month of interview | catalog years avail...,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,climate_geography,metadata_hit_raw_review_required,"hh_f04_2b_1: What is the area of this property? GPS MEASURE | ag_b105e: IF YOU DID NOT RECORD THE GPS COORDINATES, PLEASE SPECIFY REASON. | ag_b105e_oth: PLEASE SPECIFY REASON YOU DID NOT RECORD THE GPS COORDINATES | ...",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,missing_codes_units_recall_skip_patterns,raw_review_required,"Public metadata cannot verify missing codes, skip patterns, units, and recall periods; inspect original raw files and documentation.",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,household_person_keys,metadata_hit_raw_review_required,HHID: Assigned Unique Serial Number for IHS3 Baseline Household | id_code: Household Member ID Code | id_code: Household Member ID Code | id_code: Household Member ID Code,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,weights_and_design,metadata_hit_raw_review_required,hh_wgt: Household Sampling Weight | hh_v08: Weight of child | hhweight: Baseline Sampling Weight | strata: Baseline Stratum - Region x Urban/Rural | ea_id: Unique EA Identifier | ea_id: Unique EA Identifier | ea_id: U...,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,consumption_or_income,not_found_in_public_metadata_raw_review_required,No public metadata hit; verify directly in original package and questionnaires.,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,oop_health_expenditure,not_found_in_public_metadata_raw_review_required,No public metadata hit; verify directly in original package and questionnaires.,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,health_need_and_access,metadata_hit_raw_review_required,hh_d04: During the past 2 weeks have you suffered from an illness or injury? | hh_d05a: What was the illness or injury (Problem 1)? | hh_d05a_os: What was the illness or injury (Problem 1)? (Other Specify) | com_cd53:...,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,survey_timing,metadata_hit_raw_review_required,hh_a23_1: Interview Date [MDY] (Visit 1) | hh_a23b_1: Month of Interview (Visit 1) | hh_a23_2: Interview Date [MDY] (Visit 2) | hh_a23_1: Interview Date [MDY] (Visit 1) | hh_a23b_1: Month of Interview (Visit 1) | hh_a...,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,climate_geography,metadata_hit_raw_review_required,ag_c05d_os: Reason GPS not taken | ag_j05c: What is the area of this [PLOT]? (GPS MEASURE/AREA IN ACRES) | lat_modified: EA Latitude Modified | hh_a01: DISTRICT | hh_b10b: In which district/country was [NAME] born (Co...,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,missing_codes_units_recall_skip_patterns,raw_review_required,"Public metadata cannot verify missing codes, skip patterns, units, and recall periods; inspect original raw files and documentation.",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,household_person_keys,metadata_hit_raw_review_required,HHID: HHID | HHID: Unique HH Identifier Across Panel Waves | HHID: Unique HH Identifier Across Panel Waves | cropID: Crop Name | cropID: Crop Name | cropID: Crop Name,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,weights_and_design,metadata_hit_raw_review_required,"a8aq2: What was the live weight, on average, of this livestock that this household slau | mult: panel weight for round 3 | h6q27: WEIGHT( in KG's) | a7bq1a: Has this household practiced any controlled mating or other ...",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,consumption_or_income,metadata_hit_raw_review_required,welfare: cpexp30 adjusted by equiv - Consumption Aggregate,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,oop_health_expenditure,not_found_in_public_metadata_raw_review_required,No public metadata hit; verify directly in original package and questionnaires.,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,health_need_and_access,metadata_hit_raw_review_required,"a6aq11: During the last 12 months, how many were lost to injury/accident/natural calamit | a6bq11: During the last 6 months, how many were lost to injury,accident or natural calam | a6cq11: During the last 3 months, h...",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,survey_timing,metadata_hit_raw_review_required,catalog years available,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,climate_geography,metadata_hit_raw_review_required,"lat_mod: Latitude in degrees, modified (wgs84) | source: Location type used in generating modified coordinates | nogps: no_GPS | dist_admctr: HH Distance in (KMs) to Headquarters of District of Residence | rf_regime: ...",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,missing_codes_units_recall_skip_patterns,raw_review_required,"Public metadata cannot verify missing codes, skip patterns, units, and recall periods; inspect original raw files and documentation.",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,household_person_keys,metadata_hit_raw_review_required,t0_hhid: Household ID number linking household data to other waves | hhid: Unique 32-character long identifier of the interview | hhid: InterviewId | cropID: Roster instance identifier | cropID: Roster instance identi...,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,weights_and_design,metadata_hit_raw_review_required,hwgt_w7: Household pano weight wave7 | wgt: Cross sectional weight 2018/2019 | hwgt_wc: Panel weight with all sections completed | s4aq07: 7.What was the total area of %rostertitle% planted? | s4bq07: 7.What was the t...,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,consumption_or_income,not_found_in_public_metadata_raw_review_required,No public metadata hit; verify directly in original package and questionnaires.,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,oop_health_expenditure,not_found_in_public_metadata_raw_review_required,No public metadata hit; verify directly in original package and questionnaires.,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,health_need_and_access,metadata_hit_raw_review_required,"s6aq11: 11. During the last 12 months, how many %rostertitle% were lost to injury, accid | s6bq11: 11. During the last 6 months, how many %rostertitle% were lost to injury, accide | s6cq11: 11. During the last 3 month...",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,survey_timing,metadata_hit_raw_review_required,s1bq2a: 2A. Date of Interview (DD/MM/YYYY): | s1bq3a: 3A. Date of Interview (DD/MM/YYYY): | s1bq3a_v2: 3A.VISIT2-Date of Interview (DD/MM/YYYY): | s1bq2a: 2A. Date of Interview (DD/MM/YYYY): | s1bq3a: 3A. Date of Inte...,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,climate_geography,metadata_hit_raw_review_required,"s2aq4: 4. Size of this parcel in acres? GPS with two decimal digits | s2aq04: 4. Size of this parcel in acres? GPS with two decimal digits | pub_lat_mod: Latitude in degrees, modified | region: 1 central, 2 eastern, 3...",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,missing_codes_units_recall_skip_patterns,raw_review_required,"Public metadata cannot verify missing codes, skip patterns, units, and recall periods; inspect original raw files and documentation.",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,household_person_keys,metadata_hit_raw_review_required,HHID: None | HHID: None | hh: Household HHID | cropID: Crop Name | cropID_other: Specify Other Crop | cropID: Crop_Code2:Crop Name,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,weights_and_design,metadata_hit_raw_review_required,"hwgt_W5: Panel HH weight for Wave5 | mult: Household weight | a8aq2: A8AQ2: What was the live weight, on average, of this livestock that the househol | a7bq1b: A7BQ1B: What has been the main controlled mating or breed...",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,consumption_or_income,not_found_in_public_metadata_raw_review_required,No public metadata hit; verify directly in original package and questionnaires.,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,oop_health_expenditure,not_found_in_public_metadata_raw_review_required,No public metadata hit; verify directly in original package and questionnaires.,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,health_need_and_access,metadata_hit_raw_review_required,"a6aq11: A6AQ11:During the last 12 months, how many were lost to injury, accident or natu | a6bq11: A6BQ11:During the last 6 months, how many were lost to injury, accident or natur | a6cq11: A6CQ11: During the last 3 m...",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,survey_timing,metadata_hit_raw_review_required,month: Month of Interview | month: Month of Interview | catalog years available,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,climate_geography,metadata_hit_raw_review_required,Visit_GPS_Parcel: Were you able to visit the parcel to record the GPS measurement? | GPS_Not_Captured: Why was the GPS measurement not captured? | GPS_Manual: Was the handheld GPS device able to capture the coordinate...,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,missing_codes_units_recall_skip_patterns,raw_review_required,"Public metadata cannot verify missing codes, skip patterns, units, and recall periods; inspect original raw files and documentation.",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
