priority_rank,priority_score,idno,dataset,official_url,file_name,module_guess,unit_guess,candidate_categories,candidate_harmonized_variables,candidate_raw_variables_examples,candidate_variable_count,download_status,post_download_action,notes
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F196,,,demographics;shocks;survey_design,asset_index_or_asset_variable;hhid;shock_module_variable,y4_hhid;hh_i02;hh_i03;hh_i04;hh_i05;hh_i08;hh_i09;hh_i10;hh_i18;hh_i19;hh_i21;hh_i24_1,14,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F210,,,demographics;health_need_access;survey_design,age;asset_index_or_asset_variable;hhid;household_head_marker;illness_or_injury_need;sex,hh_s09;hh_s10;hh_s11_1;hh_s11_2;hh_s12_1;hh_s12_2;y4_hhid;hh_s03;hh_s05;hh_s07_1;hh_s07_2;hh_s09,13,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F163,,,geography;shocks;survey_design,agriculture_livelihood;hhid;latitude_or_longitude;shock_module_variable,ag2b_17_1;ag2b_17_2;ag2b_17_3;ag2b_17_4;ag2b_20;y4_hhid;ag2b_16;ag2b_18;ag2b_19;ag2b_21;plotname;plotnum,12,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F170,,,shocks;survey_design,agriculture_livelihood;hhid;shock_module_variable,y4_hhid;ag6a_01;ag6a_02;ag6a_05;ag6a_05;ag6a_06;ag6a_08_1;ag6a_08_2;ag6a_09;ag6a_10;plotnum;zaocode,12,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F171,,,shocks;survey_design,agriculture_livelihood;hhid;shock_module_variable,y4_hhid;ag6b_02;ag6b_05;ag6b_05;ag6b_06;ag6b_08_1;ag6b_08_2;ag6b_09;ag6b_10;plotnum;zaocode;zaoname,12,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F189,,,demographics;geography;survey_design,admin1_or_admin2;age;hhid;household_head_marker;pid;sex,hh_b27_1;hh_b27_2;hh_b27_3;hh_b29_1;hh_b29_2;hh_b29_3;indidy4;y4_hhid;hh_b02;hh_b05;hh_b13;hh_b16,12,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F172,,,shocks;survey_design,agriculture_livelihood;hhid,y4_hhid;ag7a_08;ag7a_09;ag7a_11;ag7a_13;ag7a_17;ag7a_18;ag7a_19;ag7a_20;ag7a_21;zaocode,11,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F173,,,shocks;survey_design,agriculture_livelihood;hhid,y4_hhid;ag7b_08;ag7b_09;ag7b_11;ag7b_13;ag7b_17;ag7b_18;ag7b_19;ag7b_20;ag7b_21;zaocode,11,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F206,,,shocks;survey_design,coping_borrowed;hhid,y4_hhid;hh_p03;hh_p04;hh_p05;hh_p06;hh_p07;hh_p09;hh_p10_1;hh_p10_2;hh_p10_3;loancode,11,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F182,,,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;psu_or_cluster_id,cd4b;cd5bm;cd5by;cd6b;cd7b;y4_cluster;cd1b1;cd1b2;cd1d1;cd1d2,10,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F211,,,shocks;survey_design,agriculture_livelihood;hhid;shock_module_variable,y4_hhid;hh_u201;hh_u202;hh_u203;hh_u203;hh_u204;hh_u205;hh_u206;hh_u207;hh_u209,10,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F217,,,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;care_sought;hhid,lf03_07;lf03_11;lf03_12;lf03_13;lf03_14;lf03_07;lf03_11;lf03_13;y4_hhid;lvstckcat,10,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F192,,,health_expenditure;shocks;survey_design,agriculture_livelihood;health_insurance;hhid;pid,hh_e35_3;indidy4;y4_hhid;hh_e04cd;hh_e04e;hh_e08cd;hh_e08e;hh_e66,8,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F209,,,demographics;shocks;survey_design,asset_index_or_asset_variable;education;hhid;shock_module_variable,y4_hhid;hh_r03;hh_r03;hh_r02;hh_r03;hh_r04_1;hh_r04_2;shockid,8,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F159,,,shocks;survey_design,agriculture_livelihood;hhid;shock_module_variable,y4_hhid;ag10_01;ag2a_01;ag2a_01;ag2a_11;ag2a_12,6,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F174,,,shocks;survey_design,agriculture_livelihood;hhid,y4_hhid;ag10_03;ag10_05;ag10_08;zaocode;zaoname,6,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F175,,,health_need_access;shocks;survey_design,care_not_sought_reason;coping_borrowed;hhid,ag11_05;y4_hhid;ag11_06;ag11_07;ag11_08;ag11_09,6,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F184,,,geography;survey_design,admin1_or_admin2;household_weight_or_person_weight;psu_or_cluster_id,cm_f064;cm_f065;cm_f066;cm_f062;cm_f065;y4_cluster,6,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F186,,,geography;survey_design,admin1_or_admin2;household_weight_or_person_weight;psu_or_cluster_id,cm_g_price_d;cm_g_unit_d;cm_g_weight_d;cm_g_weight;cm_g_weight_d;y4_cluster,6,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F216,,,health_need_access;shocks;survey_design,agriculture_livelihood;hhid;household_weight_or_person_weight;illness_or_injury_need,lf02_21;lf02_22;lf02_23;lf02_31;y4_hhid;lvstckid,6,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F194,,,demographics;survey_design,age;education;hhid;pid,indidy4;y4_hhid;hh_g02;hh_g03_6;hh_g06,5,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F195,,,demographics;shocks;survey_design,age;coping_borrowed;education;hhid,y4_hhid;hh_h02_4;hh_h04;hh_h05;hh_h02_6,5,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F212,,,demographics;survey_design,age;hhid;household_weight_or_person_weight;pid,hh_v05;indidy4;y4_hhid;hh_v01;hh_v02,5,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F218,,,shocks;survey_design,agriculture_livelihood;hhid;strata,lf04_12;lf04_13_1;lf04_13_2;y4_hhid;lvstckcat,5,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F161,,,demographics;survey_design,age;hhid;pid;sex,indidy4;y4_hhid;ag01_02;ag01_03,4,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F187,,,shocks;survey_design,agriculture_livelihood;coping_borrowed;hhid,y4_hhid;hh_n01a;hh_o08;hh_p01,4,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F205,,,shocks;survey_design,coping_borrowed;hhid,y4_hhid;hh_o17_1;hh_o17_2;hh_o18,4,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F208,,,demographics;survey_design,education;hhid;household_head_marker;sex,y4_hhid;hh_q16;hh_q18;hh_q19,4,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F215,,,demographics;survey_design,age;hhid;pid;sex,indidy4;y4_hhid;lf01_02;lf01_03,4,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F176,,,shocks;survey_design,agriculture_livelihood;hhid,y4_hhid;ag12a_01_7;ag12a_07,3,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F180,,,health_need_access;survey_design,psu_or_cluster_id;reason_not_sought_distance,cb2;cb3;y4_cluster,3,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F220,,,shocks;survey_design,agriculture_livelihood;hhid;psu_or_cluster_id,lf06_09;y4_hhid;lvstckcat,3,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F221,,,health_need_access;shocks;survey_design,agriculture_livelihood;hhid;reason_not_sought_distance,lf07_05;y4_hhid;lvstckcat,3,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F193,,,survey_design,hhid;pid,indidy4;y4_hhid,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F199,,,demographics;survey_design,age;hhid,y4_hhid;agecode,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F202,,,demographics;survey_design,age;hhid,y4_hhid;hh_m02,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F219,,,shocks;survey_design,agriculture_livelihood;hhid,y4_hhid;lvstckcat,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F160,,,survey_design,hhid,y4_hhid,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F177,,,survey_design,hhid,y4_hhid,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F181,,,survey_design,psu_or_cluster_id,y4_cluster,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F197,,,survey_design,hhid,y4_hhid,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F198,,,survey_design,hhid,y4_hhid,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F200,,,survey_design,hhid,y4_hhid,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F201,,,survey_design,hhid,y4_hhid,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F203,,,survey_design,hhid,y4_hhid,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F204,,,survey_design,hhid,y4_hhid,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F207,,,survey_design,hhid,y4_hhid,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F213,,,survey_design,hhid,y4_hhid,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F214,,,survey_design,hhid,y4_hhid,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F222,,,survey_design,hhid,y4_hhid,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F223,,,survey_design,hhid,y4_hhid,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F224,,,survey_design,hhid,y4_hhid,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F225,,,survey_design,hhid,y4_hhid,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F226,,,survey_design,hhid,y4_hhid,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F227,,,survey_design,hhid,y4_hhid,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
12,18,TZA_2014_NPS-R4_v03_M_v03_A_EXT,Tanzania - National Panel Survey 2014-2015 (2013-2016; TZA_2014_NPS-R4_v03_M_v03_A_EXT),https://microdata.worldbank.org/catalog/3455/get-microdata,F228,,,survey_design,hhid,y4_hhid,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
13,18,TZA_2014_NPS-R4_v03_M,"Tanzania - National Panel Survey 2014-2015, Wave 4 (2014-2015; TZA_2014_NPS-R4_v03_M)",https://microdata.worldbank.org/catalog/2862/get-microdata,ag_sec_3a,geography,community/geography,consumption;health_need_access;shocks;survey_design,agriculture_livelihood;care_not_sought_reason;coping_borrowed;hhid;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,ag3a_04;ag3a_02_1;ag3a_02_2;ag3a_02_3;ag3a_84;y4_hhid;ag3a_02_1;ag3a_02_2;ag3a_02_3;ag3a_03;ag3a_03;ag3a_04,138,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
13,18,TZA_2014_NPS-R4_v03_M,"Tanzania - National Panel Survey 2014-2015, Wave 4 (2014-2015; TZA_2014_NPS-R4_v03_M)",https://microdata.worldbank.org/catalog/2862/get-microdata,ag_sec_3b,geography,community/geography,consumption;health_need_access;shocks;survey_design,agriculture_livelihood;care_not_sought_reason;coping_borrowed;hhid;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,ag3b_04;ag3b_02_1;ag3b_02_2;ag3b_02_3;ag3b_77;y4_hhid;ag3b_01b;ag3b_02_1;ag3b_02_2;ag3b_02_3;ag3b_03;ag3b_03,119,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
