variable_name,status,dtype_2024,dtype_2025,dtype_changed,label_2024,label_2025,label_changed
EJB3_NETGRO2,common,integer,integer,False,"Was this ... take home pay, or was it gross pay before any taxes and other deductions were taken out?","Was this ... take home pay, or was it gross pay before any taxes and other deductions were taken out?",False
EJB3_NETGRO3,common,integer,integer,False,"Was this ... take home pay, or was it gross pay before any taxes and other deductions were taken out?","Was this ... take home pay, or was it gross pay before any taxes and other deductions were taken out?",False
EJB3_OEXPAY,common,integer,integer,False,A variable identifying if overtime was awarded in every month for this job.,A variable identifying if overtime was awarded in every month for this job.,False
EJB3_OINCB,common,integer,integer,False,Spell variable showing if there was any additional income received by the respondent through business 3.,Spell variable showing if there was any additional income received by the respondent through business 3.,False
EJB3_OXMTH,common,integer,integer,False,A variable identifying if overtime was earned in the reference month for this job.,A variable identifying if overtime was earned in the reference month for this job.,False
EJB3_PARTB1,common,integer,integer,False,Person number of partner in the household,Person number of partner in the household,False
EJB3_PARTB2,common,integer,integer,False,Suppressed,Suppressed,False
EJB3_PARTB3,common,integer,integer,False,Suppressed,Suppressed,False
EJB3_PAYHR1,common,integer,integer,False,Type of first pay rate,Type of first pay rate,False
EJB3_PAYHR2,common,integer,integer,False,Type of second pay rate,Type of second pay rate,False
EJB3_PAYHR3,common,integer,integer,False,Type of third pay rate,Type of third pay rate,False
EJB3_PFTBCHK,common,integer,integer,False,Annual indicator showing if the profit reported includes the income reported from the business.,Annual indicator showing if the profit reported includes the income reported from the business.,False
EJB3_PFTLOSS,common,integer,integer,False,"Variable indicating if the respondent's business made a profit, a net loss or broke even within the reference period.","Variable indicating if the respondent's business made a profit, a net loss or broke even within the reference period.",False
EJB3_PROPB,common,integer,integer,False,Variable showing if business 3 was a partnership.,Variable showing if business 3 was a partnership.,False
EJB3_PTRESN1,common,integer,integer,False,What is/was the main reason ... worked less than 35 hours per week?,What is/was the main reason ... worked less than 35 hours per week?,False
EJB3_PTRESN2,common,integer,integer,False,What is/was the main reason ... worked less than 35 hours per week?,What is/was the main reason ... worked less than 35 hours per week?,False
EJB3_PTRESN3,common,integer,integer,False,What is/was the main reason ... worked less than 35 hours per week?,What is/was the main reason ... worked less than 35 hours per week?,False
EJB3_PVOEXP,common,integer,integer,False,Edited variable indicating whether any other job-related expenses,Edited variable indicating whether any other job-related expenses,False
EJB3_PVPARK,common,integer,integer,False,Edited variable indicating whether any parking or tolls paid,Edited variable indicating whether any parking or tolls paid,False
EJB3_PVTRPRM,common,integer,integer,False,Edited variable indicating primary commute mode,Edited variable indicating primary commute mode,False
EJB3_PVWKTR1,common,integer,integer,False,Edited variable indicating whether the respondent drove own vehicle to work,Edited variable indicating whether the respondent drove own vehicle to work,False
EJB3_PVWKTR2,common,integer,integer,False,Edited variable indicating whether the respondent was a rider in someone else's vehicle/van pool to work,Edited variable indicating whether the respondent was a rider in someone else's vehicle/van pool to work,False
EJB3_PVWKTR3,common,integer,integer,False,Edited variable indicating whether the respondent took a bus to work,Edited variable indicating whether the respondent took a bus to work,False
EJB3_PVWKTR4,common,integer,integer,False,Edited variable indicating whether the respondent took rail to work,Edited variable indicating whether the respondent took rail to work,False
EJB3_PVWKTR5,common,integer,integer,False,Edited variable indicating whether the respondent took other public transportation to work,Edited variable indicating whether the respondent took other public transportation to work,False
EJB3_PVWKTR6,common,integer,integer,False,Edited variable indicating whether the respondent walked to work,Edited variable indicating whether the respondent walked to work,False
EJB3_PVWKTR7,common,integer,integer,False,Edited variable indicating whether the respondent bicycled to work,Edited variable indicating whether the respondent bicycled to work,False
EJB3_PVWKTR8,common,integer,integer,False,Edited variable indicating whether the respondent drove a company vehicle to work,Edited variable indicating whether the respondent drove a company vehicle to work,False
EJB3_PVWKTR9,common,integer,integer,False,Edited variable indicating whether the respondent worked from home,Edited variable indicating whether the respondent worked from home,False
EJB3_PVWKTRA,common,integer,integer,False,Edited variable indicating whether the respondent got to work another way,Edited variable indicating whether the respondent got to work another way,False
EJB3_PVWKTRT,common,integer,integer,False,Edited variable indicating the number of modes of transportation to work,Edited variable indicating the number of modes of transportation to work,False
EJB3_REIMBMI,common,integer,integer,False,Edited variable indicating whether reimbursed for miles driven,Edited variable indicating whether reimbursed for miles driven,False
EJB3_RENDB,common,integer,integer,False,What is the main reason ... gave up or ended this business?,What is the main reason ... gave up or ended this business?,False
EJB3_RSEND,common,integer,integer,False,What is the main reason ... stopped working for ... employer?,What is the main reason ... stopped working for ... employer?,False
EJB3_SCRNR,common,integer,integer,False,Flag indicating the presence of job 3 during the reference year,Flag indicating the presence of job 3 during the reference year,False
EJB3_STARTWK,common,integer,integer,False,This variable gives the value for the first week in the reference period that the person held this job/business.,This variable gives the value for the first week in the reference period that the person held this job/business.,False
EJB3_STRTJAN,common,integer,integer,False,Identifies whether a job/business/work arrangement began in January of the reference period or started before the reference period.,Identifies whether a job/business/work arrangement began in January of the reference period or started before the reference period.,False
EJB3_STRTMON,common,integer,integer,False,The month a job began when the job began prior to the reference period.,The month a job began when the job began prior to the reference period.,False
EJB3_TEXPAY,common,integer,integer,False,A variable identifying if tips were awarded in every month for this job.,A variable identifying if tips were awarded in every month for this job.,False
EJB3_TXMTH,common,integer,integer,False,A variable identifying if tips were earned in the reference month for this job.,Suppressed,True
EJB3_TYPPAY1,common,integer,integer,False,Whether wage/salary income was received,Whether wage/salary income was received,False
EJB3_TYPPAY2,common,integer,integer,False,Whether commission income was received,Whether commission income was received,False
EJB3_TYPPAY3,common,integer,integer,False,Whether tip income was received,Whether tip income was received,False
EJB3_TYPPAY4,common,integer,integer,False,Whether overtime income was received,Whether overtime income was received,False
EJB3_TYPPAY5,common,integer,integer,False,Whether bonus income was received,Whether bonus income was received,False
EJB3_UNION,common,integer,integer,False,"At ..., was ... a member of either a labor union or an employee association like a union?","At ..., was ... a member of either a labor union or an employee association like a union?",False
EJB3_WSHMFRI,common,integer,integer,False,Edited variable indicating whether worked from home on Fridays,Edited variable indicating whether worked from home on Fridays,False
EJB3_WSHMMON,common,integer,integer,False,Edited variable indicating whether worked from home on Mondays,Edited variable indicating whether worked from home on Mondays,False
EJB3_WSHMSAT,common,integer,integer,False,Edited variable indicating whether worked from home on Saturdays,Edited variable indicating whether worked from home on Saturdays,False
EJB3_WSHMSUN,common,integer,integer,False,Edited variable indicating whether worked from home on Sundays,Edited variable indicating whether worked from home on Sundays,False
EJB3_WSHMTHU,common,integer,integer,False,Edited variable indicating whether worked from home on Thursdays,Edited variable indicating whether worked from home on Thursdays,False
EJB3_WSHMTUE,common,integer,integer,False,Edited variable indicating whether worked from home on Tuesdays,Edited variable indicating whether worked from home on Tuesdays,False
EJB3_WSHMWED,common,integer,integer,False,Edited variable indicating whether worked from home on Wednesdays,Edited variable indicating whether worked from home on Wednesdays,False
EJB3_WSHMWRK,common,integer,integer,False,Edited variable indicating whether any days worked only from home,Edited variable indicating whether any days worked only from home,False
EJB3_WSJOB,common,integer,integer,False,Edited variable indicating type of work schedule,Edited variable indicating type of work schedule,False
EJB3_WSMNR,common,integer,integer,False,Edited variable indicating main reason for work schedule,Edited variable indicating main reason for work schedule,False
EJB3_WSWHFRI,common,integer,integer,False,Edited variable indicating whether worked on Fridays,Edited variable indicating whether worked on Fridays,False
EJB3_WSWHMON,common,integer,integer,False,Edited variable indicating whether worked on Mondays,Edited variable indicating whether worked on Mondays,False
EJB3_WSWHSAT,common,integer,integer,False,Edited variable indicating whether worked on Saturdays,Edited variable indicating whether worked on Saturdays,False
EJB3_WSWHSUN,common,integer,integer,False,Edited variable indicating whether worked on Sundays,Edited variable indicating whether worked on Sundays,False
EJB3_WSWHTHU,common,integer,integer,False,Edited variable indicating whether worked on Thursdays,Edited variable indicating whether worked on Thursdays,False
EJB3_WSWHTUE,common,integer,integer,False,Edited variable indicating whether worked on Tuesdays,Edited variable indicating whether worked on Tuesdays,False
EJB3_WSWHWED,common,integer,integer,False,Edited variable indicating whether worked on Wednesdays,Edited variable indicating whether worked on Wednesdays,False
EJB4_AWOP1,common,integer,integer,False,Did you have any time away from work without pay?,Did you have any time away from work without pay?,False
EJB4_AWOP2,common,integer,integer,False,Did you have a second time away from work without pay?,Did you have a second time away from work without pay?,False
EJB4_AWOP3,common,integer,integer,False,Suppressed,Suppressed,False
EJB4_AWOPEM1,common,integer,integer,False,A value from 1 to 12 indicating the month in which a period away without pay ended.,A value from 1 to 12 indicating the month in which a period away without pay ended.,False
EJB4_AWOPEM2,common,integer,integer,False,Suppressed,Suppressed,False
EJB4_AWOPEM3,common,integer,integer,False,Suppressed,Suppressed,False
EJB4_AWOPEW1,common,integer,integer,False,A value from 1 to 52 indicating the week in which a period away without pay ended.,A value from 1 to 52 indicating the week in which a period away without pay ended.,False
EJB4_AWOPEW2,common,integer,integer,False,Suppressed,Suppressed,False
EJB4_AWOPEW3,common,integer,integer,False,Suppressed,Suppressed,False
EJB4_AWOPRE1,common,integer,integer,False,A value from 1 to 12 indicating the reason for time away without pay.,A value from 1 to 12 indicating the reason for time away without pay.,False
EJB4_AWOPRE2,common,integer,integer,False,Suppressed,Suppressed,False
EJB4_AWOPRE3,common,integer,integer,False,Suppressed,Suppressed,False
EJB4_AWOPSM1,common,integer,integer,False,A value from 1 to 12 indicating the month in which a period away without pay began.,A value from 1 to 12 indicating the month in which a period away without pay began.,False
EJB4_AWOPSM2,common,integer,integer,False,Suppressed,Suppressed,False
EJB4_AWOPSM3,common,integer,integer,False,Suppressed,Suppressed,False
EJB4_AWOPSW1,common,integer,integer,False,A value from 1 to 52 indicating the week in which a period away without pay began.,A value from 1 to 52 indicating the week in which a period away without pay began.,False
EJB4_AWOPSW2,common,integer,integer,False,Suppressed,Suppressed,False
EJB4_AWOPSW3,common,integer,integer,False,Suppressed,Suppressed,False
EJB4_AWPCFL1,common,integer,integer,False,Indicates the first AWOP spell continued past month 12,Indicates the first AWOP spell continued past month 12,False
EJB4_AWPCFL2,common,integer,integer,False,Suppressed,Suppressed,False
EJB4_AWPCFL3,common,integer,integer,False,Suppressed,Suppressed,False
EJB4_BMONTH,common,integer,integer,False,The beginning month of a job spell with employer 4,The beginning month of a job spell with employer 4,False
EJB4_BSLRYB,common,integer,integer,False,"Did/does ... draw a regular salary from ... - that is, take a regular paycheck, as opposed to just treating the profits as income?","Did/does ... draw a regular salary from ... - that is, take a regular paycheck, as opposed to just treating the profits as income?",False
EJB4_BXMTH,common,integer,integer,False,A variable identifying if a bonus was earned in the reference month for this job.,A variable identifying if a bonus was earned in the reference month for this job.,False
EJB4_CEXPAY,common,integer,integer,False,A variable identifying if commissions were awarded in every month for this job spell.,A variable identifying if commissions were awarded in every month for this job spell.,False
EJB4_CHEARN1,common,integer,integer,False,Did the respondent have a first change in earnings between EJB4_BMONTH and EJB4_EMONTH?,Did the respondent have a first change in earnings between EJB4_BMONTH and EJB4_EMONTH?,False
EJB4_CHEARN2,common,integer,integer,False,Did the respondent have a second change in earnings between EJB4_BMONTH and EJB4_EMONTH?,Did the respondent have a second change in earnings between EJB4_BMONTH and EJB4_EMONTH?,False
EJB4_CHERMN1,common,integer,integer,False,Month of first change in earnings.,Month of first change in earnings.,False
EJB4_CHERMN2,common,integer,integer,False,Month of second change in earnings.,Suppressed,True
EJB4_CHERWK1,common,integer,integer,False,Week of first change in earnings.,Week of first change in earnings.,False
EJB4_CHERWK2,common,integer,integer,False,Week of second change in earnings.,Suppressed,True
EJB4_CHHOMN1,common,integer,integer,False,Month of first change in hours,Month of first change in hours,False
EJB4_CHHOMN2,common,integer,integer,False,Month of second change in hours.,Suppressed,True
EJB4_CHHOUR1,common,integer,integer,False,Whether there is a first change in the number of hours worked per week.,Whether there is a first change in the number of hours worked per week.,False
EJB4_CHHOUR2,common,integer,integer,False,Whether there is a second change in the number of hours worked per week.,Whether there is a second change in the number of hours worked per week.,False
EJB4_CHHOWK1,common,integer,integer,False,Week of first change in hours,Week of first change in hours,False
EJB4_CHHOWK2,common,integer,integer,False,Week of second change in hours.,Suppressed,True
EJB4_CLWRK,common,integer,integer,False,Class of worker,Class of worker,False
EJB4_CNTRC,common,integer,integer,False,Was ... covered either by a union contract or something like a union contract?,Was ... covered either by a union contract or something like a union contract?,False
EJB4_CONCHK,common,integer,integer,False,Flag for definite work arrangement.,Suppressed,True
EJB4_CXMTH,common,integer,integer,False,A variable identifying if a commission was earned in the reference month for this job.,A variable identifying if a commission was earned in the reference month for this job.,False
EJB4_DYSWKD,common,integer,integer,False,Edited variable indicating the number of days worked per week,Edited variable indicating the number of days worked per week,False
EJB4_DYSWKDH,common,integer,integer,False,Edited variable indicating the number of days worked only at home per week,Edited variable indicating the number of days worked only at home per week,False
EJB4_EMONTH,common,integer,integer,False,The ending month of a job spell with employer 4,The ending month of a job spell with employer 4,False
EJB4_EMPLOC,common,integer,integer,False,Does ... operate in more than one location?,Does ... operate in more than one location?,False
EJB4_EMPSIZE,common,integer,integer,False,About how many people are employed by ... at the location where ... works?,About how many people are employed by ... at the location where ... works?,False
EJB4_ENDWK,common,integer,integer,False,Last week in the reference period where the job was held.,Last week in the reference period where the job was held.,False
EJB4_HPRTB,common,integer,integer,False,Variable showing if anyone else in the household was an owner or partner in business 4.,Variable showing if anyone else in the household was an owner or partner in business 4.,False
EJB4_INCPB,common,integer,integer,False,Variable showing if business 4 was incorporated,Variable showing if business 4 was incorporated,False
EJB4_JBORSE,common,integer,integer,False,"This variable describes the type of work arrangement, whether work for an employer, self employed or other.","This variable describes the type of work arrangement, whether work for an employer, self employed or other.",False
EJB4_JOBID,common,integer,integer,False,Unique identifier for a job which is consistent across waves.,Unique identifier for a job which is consistent across waves.,False
EJB4_NETGRO1,common,integer,integer,False,"Was this ... take home pay, or was it gross pay before any taxes and other deductions were taken out?","Was this ... take home pay, or was it gross pay before any taxes and other deductions were taken out?",False
EJB4_NETGRO2,common,integer,integer,False,"Was this ... take home pay, or was it gross pay before any taxes and other deductions were taken out?","Was this ... take home pay, or was it gross pay before any taxes and other deductions were taken out?",False
EJB4_NETGRO3,common,integer,integer,False,"Was this ... take home pay, or was it gross pay before any taxes and other deductions were taken out?",Suppressed,True
EJB4_OEXPAY,common,integer,integer,False,A variable identifying if overtime was awarded in every month for this job.,A variable identifying if overtime was awarded in every month for this job.,False
EJB4_OINCB,common,integer,integer,False,Spell variable showing if there was any additional income received by the respondent through business 4.,Spell variable showing if there was any additional income received by the respondent through business 4.,False
EJB4_OXMTH,common,integer,integer,False,A variable identifying if overtime was earned in the reference month for this job.,Suppressed,True
EJB4_PARTB1,common,integer,integer,False,Person number of partner in the household,Person number of partner in the household,False
EJB4_PARTB2,common,integer,integer,False,Suppressed,Suppressed,False
EJB4_PARTB3,common,integer,integer,False,Suppressed,Suppressed,False
EJB4_PAYHR1,common,integer,integer,False,Type of first pay rate,Type of first pay rate,False
EJB4_PAYHR2,common,integer,integer,False,Type of second pay rate,Type of second pay rate,False
EJB4_PAYHR3,common,integer,integer,False,Type of third pay rate,Suppressed,True
EJB4_PFTBCHK,common,integer,integer,False,Annual indicator showing if the profit reported includes the income reported from the business.,Annual indicator showing if the profit reported includes the income reported from the business.,False
EJB4_PFTLOSS,common,integer,integer,False,"Variable indicating if the respondent's business made a profit, a net loss or broke even within the reference period.","Variable indicating if the respondent's business made a profit, a net loss or broke even within the reference period.",False
EJB4_PROPB,common,integer,integer,False,Variable showing if business 4 was a partnership.,Variable showing if business 4 was a partnership.,False
EJB4_PTRESN1,common,integer,integer,False,What is/was the main reason ... worked less than 35 hours per week?,What is/was the main reason ... worked less than 35 hours per week?,False
EJB4_PTRESN2,common,integer,integer,False,What is/was the main reason ... worked less than 35 hours per week?,What is/was the main reason ... worked less than 35 hours per week?,False
EJB4_PTRESN3,common,integer,integer,False,What is/was the main reason ... worked less than 35 hours per week?,Suppressed,True
EJB4_PVOEXP,common,integer,integer,False,Edited variable indicating whether any other job-related expenses,Edited variable indicating whether any other job-related expenses,False
EJB4_PVPARK,common,integer,integer,False,Edited variable indicating whether any parking or tolls paid,Edited variable indicating whether any parking or tolls paid,False
EJB4_PVTRPRM,common,integer,integer,False,Edited variable indicating primary commute mode,Edited variable indicating primary commute mode,False
EJB4_PVWKTR1,common,integer,integer,False,Edited variable indicating whether the respondent drove own vehicle to work,Edited variable indicating whether the respondent drove own vehicle to work,False
EJB4_PVWKTR2,common,integer,integer,False,Edited variable indicating whether the respondent was a rider in someone else's vehicle/van pool to work,Edited variable indicating whether the respondent was a rider in someone else's vehicle/van pool to work,False
EJB4_PVWKTR3,common,integer,integer,False,Edited variable indicating whether the respondent took a bus to work,Edited variable indicating whether the respondent took a bus to work,False
EJB4_PVWKTR4,common,integer,integer,False,Edited variable indicating whether the respondent took rail to work,Edited variable indicating whether the respondent took rail to work,False
EJB4_PVWKTR5,common,integer,integer,False,Edited variable indicating whether the respondent took other public transportation to work,Edited variable indicating whether the respondent took other public transportation to work,False
EJB4_PVWKTR6,common,integer,integer,False,Edited variable indicating whether the respondent walked to work,Edited variable indicating whether the respondent walked to work,False
EJB4_PVWKTR7,common,integer,integer,False,Edited variable indicating whether the respondent bicycled to work,Edited variable indicating whether the respondent bicycled to work,False
EJB4_PVWKTR8,common,integer,integer,False,Edited variable indicating whether the respondent drove a company vehicle to work,Edited variable indicating whether the respondent drove a company vehicle to work,False
EJB4_PVWKTR9,common,integer,integer,False,Edited variable indicating whether the respondent worked from home,Edited variable indicating whether the respondent worked from home,False
EJB4_PVWKTRA,common,integer,integer,False,Edited variable indicating whether the respondent got to work another way,Edited variable indicating whether the respondent got to work another way,False
EJB4_PVWKTRT,common,integer,integer,False,Edited variable indicating the number of modes of transportation to work,Edited variable indicating the number of modes of transportation to work,False
EJB4_REIMBMI,common,integer,integer,False,Edited variable indicating whether reimbursed for miles driven,Edited variable indicating whether reimbursed for miles driven,False
EJB4_RENDB,common,integer,integer,False,Suppressed,What is the main reason ... gave up or ended this business?,True
EJB4_RSEND,common,integer,integer,False,What is the main reason ... stopped working for ... employer?,What is the main reason ... stopped working for ... employer?,False
EJB4_SCRNR,common,integer,integer,False,Flag indicating the presence of job 4 during the reference year,Flag indicating the presence of job 4 during the reference year,False
EJB4_STARTWK,common,integer,integer,False,This variable gives the value for the first week in the reference period that the person held this job/business.,This variable gives the value for the first week in the reference period that the person held this job/business.,False
EJB4_STRTJAN,common,integer,integer,False,Identifies whether a job/business/work arrangement began in January of the reference year period or started before the reference period.,Identifies whether a job/business/work arrangement began in January of the reference year period or started before the reference period.,False
EJB4_STRTMON,common,integer,integer,False,The month a job began when the job began prior to the reference period.,Suppressed,True
EJB4_TEXPAY,common,integer,integer,False,A variable identifying if tips were awarded in every month for this job.,A variable identifying if tips were awarded in every month for this job.,False
EJB4_TXMTH,common,integer,integer,False,Suppressed,Suppressed,False
EJB4_TYPPAY1,common,integer,integer,False,Whether wage/salary income was received,Whether wage/salary income was received,False
EJB4_TYPPAY2,common,integer,integer,False,Whether commission income was received,Whether commission income was received,False
EJB4_TYPPAY3,common,integer,integer,False,Whether tip income was received,Whether tip income was received,False
EJB4_TYPPAY4,common,integer,integer,False,Whether overtime income was received,Whether overtime income was received,False
EJB4_TYPPAY5,common,integer,integer,False,Whether bonus income was received,Whether bonus income was received,False
EJB4_UNION,common,integer,integer,False,"At ..., was ... a member of either a labor union or an employee association like a union?","At ..., was ... a member of either a labor union or an employee association like a union?",False
EJB4_WSHMFRI,common,integer,integer,False,Edited variable indicating whether worked from home on Fridays,Edited variable indicating whether worked from home on Fridays,False
EJB4_WSHMMON,common,integer,integer,False,Edited variable indicating whether worked from home on Mondays,Edited variable indicating whether worked from home on Mondays,False
EJB4_WSHMSAT,common,integer,integer,False,Edited variable indicating whether worked from home on Saturdays,Edited variable indicating whether worked from home on Saturdays,False
EJB4_WSHMSUN,common,integer,integer,False,Edited variable indicating whether worked from home on Sundays,Edited variable indicating whether worked from home on Sundays,False
EJB4_WSHMTHU,common,integer,integer,False,Edited variable indicating whether worked from home on Thursdays,Edited variable indicating whether worked from home on Thursdays,False
EJB4_WSHMTUE,common,integer,integer,False,Edited variable indicating whether worked from home on Tuesdays,Edited variable indicating whether worked from home on Tuesdays,False
EJB4_WSHMWED,common,integer,integer,False,Edited variable indicating whether worked from home on Wednesdays,Edited variable indicating whether worked from home on Wednesdays,False
EJB4_WSHMWRK,common,integer,integer,False,Edited variable indicating whether any days worked only from home,Edited variable indicating whether any days worked only from home,False
EJB4_WSJOB,common,integer,integer,False,Edited variable indicating type of work schedule,Edited variable indicating type of work schedule,False
EJB4_WSMNR,common,integer,integer,False,Edited variable indicating main reason for work schedule,Edited variable indicating main reason for work schedule,False
EJB4_WSWHFRI,common,integer,integer,False,Edited variable indicating whether worked on Fridays,Edited variable indicating whether worked on Fridays,False
EJB4_WSWHMON,common,integer,integer,False,Edited variable indicating whether worked on Mondays,Edited variable indicating whether worked on Mondays,False
EJB4_WSWHSAT,common,integer,integer,False,Edited variable indicating whether worked on Saturdays,Edited variable indicating whether worked on Saturdays,False
EJB4_WSWHSUN,common,integer,integer,False,Edited variable indicating whether worked on Sundays,Edited variable indicating whether worked on Sundays,False
EJB4_WSWHTHU,common,integer,integer,False,Edited variable indicating whether worked on Thursdays,Edited variable indicating whether worked on Thursdays,False
EJB4_WSWHTUE,common,integer,integer,False,Edited variable indicating whether worked on Tuesdays,Edited variable indicating whether worked on Tuesdays,False
EJB4_WSWHWED,common,integer,integer,False,Edited variable indicating whether worked on Wednesdays,Edited variable indicating whether worked on Wednesdays,False
EJB5_AWOP1,common,integer,integer,False,Did you have any time away from work without pay?,Did you have any time away from work without pay?,False
EJB5_AWOP2,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_AWOP3,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_AWOPEM1,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_AWOPEM2,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_AWOPEM3,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_AWOPEW1,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_AWOPEW2,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_AWOPEW3,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_AWOPRE1,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_AWOPRE2,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_AWOPRE3,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_AWOPSM1,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_AWOPSM2,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_AWOPSM3,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_AWOPSW1,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_AWOPSW2,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_AWOPSW3,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_AWPCFL1,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_AWPCFL2,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_AWPCFL3,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_BMONTH,common,integer,integer,False,The beginning month of a job spell with employer 5,The beginning month of a job spell with employer 5,False
EJB5_BSLRYB,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_BXMTH,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_CEXPAY,common,integer,integer,False,A variable identifying if commissions were awarded in every month for this job spell.,A variable identifying if commissions were awarded in every month for this job spell.,False
EJB5_CHEARN1,common,integer,integer,False,Did the respondent have a first change in earnings between EJB5_BMONTH and EJB5_EMONTH?,Did the respondent have a first change in earnings between EJB5_BMONTH and EJB5_EMONTH?,False
EJB5_CHEARN2,common,integer,integer,False,Did the respondent have a second change in earnings between EJB5_BMONTH and EJB5_EMONTH?,Suppressed,True
EJB5_CHERMN1,common,integer,integer,False,Month of first change in earnings.,Suppressed,True
EJB5_CHERMN2,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_CHERWK1,common,integer,integer,False,Week of first change in earnings.,Suppressed,True
EJB5_CHERWK2,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_CHHOMN1,common,integer,integer,False,Month of first change in hours,Suppressed,True
EJB5_CHHOMN2,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_CHHOUR1,common,integer,integer,False,Whether there is a first change in the number of hours worked per week.,Whether there is a first change in the number of hours worked per week.,False
EJB5_CHHOUR2,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_CHHOWK1,common,integer,integer,False,Week of first change in hours,Suppressed,True
EJB5_CHHOWK2,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_CLWRK,common,integer,integer,False,Class of worker,Class of worker,False
EJB5_CNTRC,common,integer,integer,False,Was ... covered either by a union contract or something like a union contract?,Was ... covered either by a union contract or something like a union contract?,False
EJB5_CONCHK,common,integer,integer,False,Flag for definite work arrangement.,Suppressed,True
EJB5_CXMTH,common,integer,integer,False,Suppressed,A variable identifying if a commission was earned in the reference month for this job.,True
EJB5_DYSWKD,common,integer,integer,False,Edited variable indicating the number of days worked per week,Edited variable indicating the number of days worked per week,False
EJB5_DYSWKDH,common,integer,integer,False,Edited variable indicating the number of days worked only at home per week,Edited variable indicating the number of days worked only at home per week,False
EJB5_EMONTH,common,integer,integer,False,The ending month of a job spell with employer 5,The ending month of a job spell with employer 5,False
EJB5_EMPLOC,common,integer,integer,False,Does ... operate in more than one location?,Does ... operate in more than one location?,False
EJB5_EMPSIZE,common,integer,integer,False,About how many people are employed by ... at the location where ... works?,About how many people are employed by ... at the location where ... works?,False
EJB5_ENDWK,common,integer,integer,False,Last week in the reference period where the job was held.,Last week in the reference period where the job was held.,False
EJB5_HPRTB,common,integer,integer,False,Suppressed,Variable showing if anyone else in the household was an owner or partner in business 5.,True
EJB5_INCPB,common,integer,integer,False,Variable showing if business 5 was incorporated,Variable showing if business 5 was incorporated,False
EJB5_JBORSE,common,integer,integer,False,"This variable describes the type of work arrangement, whether work for an employer, self employed or other.","This variable describes the type of work arrangement, whether work for an employer, self employed or other.",False
EJB5_JOBID,common,integer,integer,False,Unique identifier for a job which is consistent across waves.,Unique identifier for a job which is consistent across waves.,False
EJB5_NETGRO1,common,integer,integer,False,"Was this ... take home pay, or was it gross pay before any taxes and other deductions were taken out?","Was this ... take home pay, or was it gross pay before any taxes and other deductions were taken out?",False
EJB5_NETGRO2,common,integer,integer,False,"Was this ... take home pay, or was it gross pay before any taxes and other deductions were taken out?",Suppressed,True
EJB5_NETGRO3,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_OEXPAY,common,integer,integer,False,A variable identifying if overtime was awarded in every month for this job.,Suppressed,True
EJB5_OINCB,common,integer,integer,False,Spell variable showing if there was any additional income received by the respondent through business 5.,Spell variable showing if there was any additional income received by the respondent through business 5.,False
EJB5_OXMTH,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_PARTB1,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_PARTB2,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_PARTB3,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_PAYHR1,common,integer,integer,False,Type of first pay rate,Type of first pay rate,False
EJB5_PAYHR2,common,integer,integer,False,Type of second pay rate,Suppressed,True
EJB5_PAYHR3,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_PFTBCHK,common,integer,integer,False,Annual indicator showing if the profit reported includes the income reported from the business.,Suppressed,True
EJB5_PFTLOSS,common,integer,integer,False,"Variable indicating if the respondent's business made a profit, a net loss or broke even within the reference period.","Variable indicating if the respondent's business made a profit, a net loss or broke even within the reference period.",False
EJB5_PROPB,common,integer,integer,False,Suppressed,Suppressed,False
EJB5_PTRESN1,common,integer,integer,False,What is/was the main reason ... worked less than 35 hours per week?,What is/was the main reason ... worked less than 35 hours per week?,False
