variable_name,years_present,n_years_present,label_description,universe_restrictions,record_level_inferred,code_list_or_range,recommended_construction_use,harmonization_safe_initial,recoding_needed_initial,missingness_visible_in_metadata
ET2_LNO4,2018;2019;2020;2021;2022;2023;2024,7,Person number of the fourth Type 2 person,"THHLDSTATUS in (1,2,3,4)",person_or_person_month,value_map:f232b8368b68c4fd: Min: 63 Max: 63 | value_map:c3ef3bb051b0150b: Minimum: 63 Maximum: 63 | value_map:d76f500e184eb9d1: 63:63,,True,True,
ET2_LNO5,2018;2019;2020;2021;2022;2023;2024,7,Person number of the fifth Type 2 person,"THHLDSTATUS in (1,2,3,4)",person_or_person_month,value_map:40738a8e5e6bef89: Min: 64 Max: 64 | value_map:12c1ef33ce181c03: Minimum: 64 Maximum: 64 | value_map:2f91385d0194424f: 64:64,,True,True,
ET2_LNO6,2018;2019;2020;2021;2022;2023;2024,7,Person number of the sixth Type 2 person,"THHLDSTATUS in (1,2,3,4)",person_or_person_month,value_map:a2fb961f4eac4fa5: Min: 65 Max: 65 | value_map:2fb586752ca4eaea: Minimum: 65 Maximum: 65 | value_map:04d274fbfa1b2fce: 65:65,,True,True,
ET2_LNO7,2018;2019;2020;2021;2022;2023;2024,7,Person number of the seventh Type 2 person,"THHLDSTATUS in (1,2,3,4)",person_or_person_month,value_map:3fb0b70b31a65eb7: Min: 66 Max: 66 | value_map:706506d539d31c56: Minimum: 66 Maximum: 66 | value_map:8d9f90dd767786d8: 66:66,,True,True,
ET2_LNO8,2018;2019;2020;2021;2022;2023;2024,7,Person number of the eighth Type 2 person,"THHLDSTATUS in (1,2,3,4)",person_or_person_month,value_map:d6fed4906d266b17: Min: 67 Max: 67 | value_map:040dacf3e5b15a08: Minimum: 67 Maximum: 67 | value_map:9389e3a599a13b1a: 67:67,,True,True,
ET2_LNO9,2018;2019;2020;2021;2022;2023;2024,7,Person number of the ninth Type 2 person,"THHLDSTATUS in (1,2,3,4)",person_or_person_month,value_map:4d5f2a53e95f8505: Min: 68 Max: 68 | value_map:3fd1d16586c92cad: Minimum: 68 Maximum: 68 | value_map:80abf28696be0603: 68:68,,True,True,
ET2_SEX1,2018;2019;2020;2021;2022;2023;2024,7,What is the first Type 2 person's sex?,ET2_LNO1 = 60,person_or_person_month,value_map:c59d43d53ff6fe60: 1 Male 2 Female | value_map:098ba1ae674268b2: 1. Male 2. Female,,True,True,
ET2_SEX10,2018;2019;2020;2021;2022;2023;2024,7,What is the tenth Type 2 person's sex?,ET2_LNO10 = 69,person_or_person_month,value_map:c59d43d53ff6fe60: 1 Male 2 Female | value_map:098ba1ae674268b2: 1. Male 2. Female,,True,True,
ET2_SEX2,2018;2019;2020;2021;2022;2023;2024,7,What is the second Type 2 person's sex?,ET2_LNO2 = 61,person_or_person_month,value_map:c59d43d53ff6fe60: 1 Male 2 Female | value_map:098ba1ae674268b2: 1. Male 2. Female,,True,True,
ET2_SEX3,2018;2019;2020;2021;2022;2023;2024,7,What is the third Type 2 person's sex?,ET2_LNO3 = 62,person_or_person_month,value_map:c59d43d53ff6fe60: 1 Male 2 Female | value_map:098ba1ae674268b2: 1. Male 2. Female,,True,True,
ET2_SEX4,2018;2019;2020;2021;2022;2023;2024,7,What is the fourth Type 2 person's sex?,ET2_LNO4 = 63,person_or_person_month,value_map:c59d43d53ff6fe60: 1 Male 2 Female | value_map:098ba1ae674268b2: 1. Male 2. Female,,True,True,
ET2_SEX5,2018;2019;2020;2021;2022;2023;2024,7,What is the fifth Type 2 person's sex?,ET2_LNO5 = 64,person_or_person_month,value_map:c59d43d53ff6fe60: 1 Male 2 Female | value_map:098ba1ae674268b2: 1. Male 2. Female,,True,True,
ET2_SEX6,2018;2019;2020;2021;2022;2023;2024,7,What is the sixth Type 2 person's sex?,ET2_LNO6 = 65,person_or_person_month,value_map:c59d43d53ff6fe60: 1 Male 2 Female | value_map:098ba1ae674268b2: 1. Male 2. Female,,True,True,
ET2_SEX7,2018;2019;2020;2021;2022;2023;2024,7,What is the seventh Type 2 person's sex?,ET2_LNO7 = 66,person_or_person_month,value_map:c59d43d53ff6fe60: 1 Male 2 Female | value_map:098ba1ae674268b2: 1. Male 2. Female,,True,True,
ET2_SEX8,2018;2019;2020;2021;2022;2023;2024,7,What is the eighth Type 2 person's sex?,ET2_LNO8 = 67,person_or_person_month,value_map:c59d43d53ff6fe60: 1 Male 2 Female | value_map:098ba1ae674268b2: 1. Male 2. Female,,True,True,
ET2_SEX9,2018;2019;2020;2021;2022;2023;2024,7,What is the ninth Type 2 person's sex?,ET2_LNO9 = 68,person_or_person_month,value_map:c59d43d53ff6fe60: 1 Male 2 Female | value_map:098ba1ae674268b2: 1. Male 2. Female,,True,True,
ET2_WORK1,2018;2019;2020;2021;2022;2023;2024,7,Did the type 2 person work for pay at any time when ... lived together?,TT2_AGE1 ge 15,person_or_person_month,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
ET2_WORK10,2018;2019;2020;2021;2022;2023;2024,7,Did the type 2 person work for pay at any time when ... lived together?,TT2_AGE10 ge 15,person_or_person_month,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
ET2_WORK2,2018;2019;2020;2021;2022;2023;2024,7,Did the type 2 person work for pay at any time when ... lived together?,TT2_AGE2 ge 15,person_or_person_month,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
ET2_WORK3,2018;2019;2020;2021;2022;2023;2024,7,Did the type 2 person work for pay at any time when ... lived together?,TT2_AGE3 ge 15,person_or_person_month,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
ET2_WORK4,2018;2019;2020;2021;2022;2023;2024,7,Did the type 2 person work for pay at any time when ... lived together?,TT2_AGE4 ge 15,person_or_person_month,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
ET2_WORK5,2018;2019;2020;2021;2022;2023;2024,7,Did the type 2 person work for pay at any time when ... lived together?,TT2_AGE5 ge 15,person_or_person_month,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
ET2_WORK6,2018;2019;2020;2021;2022;2023;2024,7,Did the type 2 person work for pay at any time when ... lived together?,TT2_AGE6 ge 15,person_or_person_month,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
ET2_WORK7,2018;2019;2020;2021;2022;2023;2024,7,Did the type 2 person work for pay at any time when ... lived together?,TT2_AGE7 ge 15,person_or_person_month,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
ET2_WORK8,2018;2019;2020;2021;2022;2023;2024,7,Did the type 2 person work for pay at any time when ... lived together?,TT2_AGE8 ge 15,person_or_person_month,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
ET2_WORK9,2018;2019;2020;2021;2022;2023;2024,7,Did the type 2 person work for pay at any time when ... lived together?,TT2_AGE9 ge 15,person_or_person_month,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
ETANF_BMONTH,2018;2019;2020;2021;2022;2023;2024,7,Begin month of TANF benefit receipt,ETANF_OWN = PNUM,monthly,value_map:84d00f92d5663de0: 1 January 2 February 3 March 4 April 5 May 6 June 7 July 8 August 9 September 10 October 11 November 12 December | value_map:8fe0ccbbac079c4c: 1. January 2. February 3. March 4. April 5. May 6. June 7. July 8. August 9. September 10. October 11. November 12. December,,True,True,
ETANF_COVTYP,2018;2019;2020;2021;2022;2023;2024,7,Type of TANF benefit coverage,ETANF_OWN = PNUM,unknown,value_map:a80885704c73c002: 1 Only children 2 Only a pregnant woman 3 Both children and adults | value_map:d5406003a2a89291: 1. Only children 2. Only a pregnant woman 3. Both children and adults,,True,True,
ETANF_EMONTH,2018;2019;2020;2021;2022;2023;2024,7,End month of TANF benefit receipt,ETANF_OWN = PNUM,monthly,value_map:84d00f92d5663de0: 1 January 2 February 3 March 4 April 5 May 6 June 7 July 8 August 9 September 10 October 11 November 12 December | value_map:e49235bae3e7b6ed: 1 January 2 February 3 March 4 April 5 May 6 June 7 July 8 August 9 September 10 October 11 November 12 December 99 Lost to follow-up | value_map:69d7762743d45253: 1. January 2. February 3. March 4. April 5. May 6. June 7. July 8. August 9. September 10. October 11. November 12. December 99. Lost to follow-up,,True,True,
ETANF_OWN,2018;2019;2020;2021;2022;2023;2024,7,Owner of the TANF benefit this month (person in whose name the benefits are received),ETANF_OWN = PNUM and/or RTANF_MNYN = 1,monthly,value_map:3807d9c823e86bde: Min: 101 Max: 499 | value_map:df95bb62e7725c95: Minimum: 101 Maximum: 499 | value_map:cbedee596ea056f3: 101:499,,True,True,
ETANF_PTCS,2018;2019;2020;2021;2022;2023;2024,7,Receipt of child support as a bonus or pass-through from a state or county welfare program this month,ETANF_OWN = PNUM and ETANF_PTCS >= 1,monthly,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
ETENURE,2018;2019;2020;2021;2022;2023;2024,7,"Are ... living quarters owned, rented, or occupied without payment of rent?","THHLDSTATUS in (1,2,3,4)",unknown,value_map:aaf2df85f9bc8eba: 1 Owned or being bought by someone in the household 2 Rented 3 Occupied without payment of rent | value_map:0d5b9b61ad464eed: 1. Owned or being bought by someone in the household? 2. Rented? 3. Occupied without payment of rent?,,True,True,
ETHR_INC_YN,2021;2022;2023;2024,4,"Received income or made withdrawals from any 401k, 403b, 503b, or Thrift Savings Plan account(s) during the reference period.",EEVERET = 1 & EOWN_THR401 = 1,unknown,value_map:1c8ca1a570329434: 1. Yes 2. No,,False,True,
ETIMELOST,2018;2019;2020;2021;2022;2023;2024,7,Time lost from work due to problems with child care arrangements.,EWORKMORE=1,unknown,value_map:25afdd417c2f0e0b: Min: 1 Max: 99 | value_map:fa88130d7b2652d1: Minimum: 1 Maximum: 99 | value_map:f330ad7e9de3f2d5: 1:99,,True,True,
ETIMELOST_TP,2018;2019;2020;2021;2022;2023;2024,7,Amount of time lost from work due to child care problems.,EWORKMORE=1,unknown,value_map:6f7b13aa843f08f4: 1 Hours 2 Days 3 Weeks | value_map:6ded8bd7787b5073: 1. Hours 2. Days 3. Weeks,,True,True,
ETIMESPENT,2018;2019;2020;2021;2022;2023;2024,7,How often did you see your youngest child under 21 who lived elsewhere?,EANYKID = 1,unknown,value_map:36ba52817e34dfa6: 0 None at all 1 About once a year 2 Several times a year 3 One to three times a month 4 About once a week 5 Several times a week | value_map:24f077dd323b2700: 0. None at all 1. About once a year 2. Several times a year 3. One to three times a month 4. About once a week 5. Several times a week,,True,True,
ETOKEN_SOURCE,2018;2019;2020,3,Did ... receive bus or subway tokens or passes through a government social service agency?,ETRANS_TYPE2 = 1,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No,,False,True,
ETOKEN_SRC,2021;2022;2023;2024,4,Did … receive bus or subway tokens or passes through a government social service agency?,ETRANS_TYPE2 = 1,unknown,value_map:1c8ca1a570329434: 1. Yes 2. No,,False,True,
ETRANS_MNYN,2018;2019;2020;2021;2022;2023;2024,7,Did ... receive transportation assistance this month (1-12)?,ETRANS_TYPE1 = 1 or ETRANS_TYPE2 = 1 or ETRANS_TYPE3 = 1 or ETRANS_TYPE4 = 1 or ETRANS_OTH = 1,monthly,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
ETRANS_OTH,2018;2019;2020;2021;2022;2023;2024,7,Did ... receive some other kind of transportation assistance?,TAGE_EHC >= 15 in at least one MONTHCODE,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
ETRANS_TYPE1,2018;2019;2020;2021;2022;2023;2024,7,Did ... receive gas vouchers?,TAGE_EHC >= 15 in at least one MONTHCODE,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
ETRANS_TYPE2,2018;2019;2020;2021;2022;2023;2024,7,Did ... receive bus or subway tokens or passes?,TAGE_EHC >= 15 in at least one MONTHCODE,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
ETRANS_TYPE3,2018;2019;2020;2021;2022;2023;2024,7,"Did ... receive help registering, repairing, or insuring a car?",TAGE_EHC >= 15 in at least one MONTHCODE,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
ETRANS_TYPE4,2018;2019;2020;2021;2022;2023;2024,7,Did ... receive rides to a doctor's office or medical appointment?,TAGE_EHC >= 15 in at least one MONTHCODE,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EUC1MNYN,2018;2019;2020;2021;2022;2023;2024,7,"Whether regular, government-provided Unemployment Compensation payments were received in a given month",EUCTYP1YN=1,monthly,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,program_stack,True,True,
EUC2MNYN,2018;2019;2020;2021;2022;2023;2024,7,"Whether supplemental, employer-provided Unemployment Compensation payments were received in a given month",EUCTYP2YN=1,monthly,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,program_stack,True,True,
EUC3MNYN,2018;2019;2020;2021;2022;2023;2024,7,"Whether other Unemployment Compensation payments, including union benefits, were received in a given month",EUCTYP3YN=1,monthly,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,program_stack,True,True,
EUCANY,2018;2019;2020;2021;2022;2023;2024,7,Did ... receive Unemployment Compensation payments at any time during the reference period?,"EAGE_EHC >= 15 and THHLDSTATUS in (1,2,3,4)",unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EUCTYP1YN,2018;2019;2020;2021;2022;2023;2024,7,"Did ... receive regular, government-provided Unemployment Compensation payments?",EUCANY=1,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EUCTYP2YN,2018;2019;2020;2021;2022;2023;2024,7,"Did ... receive supplemental, employer-provided Unemployment Compensation payments?",EUCANY=1,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EUCTYP3YN,2018;2019;2020;2021;2022;2023;2024,7,"Did ... receive other Unemployment Compensation payments, including union benefits?",EUCANY=1,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EUC_CVD,2021;2022;2023,3,Did respondent have a period of Unemployment Compensation as a result of the pandemic?,UC_ANY = 1,unknown,value_map:1c8ca1a570329434: 1. Yes 2. No,,False,True,
EUTILITIES,2018;2019;2020;2021;2022;2023;2024,7,"(In addition to rent), the household paid (separately) for water, electricity, gas, or oil?","ETENURE in (2,3) and (ERENTSUB=1 or EVOUCHER=1) and ERELRPE in (1,2)",household_or_household_month,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EVA1MNYN,2018;2019;2020;2021;2022;2023;2024,7,Did ... receive VA Benefits for a service connected disability this month (1-12)?,EVATYP1YN = 1,monthly,value_map:1e7fc950b07a2701: 1 Yes 2 No,,True,True,
EVA2MNYN,2018;2019;2020;2021;2022;2023;2024,7,Did ... receive VA Benefits for a veterans' pension this month (1-12)?,EVATYP2YN = 1,monthly,value_map:1e7fc950b07a2701: 1 Yes 2 No,,True,True,
EVA3MNYN,2018;2019;2020;2021;2022;2023;2024,7,Did ... receive VA Benefit payments for other VA programs this month (1-12)?,EVATYP3YN = 1,monthly,value_map:1e7fc950b07a2701: 1 Yes 2 No,,True,True,
EVA4MNYN,2018;2019;2020;2021;2022;2023;2024,7,Did ... receive VA Benefit payments for G.I. Bill benefits this month (1-12)?,EVATYP4YN = 1,monthly,value_map:1e7fc950b07a2701: 1 Yes 2 No,,True,True,
EVA5MNYN,2018;2019;2020;2021;2022;2023;2024,7,Did ... receive VA Benefit payments from insurance proceeds this month (1-12)?,EVATYP5YN = 1,monthly,value_map:1e7fc950b07a2701: 1 Yes 2 No,,True,True,
EVAANY,2018;2019;2020;2021;2022;2023;2024,7,Did ... receive any benefit payments from the Department of Veterans Affairs at any time during the reference period?,EAGE_EHC(MONTHCODE) ge 17 and RAFEVER = 1 and EAFNOW = 2,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No,,True,True,
EVAQUES,2018;2019;2020;2021;2022;2023;2024,7,Was ... required to fill out an annual income questionnaire in order to receive benefit payments from the Department of Veteran Affairs?,EVATYP1YN = 1 or EVATYP2YN = 1 or EVATYP3YN = 1 or EVATYP4YN = 1 or EVATYP5YN = 1,annual_or_reference_period,value_map:1e7fc950b07a2701: 1 Yes 2 No,,True,True,
EVATYP1YN,2018;2019;2020;2021;2022;2023;2024,7,Did ... receive VA payments for a service-connected disability?,EVAANY = 1,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No,,True,True,
EVATYP2YN,2018;2019;2020;2021;2022;2023;2024,7,Did ... receive VA payments for veterans' pension?,EVAANY = 1,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No,,True,True,
EVATYP3YN,2018;2019;2020;2021;2022;2023;2024,7,Did ... receive VA payments for other VA payments?,EVAANY = 1,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No,,True,True,
EVATYP4YN,2018;2019;2020;2021;2022;2023;2024,7,Did ... receive VA payments for G.I. Bill benefits?,EVAANY = 1,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No,,True,True,
EVATYP5YN,2018;2019;2020;2021;2022;2023;2024,7,Did ... receive VA payments from insurance proceeds?,EVAANY = 1,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No,,True,True,
EVEH1DEBT,2018;2019;2020;2021;2022;2023;2024,7,"Whether any money was owed on the first vehicle as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",TVEH_NUM >= 1,household_or_household_month,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EVEH1OWNER1,2018;2019;2020;2021;2022;2023;2024,7,"First owner of the first car, truck, or van as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",TVEH_NUM ge 1,household_or_household_month,value_map:af067180d45c6eb8: Min: 101 Max: 499. Person Number | value_map:7191663732782b63: Minimum: 101 Maximum: 499. Person Number | value_map:5212cf9d30233e64: 101:499. Person Number,,True,True,
EVEH1OWNER2,2018;2019;2020;2021;2022;2023;2024,7,"Second owner of the first car, truck, or van as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",TVEH_NUM ge 1,household_or_household_month,value_map:af067180d45c6eb8: Min: 101 Max: 499. Person Number | value_map:7191663732782b63: Minimum: 101 Maximum: 499. Person Number | value_map:5212cf9d30233e64: 101:499. Person Number,,True,True,
EVEH1OWNER3,2018;2019;2020;2021;2022;2023;2024,7,"Third owner of the first car, truck, or van as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",TVEH_NUM ge 1,household_or_household_month,value_map:af067180d45c6eb8: Min: 101 Max: 499. Person Number | value_map:7191663732782b63: Minimum: 101 Maximum: 499. Person Number | value_map:5212cf9d30233e64: 101:499. Person Number,,True,True,
EVEH1USE,2018;2019;2020;2021;2022;2023;2024,7,"Whether the primary use of the first vehicle was for either: business purposes or transportation of a disabled person [this is household-level data, therefore this value is copied to every member of the household].",TVEH_NUM >= 1,household_or_household_month,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EVEH2DEBT,2018;2019;2020;2021;2022;2023;2024,7,"Whether any money was owed on the second vehicle as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",TVEH_NUM >= 2,household_or_household_month,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EVEH2OWNER1,2018;2019;2020;2021;2022;2023;2024,7,"First owner of the second car, truck, or van as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",TVEH_NUM ge 2,household_or_household_month,value_map:af067180d45c6eb8: Min: 101 Max: 499. Person Number | value_map:7191663732782b63: Minimum: 101 Maximum: 499. Person Number | value_map:5212cf9d30233e64: 101:499. Person Number,,True,True,
EVEH2OWNER2,2018;2019;2020;2021;2022;2023;2024,7,"Second owner of the second car, truck, or van as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",TVEH_NUM ge 2,household_or_household_month,value_map:af067180d45c6eb8: Min: 101 Max: 499. Person Number | value_map:7191663732782b63: Minimum: 101 Maximum: 499. Person Number | value_map:5212cf9d30233e64: 101:499. Person Number,,True,True,
EVEH2OWNER3,2018;2019;2020;2021;2022;2023;2024,7,"Third owner of the second car, truck, or van as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",TVEH_NUM ge 2,household_or_household_month,value_map:af067180d45c6eb8: Min: 101 Max: 499. Person Number | value_map:7191663732782b63: Minimum: 101 Maximum: 499. Person Number | value_map:5212cf9d30233e64: 101:499. Person Number,,True,True,
EVEH2USE,2018;2019;2020;2021;2022;2023;2024,7,"Whether the primary use of the second vehicle was for either: business purposes or transportation of a disabled person [this is household-level data, therefore this value is copied to every member of the household].",TVEH_NUM >= 2,household_or_household_month,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EVEH3DEBT,2018;2019;2020;2021;2022;2023;2024,7,"Whether any money was owed on the third vehicle as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",TVEH_NUM >= 3,household_or_household_month,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EVEH3OWNER1,2018;2019;2020;2021;2022;2023;2024,7,"First owner of the third car, truck, or van as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",TVEH_NUM ge 3,household_or_household_month,value_map:af067180d45c6eb8: Min: 101 Max: 499. Person Number | value_map:7191663732782b63: Minimum: 101 Maximum: 499. Person Number | value_map:5212cf9d30233e64: 101:499. Person Number,,True,True,
EVEH3OWNER2,2018;2019;2020;2021;2022;2023;2024,7,"Second owner of the third car, truck, or van as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",TVEH_NUM ge 3,household_or_household_month,value_map:af067180d45c6eb8: Min: 101 Max: 499. Person Number | value_map:7191663732782b63: Minimum: 101 Maximum: 499. Person Number | value_map:5212cf9d30233e64: 101:499. Person Number,,True,True,
EVEH3OWNER3,2018;2019;2020;2021;2022;2023;2024,7,"Third owner of the third car, truck, or van as of the last day of the reference period [this is household-level data, therefore this value is copied to every member of the household].",TVEH_NUM ge 3,household_or_household_month,value_map:af067180d45c6eb8: Min: 101 Max: 499. Person Number | value_map:7191663732782b63: Minimum: 101 Maximum: 499. Person Number | value_map:5212cf9d30233e64: 101:499. Person Number,,True,True,
EVEH3USE,2018;2019;2020;2021;2022;2023;2024,7,"Whether the primary use of the third vehicle was for either: business purposes or transportation of a disabled person [this is household-level data, therefore this value is copied to every member of the household].",TVEH_NUM >= 3,household_or_household_month,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EVERDIV,2018;2019;2020;2021;2022;2023;2024,7,Has ... ever been divorced?,TAGE GE 15,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EVERWID,2018;2019;2020;2021;2022;2023;2024,7,Has ... ever been widowed?,TAGE GE 15,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No,,True,True,
EVOUCHER,2018;2019;2020;2021;2022;2023;2024,7,Does ... household have a housing voucher?,"ETENURE in (2,3) and ERENTSUB = 1",household_or_household_month,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EWCMNYN,2018;2019;2020;2021;2022;2023;2024,7,Did ... receive Workers' Compensation in this month of the reference period (1- 12)?,EWCANY = 1,monthly,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EWC_ANY,2018;2019;2020;2021;2022;2023;2024,7,Did ... receive Workers' Compensation payments at any time during the reference period?,"TAGE_EHC >= 15 and THHLDSTATUS in (1,2,3,4)",unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EWELACTV1,2018;2019;2020;2021;2022;2023;2024,7,Did ... attend any classes to improve basic reading or math skills?,TAGE_EHC in 18:64 and EEDUC le 42,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EWELACTV2_1,2018;2019;2020;2021;2022;2023;2024,7,"Did ... attend any job readiness training to learn about resume writing, job interviewing, or building self-esteem?",TAGE_EHC in 18:64 and EEDUC le 42,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EWELACTV2_2,2018;2019;2020;2021;2022;2023;2024,7,"Did ... attend any job search program or job clubs, or use any job resource centers to find out about jobs, to schedule interviews, or to fill out applications?",TAGE_EHC in 18:64 and EEDUC le 42,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EWELACTV2_3,2018;2019;2020;2021;2022;2023;2024,7,"Did ... attend any training to learn specific job skills, such as computers, car repair, nursing, day care work, or some other job skills?",TAGE_EHC in 18:64 and EEDUC le 42,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EWELACTV3,2018;2019;2020;2021;2022,5,"Did ... attend training or using job resources because it was required, a choice, or both?",TAGE_EHC ge 15 and RTANF_YRYN = 1 and (EWELACTV2_1 = 1 or EWELACTV2_2 = 1 or EWELACTV2_3 = 1).,unknown,value_map:9fbd0e9c5d9b3651: 1 Required 2 Chose 3 Both required and chose | value_map:a3d5570ca270492f: 1. Required 2. Chose 3. Both required and chose,,False,True,
EWELACTV4,2018;2019;2020;2021;2022;2023;2024,7,Did ... participate in a work experience program in exchange for TANF?,TAGE_EHC ge 15 and RTANF_YRYN = 1.,unknown,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
EWELAC_MNYN,2018;2019;2020;2021;2022;2023;2024,7,Did ... attend class or job training this month (1-12)?,EWELACTV1 = 1 or EWELACTV2_1 = 1 or EWELACTV2_2 = 1 or EWELACTV2_3 = 1 or EWELACTV3 = 1 or EWELACTV4 = 1,monthly,value_map:1e7fc950b07a2701: 1 Yes 2 No | value_map:1c8ca1a570329434: 1. Yes 2. No,,True,True,
