"relative_path","size_bytes","extension","publish_status","github_path","reason"
"temp\source_metadata\census_sipp\2019\2019_SIPP_Data_Dictionary.pdf","2870844",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\2019_sipp_python_input_example.py","4160",".py","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\2019_sipp_r_input_example.r","3188",".r","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\2019_SIPP_Release_Notes.pdf","199029",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\2019_SIPP_Users_Guide_SEP23.pdf","1956499",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\lgtrepwgt2019yr2_schema.json","22353",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\lgtrepwgt2019yr2_validate.xls","18010",".xls","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\lgtrepwgt2019yr2_validate.xlsx","22175",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\lgtrw2019_schema.json","22353",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\lgtrw2019yr2_validate.xls","18007",".xls","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\lgtwgt2019_schema.json","348",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\lgtwgt2019_validate.xls","5935",".xls","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\lgtwgt2019_validate.xlsx","8074",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\official_dataset_directory_index.html","24482",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\official_dataset_directory_index_reaudit_20260716.html","24482",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\official_technical_directory_reaudit_20260716.html","15057",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\official_user_notes_index_reaudit_20260716.html","410962",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\pu2019_schema.json","729330",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\pu2019_validate.xls","264395",".xls","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\pu2019_validate.xlsx","264395",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\rw2019_dictionary.txt","1412",".txt","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\rw2019_schema.json","21997",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\rw2019_validate.xls","18462",".xls","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2019\rw2019_validate.xlsx","22716",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\2020_SIPP_Data_Dictionary.pdf","2802783",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\2020_sipp_python_input_example.py","4739",".py","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\2020_sipp_r_input_example.r","3192",".r","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\2020_SIPP_Release_Notes.pdf","196797",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\2020_SIPP_Users_Guide_SEP23.pdf","1942846",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\lgtrw2020yr2_schema.json","22353",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\lgtrw2020yr2_validate.xls","54272",".xls","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\lgtrw2020yr3_schema.json","22353",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\lgtrw2020yr3_validate.xls","54272",".xls","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\lgtwgt2020yr2_schema.json","348",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\lgtwgt2020yr2_validate.xls","26112",".xls","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\lgtwgt2020yr3_schema.json","348",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\lgtwgt2020yr3_validate.xls","26112",".xls","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\official_dataset_directory_index.html","26752",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html","26752",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\official_technical_directory_reaudit_20260716.html","15057",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\official_user_notes_index_reaudit_20260716.html","404662",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\pu2020_schema.json","728036",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\pu2020_validate.xls","264571",".xls","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\pu2020_validate.xlsx","264571",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\rw2020_dictionary.txt","1412",".txt","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\rw2020_schema.json","22164",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2020\rw2020_validate.xls","59392",".xls","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\2021_SIPP_Data_Dictionary_AUG22.pdf","4038152",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\2021_sipp_python_input_example.py","4724",".py","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\2021_sipp_r_input_example.R","3295",".r","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\2021_SIPP_Release_Notes.pdf","200782",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\2021_SIPP_Users_Guide_SEP23.pdf","2118668",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\lgtrw2021yr2_schema.json","22354",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\lgtrw2021yr2_validate.xlsx","17927",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\lgtrw2021yr3_schema.json","22354",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\lgtrw2021yr3_validate.xlsx","16798",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\lgtrw2021yr4_schema.json","22354",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\lgtrw2021yr4_validate.xlsx","16890",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\lgtwgt2021_dictionary.txt","1225",".txt","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\lgtwgt2021yr2_schema.json","349",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\lgtwgt2021yr2_validate.xlsx","5955",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\lgtwgt2021yr3_schema.json","349",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\lgtwgt2021yr3_validate.xlsx","5931",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\lgtwgt2021yr4_schema.json","349",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\lgtwgt2021yr4_validate.xlsx","5927",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\official_dataset_directory_index.html","30639",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\official_dataset_directory_index_reaudit_20260716.html","30639",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\official_technical_directory_reaudit_20260716.html","15879",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\official_user_notes_index_reaudit_20260716.html","402050",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\pu2021_schema.json","757637",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\pu2021_validate.xls","276176",".xls","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\pu2021_validate.xlsx","276176",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\rw2021_dictionary.txt","1412",".txt","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\rw2021_schema.json","22164",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2021\rw2021_validate.xlsx","17984",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\2022_SIPP_Data_Dictionary.pdf","4157878",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\2022_sipp_python_input_example.py","4857",".py","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\2022_sipp_r_input_example.R","3293",".r","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\2022_SIPP_Release_Notes.pdf","104452",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\2022_SIPP_Users_Guide_SEP23.pdf","2148400",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\lgtrw2022yr2_schema.json","22354",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\lgtrw2022yr2_validate.xlsx","16949",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\lgtrw2022yr3_schema.json","22354",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\lgtrw2022yr3_validate.xlsx","16957",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\lgtwgt2022yr2_schema.json","349",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\lgtwgt2022yr2_validate.xlsx","5950",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\lgtwgt2022yr3_schema.json","349",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\lgtwgt2022yr3_validate.xlsx","5922",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\official_dataset_directory_index.html","26329",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\official_dataset_directory_index_reaudit_20260716.html","26329",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\official_technical_directory_reaudit_20260716.html","15326",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\official_user_notes_index_reaudit_20260716.html","394250",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\pu2022_schema.json","768477",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\pu2022_validate.xlsx","277136",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\rw2022_dictionary.txt","1412",".txt","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\rw2022_schema.json","22164",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2022\rw2022_validate.xlsx","18039",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\2023_SIPP_Data_Dictionary.extracted.txt","2339223",".txt","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\2023_SIPP_Data_Dictionary.pdf","3991831",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\2023_sipp_python_input_example.py","4857",".py","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\2023_sipp_r_input_example.R","3293",".r","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\2023_SIPP_Release_Notes.pdf","106593",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\2023_SIPP_Users_Guide_OCT24.pdf","2393621",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\lgtrw2023_dictionary.txt","2016",".txt","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\lgtrw2023yr2_schema.json","22354",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\lgtrw2023yr2_validate.xlsx","16790",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\lgtrw2023yr3_schema.json","22354",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\lgtrw2023yr3_validate.xlsx","16944",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\lgtrw2023yr4_schema.json","22354",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\lgtrw2023yr4_validate.xlsx","16981",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\lgtwgt2023_dictionary.txt","1223",".txt","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\lgtwgt2023yr2_schema.json","349",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\lgtwgt2023yr2_validate.xlsx","5955",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\lgtwgt2023yr3_schema.json","349",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\lgtwgt2023yr3_validate.xlsx","5936",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\lgtwgt2023yr4_schema.json","349",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\lgtwgt2023yr4_validate.xlsx","5923",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\official_dataset_directory_index.html","25581",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\official_dataset_directory_index_reaudit_20260716.html","25581",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\official_technical_directory_reaudit_20260716.html","15336",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\official_user_notes_index_reaudit_20260716.html","375406",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\pu2023_schema.json","755059",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\pu2023_validate.xlsx","270961",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\rw2023_dictionary.txt","1412",".txt","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\rw2023_schema.json","22164",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2023\rw2023_validate.xlsx","18078",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\2024_SIPP_Data_Dictionary.pdf","4015396",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\2024_sipp_python_input_example.py","4857",".py","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\2024_sipp_r_input_example.R","3293",".r","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\2024_SIPP_Release_Notes.pdf","129891",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\2024_SIPP_Users_Guide.pdf","2396257",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\lgtrw2024yr2_schema.json","22354",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\lgtrw2024yr2_validate.xlsx","16919",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\lgtrw2024yr3_schema.json","22354",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\lgtrw2024yr3_validate.xlsx","16982",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\lgtrw2024yr4_schema.json","22354",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\lgtrw2024yr4_validate.xlsx","17142",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\lgtwgt2024yr2_schema.json","349",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\lgtwgt2024yr2_validate.xlsx","5953",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\lgtwgt2024yr3_schema.json","349",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\lgtwgt2024yr3_validate.xlsx","5931",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\lgtwgt2024yr4_schema.json","349",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\lgtwgt2024yr4_validate.xlsx","5918",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\official_dataset_directory_index.html","24382",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\official_dataset_directory_index_reaudit_20260716.html","24382",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\official_technical_directory_reaudit_20260716.html","15326",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\official_user_notes_index_reaudit_20260716.html","366968",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\pu2024_schema.json","757529",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\pu2024_validate.xlsx","271706",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\rw2024_schema.json","22164",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2024\rw2024_validate.xlsx","18053",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\2025_SIPP_Data_Dictionary.pdf","3994347",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\2025_SIPP_PU_Instrument_Specifications.pdf","3178023",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\2025_sipp_python_input_example.py","4857",".py","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\2025_sipp_r_input_example.R","3293",".r","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\2025_SIPP_Release_Notes.pdf","229923",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\2025_SIPP_Users_Guide.extracted.txt","508320",".txt","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\2025_SIPP_Users_Guide.pdf","2557502",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\lgtrw2025_dictionary.txt","2016",".txt","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\lgtrw2025yr2_schema.json","22354",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\lgtrw2025yr2_validate.xlsx","16933",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\lgtrw2025yr3_schema.json","22354",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\lgtrw2025yr3_validate.xlsx","16996",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\lgtrw2025yr4_schema.json","22354",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\lgtrw2025yr4_validate.xlsx","17223",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\lgtwgt2025_dictionary.txt","1223",".txt","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\lgtwgt2025yr2_schema.json","349",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\lgtwgt2025yr2_validate.xlsx","5950",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\lgtwgt2025yr3_schema.json","349",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\lgtwgt2025yr3_validate.xlsx","5941",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\lgtwgt2025yr4_schema.json","349",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\lgtwgt2025yr4_validate.xlsx","5928",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\official_dataset_directory_index.html","24382",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\official_dataset_directory_index_reaudit_20260716.html","24382",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\official_technical_directory_reaudit_20260716.html","15326",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\official_user_notes_index_reaudit_20260716.html","351565",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\pu2025_schema.json","754138",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\pu2025_validate.xlsx","269643",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\rw2025_dictionary.txt","1412",".txt","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\rw2025_schema.json","22164",".json","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\rw2025_validate.xlsx","17907",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\SIPP-2025-SA.extracted.txt","93846",".txt","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\SIPP-2025-SA.pdf","904085",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\2025\SIPP_Variable_Name_Change_Summary_2014_2025.xlsx","24975",".xlsx","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\common\Select_weights_2018_SIPP_JUN24.pdf","700248",".pdf","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\common\Select_weights_2018_SIPP_JUN24.txt","35810",".txt","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1984\details\wave-1.html","329483",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1984\details\wave-2.html","329462",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1984\details\wave-3.html","337404",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1984\details\wave-4.html","337406",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1984\details\wave-5.html","337388",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1984\details\wave-6.html","329491",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1984\details\wave-7.html","337408",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1984\details\wave-8.html","337381",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1984\details\wave-9.html","329460",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1984\official_dataset_page_20260716.html","347562",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1985\details\wave-1.html","328655",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1985\details\wave-2.html","328682",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1985\details\wave-3.html","335828",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1985\details\wave-4.html","335803",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1985\details\wave-5.html","328684",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1985\details\wave-6.html","335824",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1985\details\wave-7.html","335804",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1985\details\wave-8.html","337242",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1985\official_dataset_page_20260716.html","340015",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1986\details\wave-1.html","328640",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1986\details\wave-2.html","335817",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1986\details\wave-3.html","335823",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1986\details\wave-4.html","335804",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1986\details\wave-5.html","335817",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1986\details\wave-6.html","335824",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1986\details\wave-7.html","335790",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1986\official_dataset_page_20260716.html","339006",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1987\details\wave-1.html","328696",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1987\details\wave-2.html","335802",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1987\details\wave-3.html","335822",".html","excluded","","excluded_temp_or_raw_source_area"
