outcome,timing,cohort_start,month,event_time,period,att,treated_delta,control_delta,n_treated_states,n_control_states
abandoned_in_state_rate,operational_start,2023-04-01,2022-09-01,-7,pre,0.00860884180455269,-0.012255513055374243,-0.020864354859926933,1,48
abandoned_in_state_rate,operational_start,2023-04-01,2022-10-01,-6,pre,-0.006131324799510133,-0.0007066763065472492,0.005424648492962884,1,48
abandoned_in_state_rate,operational_start,2023-04-01,2022-11-01,-5,pre,0.006634237304099742,-0.001165196514159847,-0.007799433818259589,1,48
abandoned_in_state_rate,operational_start,2023-04-01,2022-12-01,-4,pre,0.010390949713638116,0.0017655298900517702,-0.008625419823586345,1,48
abandoned_in_state_rate,operational_start,2023-04-01,2023-01-01,-3,pre,0.0034678534577407445,0.005560464760079695,0.00209261130233895,1,48
abandoned_in_state_rate,operational_start,2023-04-01,2023-02-01,-2,pre,0.012128621242580895,0.0023985901405612076,-0.009730031102019688,1,48
abandoned_in_state_rate,operational_start,2023-04-01,2023-04-01,0,post,-0.023785308319918264,-0.021282491707061993,0.002502816612856272,1,47
abandoned_in_state_rate,operational_start,2023-04-01,2023-05-01,1,post,-0.015894830454775778,-0.025424220115144183,-0.009529389660368405,1,47
abandoned_in_state_rate,operational_start,2023-04-01,2023-06-01,2,post,-0.011484016230177386,-0.02328705350755486,-0.011803037277377476,1,47
abandoned_in_state_rate,operational_start,2023-04-01,2023-07-01,3,post,-0.0071572026648859515,-0.019617796175082303,-0.012460593510196351,1,47
abandoned_in_state_rate,operational_start,2023-04-01,2023-08-01,4,post,-0.008710783373709438,-0.01036071569847452,-0.0016499323247650818,1,47
abandoned_in_state_rate,operational_start,2023-04-01,2023-09-01,5,post,-0.0035601813793912918,-0.007767538650058664,-0.004207357270667372,1,46
abandoned_in_state_rate,operational_start,2023-04-01,2023-10-01,6,post,0.006399549206737199,0.0034264577535966095,-0.002973091453140589,1,46
abandoned_in_state_rate,operational_start,2023-04-01,2023-11-01,7,post,0.019109874277170688,0.012778569304283185,-0.0063313049728875035,1,46
abandoned_in_state_rate,operational_start,2023-04-01,2023-12-01,8,post,0.020883035687331755,0.012483903970166174,-0.008399131717165583,1,46
abandoned_in_state_rate,operational_start,2023-04-01,2024-01-01,9,post,-0.01075291531474942,-0.019186395474760823,-0.008433480160011404,1,46
abandoned_in_state_rate,operational_start,2023-04-01,2024-02-01,10,post,-0.013596697164058967,-0.024912274082613706,-0.011315576918554738,1,46
abandoned_in_state_rate,operational_start,2023-04-01,2024-03-01,11,post,-0.0037965892270134076,-0.012565841472212305,-0.008769252245198898,1,46
abandoned_in_state_rate,operational_start,2023-04-01,2024-04-01,12,post,0.014993416512767031,0.003947777130959229,-0.011045639381807802,1,43
abandoned_in_state_rate,operational_start,2023-04-01,2024-05-01,13,post,0.016692489733048356,0.006894328465767555,-0.0097981612672808,1,43
abandoned_in_state_rate,operational_start,2023-04-01,2024-06-01,14,post,0.021318293990945772,0.006595933005833957,-0.014722360985111814,1,43
abandoned_in_state_rate,operational_start,2023-04-01,2024-07-01,15,post,0.034884043379561816,0.02318303496830952,-0.011701008411252295,1,43
abandoned_in_state_rate,operational_start,2023-04-01,2024-08-01,16,post,0.006835286182820505,-0.01356093917816946,-0.020396225360989964,1,43
abandoned_in_state_rate,operational_start,2023-04-01,2024-09-01,17,post,0.01270133958876131,-0.005221053538026238,-0.017922393126787547,1,43
abandoned_in_state_rate,operational_start,2023-04-01,2024-10-01,18,post,0.007817917430467784,-0.006776019116522244,-0.014593936546990028,1,43
abandoned_in_state_rate,operational_start,2023-04-01,2024-11-01,19,post,0.0070522743241321,-0.008629678653152048,-0.01568195297728415,1,43
abandoned_in_state_rate,operational_start,2023-04-01,2024-12-01,20,post,0.0023538573918245667,-0.01407268058499618,-0.016426537976820747,1,43
abandoned_in_state_rate,operational_start,2023-04-01,2025-01-01,21,post,-0.004381868500061753,-0.019907613730502788,-0.015525745230441035,1,42
abandoned_in_state_rate,operational_start,2023-04-01,2025-03-01,23,post,0.011000946233190837,-0.0020530254984630486,-0.013053971731653886,1,42
abandoned_in_state_rate,operational_start,2023-04-01,2025-04-01,24,post,0.006601625942976084,-0.008051976337368413,-0.014653602280344498,1,42
abandoned_in_state_rate,operational_start,2023-04-01,2025-05-01,25,post,0.002159236807728091,-0.011563674639360935,-0.013722911447089026,1,42
abandoned_in_state_rate,operational_start,2023-04-01,2025-06-01,26,post,-0.008040298207855763,-0.021576907817533422,-0.013536609609677659,1,42
abandoned_in_state_rate,operational_start,2023-04-01,2025-07-01,27,post,-0.014705630183560735,-0.026403024910780892,-0.011697394727220157,1,40
abandoned_in_state_rate,operational_start,2023-04-01,2025-08-01,28,post,-0.005218692189479384,-0.01618375367820947,-0.010965061488730086,1,40
abandoned_in_state_rate,operational_start,2023-04-01,2025-09-01,29,post,-0.008727384580354752,-0.021104910822633147,-0.012377526242278395,1,40
abandoned_in_state_rate,operational_start,2023-04-01,2025-10-01,30,post,-0.0020408742792701294,-0.02172336696466795,-0.01968249268539782,1,39
abandoned_in_state_rate,operational_start,2023-09-01,2022-09-01,-12,pre,-0.0043047373569223835,-0.023337685238465286,-0.019032947881542903,1,48
abandoned_in_state_rate,operational_start,2023-09-01,2022-10-01,-11,pre,0.013660497696415117,0.02091655316776203,0.007256055471346913,1,48
abandoned_in_state_rate,operational_start,2023-09-01,2022-11-01,-10,pre,0.023669954860882986,0.017701928021007424,-0.005968026839875562,1,48
abandoned_in_state_rate,operational_start,2023-09-01,2022-12-01,-9,pre,0.05468564810684113,0.04789163526163881,-0.006794012845202317,1,48
abandoned_in_state_rate,operational_start,2023-09-01,2023-01-01,-8,pre,0.024450975417417052,0.028374993698140033,0.003924018280722981,1,48
abandoned_in_state_rate,operational_start,2023-09-01,2023-02-01,-7,pre,0.025290970880943404,0.017392346757307747,-0.007898624123635659,1,48
abandoned_in_state_rate,operational_start,2023-09-01,2023-03-01,-6,pre,0.04320007116017504,0.04503147813855907,0.0018314069783840288,1,48
abandoned_in_state_rate,operational_start,2023-09-01,2023-04-01,-5,pre,0.02551490163463835,0.0296676505722597,0.004152748937621353,1,47
abandoned_in_state_rate,operational_start,2023-09-01,2023-05-01,-4,pre,0.02316341076464564,0.015283953429042318,-0.007879457335603322,1,47
abandoned_in_state_rate,operational_start,2023-09-01,2023-06-01,-3,pre,0.0322887445964236,0.02213563964381121,-0.01015310495261239,1,47
abandoned_in_state_rate,operational_start,2023-09-01,2023-07-01,-2,pre,0.02542628791050998,0.014615626725078712,-0.010810661185431267,1,47
abandoned_in_state_rate,operational_start,2023-09-01,2023-09-01,0,post,0.01648694766969119,0.012986445640880334,-0.0035005020288108543,1,46
abandoned_in_state_rate,operational_start,2023-09-01,2023-10-01,1,post,0.005945322544805087,0.0036790863335210144,-0.0022662362112840723,1,46
abandoned_in_state_rate,operational_start,2023-09-01,2023-11-01,2,post,0.008124216595041794,0.002499766864010808,-0.005624449731030987,1,46
abandoned_in_state_rate,operational_start,2023-09-01,2023-12-01,3,post,0.01933410060224516,0.011641824126936096,-0.007692276475309065,1,46
abandoned_in_state_rate,operational_start,2023-09-01,2024-01-01,4,post,0.03092759944658903,0.023200974528434143,-0.007726624918154888,1,46
abandoned_in_state_rate,operational_start,2023-09-01,2024-02-01,5,post,0.04822636631318431,0.03761764463648609,-0.010608721676698218,1,46
abandoned_in_state_rate,operational_start,2023-09-01,2024-03-01,6,post,0.017012792487482886,0.008950395484140505,-0.008062397003342379,1,46
abandoned_in_state_rate,operational_start,2023-09-01,2024-04-01,7,post,0.03529190795779401,0.023348287746143476,-0.01194362021165053,1,43
abandoned_in_state_rate,operational_start,2023-09-01,2024-05-01,8,post,0.034874871830656115,0.024178729733532578,-0.010696142097123535,1,43
abandoned_in_state_rate,operational_start,2023-09-01,2024-06-01,9,post,0.04959603347806242,0.033975691663107876,-0.015620341814954546,1,43
abandoned_in_state_rate,operational_start,2023-09-01,2024-07-01,10,post,0.004462556887369608,-0.008136432353725423,-0.01259898924109503,1,43
abandoned_in_state_rate,operational_start,2023-09-01,2024-08-01,11,post,0.018911619856242144,-0.0023825863345905557,-0.0212942061908327,1,43
abandoned_in_state_rate,operational_start,2023-09-01,2024-09-01,12,post,0.01417567623107312,-0.004644697725557159,-0.01882037395663028,1,43
abandoned_in_state_rate,operational_start,2023-09-01,2024-10-01,13,post,0.005169141658033016,-0.010322775718799748,-0.015491917376832764,1,43
abandoned_in_state_rate,operational_start,2023-09-01,2024-11-01,14,post,0.020060100151995882,0.0034801663448690012,-0.01657993380712688,1,43
abandoned_in_state_rate,operational_start,2023-09-01,2024-12-01,15,post,0.010239852200907798,-0.007084666605755685,-0.017324518806663483,1,43
abandoned_in_state_rate,operational_start,2023-09-01,2025-01-01,16,post,0.01681391780614725,0.00014351011275960668,-0.016670407693387644,1,42
abandoned_in_state_rate,operational_start,2023-09-01,2025-03-01,18,post,0.01795084560124658,0.003752211406646083,-0.014198634194600495,1,42
abandoned_in_state_rate,operational_start,2023-09-01,2025-04-01,19,post,0.010342681398664181,-0.005455583344626924,-0.015798264743291105,1,42
abandoned_in_state_rate,operational_start,2023-09-01,2025-05-01,20,post,0.005565949760105684,-0.009301624149929952,-0.014867573910035636,1,42
abandoned_in_state_rate,operational_start,2023-09-01,2025-06-01,21,post,0.005225452473226111,-0.00945581959939816,-0.014681272072624272,1,42
abandoned_in_state_rate,operational_start,2023-09-01,2025-07-01,22,post,0.012207502905330986,-0.0011627588604778416,-0.013370261765808827,1,40
abandoned_in_state_rate,operational_start,2023-09-01,2025-08-01,23,post,0.0018069249740855584,-0.010831003553233201,-0.01263792852731876,1,40
abandoned_in_state_rate,operational_start,2023-09-01,2025-09-01,24,post,0.006708556093464555,-0.007341837187402514,-0.014050393280867069,1,40
abandoned_in_state_rate,operational_start,2023-09-01,2025-10-01,25,post,0.01823657279510113,-0.003629225105459974,-0.021865797900561104,1,39
abandoned_in_state_rate,operational_start,2023-09-01,2025-11-01,26,post,0.022928848941975097,0.003230098384533059,-0.019698750557442038,1,39
abandoned_in_state_rate,operational_start,2023-09-01,2025-12-01,27,post,0.007370571893391669,-0.012070631984690453,-0.01944120387808212,1,39
abandoned_in_state_rate,operational_start,2023-09-01,2026-01-01,28,post,0.01607924210141203,-0.0010841122587915003,-0.01716335436020353,1,39
abandoned_in_state_rate,operational_start,2023-09-01,2026-02-01,29,post,0.03532305141183944,0.015515624283855667,-0.019807427127983772,1,39
abandoned_in_state_rate,operational_start,2023-09-01,2026-03-01,30,post,0.038154133494877084,0.02211009391619803,-0.016044039578679052,1,39
abandoned_in_state_rate,operational_start,2024-04-01,2023-04-01,-12,pre,0.0015023178945907708,0.013355489527310188,0.011853171632719418,3,47
abandoned_in_state_rate,operational_start,2024-04-01,2023-05-01,-11,pre,-0.0013023042907727785,-0.0014813389312780395,-0.00017903464050526103,3,47
abandoned_in_state_rate,operational_start,2024-04-01,2023-06-01,-10,pre,-0.004170886151550786,-0.006623568409065116,-0.00245268225751433,3,47
abandoned_in_state_rate,operational_start,2024-04-01,2023-07-01,-9,pre,-0.010268884458083632,-0.013379122948416838,-0.0031102384903332063,3,47
abandoned_in_state_rate,operational_start,2024-04-01,2023-08-01,-8,pre,-0.013013232050484692,-0.005312809355386629,0.007700422695098064,3,47
abandoned_in_state_rate,operational_start,2024-04-01,2023-09-01,-7,pre,-0.01676431343582615,-0.012202418461294625,0.004561894974531523,3,46
abandoned_in_state_rate,operational_start,2024-04-01,2023-10-01,-6,pre,-0.00211782468728753,0.003678336104770775,0.005796160792058305,3,46
abandoned_in_state_rate,operational_start,2024-04-01,2023-11-01,-5,pre,0.0016775284628725877,0.004115475735183981,0.0024379472723113933,3,46
abandoned_in_state_rate,operational_start,2024-04-01,2023-12-01,-4,pre,0.013737739126161181,0.014107859654194496,0.00037012052803331443,3,46
abandoned_in_state_rate,operational_start,2024-04-01,2024-01-01,-3,pre,0.009377712020553342,0.009713484105740836,0.0003357720851874937,3,46
abandoned_in_state_rate,operational_start,2024-04-01,2024-02-01,-2,pre,0.00011137704181762896,-0.0024349476315382126,-0.0025463246733558416,3,46
abandoned_in_state_rate,operational_start,2024-04-01,2024-04-01,0,post,0.0033487252692321083,0.00040065599292830417,-0.0029480692763038043,3,43
abandoned_in_state_rate,operational_start,2024-04-01,2024-05-01,1,post,-0.0077400592130150185,-0.009440650374791824,-0.0017005911617768061,3,43
abandoned_in_state_rate,operational_start,2024-04-01,2024-06-01,2,post,-0.006575617648931689,-0.013200408528539506,-0.0066247908796078165,3,43
abandoned_in_state_rate,operational_start,2024-04-01,2024-07-01,3,post,-0.000646839667780895,-0.004250277973529194,-0.003603438305748299,3,43
abandoned_in_state_rate,operational_start,2024-04-01,2024-08-01,4,post,-0.0029376164000371307,-0.015236271655523105,-0.012298655255485975,3,43
abandoned_in_state_rate,operational_start,2024-04-01,2024-09-01,5,post,-0.0008777303674981293,-0.010702553388781682,-0.009824823021283553,3,43
abandoned_in_state_rate,operational_start,2024-04-01,2024-10-01,6,post,-0.004710239578781343,-0.011206606020267377,-0.006496366441486034,3,43
abandoned_in_state_rate,operational_start,2024-04-01,2024-11-01,7,post,2.6711779114423594e-05,-0.007557671092665731,-0.007584382871780155,3,43
abandoned_in_state_rate,operational_start,2024-04-01,2024-12-01,8,post,-0.005893230414210268,-0.014222198285527022,-0.008328967871316754,3,43
abandoned_in_state_rate,operational_start,2024-04-01,2025-01-01,9,post,0.0037631398650805918,-0.004282743404704493,-0.008045883269785085,3,42
abandoned_in_state_rate,operational_start,2024-04-01,2025-03-01,11,post,0.022675590942975943,0.017101481171978006,-0.005574109770997938,3,42
abandoned_in_state_rate,operational_start,2024-04-01,2025-04-01,12,post,0.03487517817967699,0.02770143785998844,-0.007173740319688547,3,42
abandoned_in_state_rate,operational_start,2024-04-01,2025-05-01,13,post,0.017713261113372097,0.011470211626939017,-0.006243049486433078,3,42
abandoned_in_state_rate,operational_start,2024-04-01,2025-06-01,14,post,-0.0067226973303079205,-0.012779444979329632,-0.006056747649021712,3,42
abandoned_in_state_rate,operational_start,2024-04-01,2025-07-01,15,post,0.0015199387819009587,-0.0033718335845219515,-0.00489177236642291,3,40
abandoned_in_state_rate,operational_start,2024-04-01,2025-08-01,16,post,0.006926517095493396,0.002767077967560557,-0.004159439127932839,3,40
abandoned_in_state_rate,operational_start,2024-04-01,2025-09-01,17,post,0.0036728150151728416,-0.0018990888663083054,-0.005571903881481147,3,40
abandoned_in_state_rate,operational_start,2024-04-01,2025-10-01,18,post,0.002272474408374349,-0.007265141828217058,-0.009537616236591407,3,39
abandoned_in_state_rate,operational_start,2024-04-01,2025-11-01,19,post,0.002690135424571221,-0.004680433468901124,-0.007370568893472345,3,39
abandoned_in_state_rate,operational_start,2024-04-01,2025-12-01,20,post,0.00828162651178787,0.0011686042976754435,-0.007113022214112426,3,39
abandoned_in_state_rate,operational_start,2024-04-01,2026-01-01,21,post,0.016651769324122656,0.011816596627888823,-0.004835172696233833,3,39
abandoned_in_state_rate,operational_start,2024-04-01,2026-02-01,22,post,0.014261890082377455,0.006782644618363374,-0.00747924546401408,3,39
abandoned_in_state_rate,operational_start,2024-04-01,2026-03-01,23,post,0.016145531084656696,0.012429673169947341,-0.0037158579147093564,3,39
abandoned_in_state_rate,operational_start,2024-04-01,2026-04-01,24,post,-0.0063079497820486205,-0.01301208303559727,-0.00670413325354865,3,39
abandoned_in_state_rate,operational_start,2024-04-01,2026-05-01,25,post,0.004746893338663547,-0.0020006166022847236,-0.00674750994094827,3,39
abandoned_in_state_rate,operational_start,2025-01-01,2024-01-01,-12,pre,0.003339796564951484,0.012388877635425968,0.009049081070474484,1,46
abandoned_in_state_rate,operational_start,2025-01-01,2024-02-01,-11,pre,0.0009833338002783586,0.007150318112209508,0.00616698431193115,1,46
abandoned_in_state_rate,operational_start,2025-01-01,2024-03-01,-10,pre,-0.0017200523663446158,0.006993256618942373,0.008713308985286989,1,46
abandoned_in_state_rate,operational_start,2025-01-01,2024-04-01,-9,pre,0.0020265789332490885,0.007407477528262041,0.005380898595012952,1,43
abandoned_in_state_rate,operational_start,2025-01-01,2024-05-01,-8,pre,0.009013208407668392,0.01564158511720834,0.006628376709539948,1,43
abandoned_in_state_rate,operational_start,2025-01-01,2024-06-01,-7,pre,0.003312324852981871,0.00501650184469081,0.0017041769917089389,1,43
abandoned_in_state_rate,operational_start,2025-01-01,2024-07-01,-6,pre,-0.006245421983669421,-0.0015198924181009654,0.004725529565568456,1,43
abandoned_in_state_rate,operational_start,2025-01-01,2024-08-01,-5,pre,0.003841678925203728,-0.0001280084589654895,-0.003969687384169218,1,43
abandoned_in_state_rate,operational_start,2025-01-01,2024-09-01,-4,pre,0.00069893238129883,-0.0007969227686679681,-0.001495855149966798,1,43
abandoned_in_state_rate,operational_start,2025-01-01,2024-10-01,-3,pre,0.008273763498692086,0.010106364928522807,0.0018326014298307217,1,43
abandoned_in_state_rate,operational_start,2025-01-01,2024-11-01,-2,pre,0.006754783478045782,0.007499368477582383,0.0007445849995366003,1,43
abandoned_in_state_rate,operational_start,2025-01-01,2025-01-01,0,post,-0.002611062828015219,-0.002296175577617493,0.0003148872503977257,1,42
abandoned_in_state_rate,operational_start,2025-01-01,2025-03-01,2,post,-0.004551316042068026,-0.0017646552928831521,0.0027866607491848737,1,42
abandoned_in_state_rate,operational_start,2025-01-01,2025-04-01,3,post,-0.0011616290715629318,2.5401128931332173e-05,0.001187030200494264,1,42
abandoned_in_state_rate,operational_start,2025-01-01,2025-05-01,4,post,-0.003383630568757725,-0.0012659095350079919,0.002117721033749733,1,42
abandoned_in_state_rate,operational_start,2025-01-01,2025-06-01,5,post,-0.006660320141772253,-0.004356297270611154,0.0023040228711610996,1,42
abandoned_in_state_rate,operational_start,2025-01-01,2025-07-01,6,post,-0.0033145491871314618,0.0004495389502318231,0.003764088137363285,1,40
abandoned_in_state_rate,operational_start,2025-01-01,2025-08-01,7,post,-0.0012724951567508408,0.003223926219102516,0.004496421375853357,1,40
abandoned_in_state_rate,operational_start,2025-01-01,2025-09-01,8,post,0.0006277815017651711,0.0037117381240702185,0.0030839566223050474,1,40
abandoned_in_state_rate,operational_start,2025-01-01,2025-10-01,9,post,0.0038807052627485225,0.0030844898174559737,-0.000796215445292549,1,39
abandoned_in_state_rate,operational_start,2025-01-01,2025-11-01,10,post,-0.005496099413712836,-0.004125267515886322,0.0013708318978265135,1,39
abandoned_in_state_rate,operational_start,2025-01-01,2025-12-01,11,post,-0.002723762189765495,-0.0010953836125790622,0.0016283785771864328,1,39
abandoned_in_state_rate,operational_start,2025-01-01,2026-01-01,12,post,0.0020485066626646626,0.005954734757729688,0.003906228095065025,1,39
abandoned_in_state_rate,operational_start,2025-01-01,2026-02-01,13,post,0.01205416915140992,0.0133163244786947,0.0012621553272847805,1,39
abandoned_in_state_rate,operational_start,2025-01-01,2026-03-01,14,post,0.004265052285057237,0.009290595161646736,0.0050255428765895,1,39
abandoned_in_state_rate,operational_start,2025-01-01,2026-04-01,15,post,0.0037910683010434856,0.005828335838793691,0.0020372675377502056,1,39
abandoned_in_state_rate,operational_start,2025-01-01,2026-05-01,16,post,0.0064174381523690645,0.008411329002719653,0.001993890850350588,1,39
abandoned_in_state_rate,operational_start,2025-10-01,2024-10-01,-12,pre,0.014012840910871911,0.011965213600149238,-0.0020476273107226735,1,41
abandoned_in_state_rate,operational_start,2025-10-01,2024-11-01,-11,pre,0.025377260575967505,0.022756388315714332,-0.002620872260253173,1,41
abandoned_in_state_rate,operational_start,2025-10-01,2024-12-01,-10,pre,0.06508751000180801,0.06198824163555747,-0.00309926836625054,1,41
abandoned_in_state_rate,operational_start,2025-10-01,2025-01-01,-9,pre,0.04394028436383952,0.041313594100117035,-0.0026266902637224815,1,40
abandoned_in_state_rate,operational_start,2025-10-01,2025-03-01,-7,pre,0.014828000201308611,0.015177108693240043,0.0003491084919314318,1,40
abandoned_in_state_rate,operational_start,2025-10-01,2025-04-01,-6,pre,0.010190400554497988,0.009188131202331945,-0.0010022693521660425,1,40
abandoned_in_state_rate,operational_start,2025-10-01,2025-05-01,-5,pre,-0.02493178221018361,-0.02481001619534072,0.0001217660148428881,1,40
abandoned_in_state_rate,operational_start,2025-10-01,2025-06-01,-4,pre,0.015501057615346231,0.01608590667883114,0.00058484906348491,1,40
abandoned_in_state_rate,operational_start,2025-10-01,2025-07-01,-3,pre,-0.029842783339487065,-0.02916265182442883,0.0006801315150582375,1,40
abandoned_in_state_rate,operational_start,2025-10-01,2025-08-01,-2,pre,-0.02319558245633903,-0.02178311770279072,0.001412464753548309,1,40
abandoned_in_state_rate,operational_start,2025-10-01,2025-10-01,0,post,-0.004812834937052483,-0.010361524908697836,-0.0055486899716453535,1,39
abandoned_in_state_rate,operational_start,2025-10-01,2025-11-01,1,post,-0.03617944502426612,-0.03956108765279241,-0.003381642628526291,1,39
abandoned_in_state_rate,operational_start,2025-10-01,2025-12-01,2,post,-0.046719644434199674,-0.049843740383366045,-0.003124095949166372,1,39
abandoned_in_state_rate,operational_start,2025-10-01,2026-01-01,3,post,-0.03429755850738922,-0.035143804938677,-0.0008462464312877791,1,39
abandoned_in_state_rate,operational_start,2025-10-01,2026-02-01,4,post,-0.03811945039438796,-0.041609769593455984,-0.0034903191990680238,1,39
abandoned_in_state_rate,operational_start,2025-10-01,2026-03-01,5,post,-0.026940971615670987,-0.026667903265434292,0.0002730683502366953,1,39
abandoned_in_state_rate,operational_start,2025-10-01,2026-04-01,6,post,-0.03878054528606688,-0.04149575227466948,-0.0027152069886026,1,39
abandoned_in_state_rate,operational_start,2025-10-01,2026-05-01,7,post,-0.057472073182365545,-0.06023065685836776,-0.0027585836760022167,1,39
average_speed_to_answer_seconds,operational_start,2021-10-01,2021-07-01,-3,pre,6.03921568627451,5.0,-1.0392156862745099,1,51
average_speed_to_answer_seconds,operational_start,2021-10-01,2021-08-01,-2,pre,10.529411764705882,9.0,-1.5294117647058822,1,51
average_speed_to_answer_seconds,operational_start,2021-10-01,2021-10-01,0,post,1.44,-1.0,-2.44,1,50
average_speed_to_answer_seconds,operational_start,2021-10-01,2021-11-01,1,post,-4.779999999999999,-8.0,-3.22,1,50
average_speed_to_answer_seconds,operational_start,2021-10-01,2021-12-01,2,post,-7.279999999999999,-11.0,-3.72,1,50
average_speed_to_answer_seconds,operational_start,2021-10-01,2022-01-01,3,post,-33.265306122448976,-35.0,-1.7346938775510203,1,49
average_speed_to_answer_seconds,operational_start,2021-10-01,2022-02-01,4,post,-28.632653061224488,-31.0,-2.36734693877551,1,49
average_speed_to_answer_seconds,operational_start,2021-10-01,2022-03-01,5,post,-22.89795918367347,-26.0,-3.1020408163265305,1,49
average_speed_to_answer_seconds,operational_start,2021-10-01,2022-04-01,6,post,-21.083333333333332,-24.0,-2.9166666666666665,1,48
average_speed_to_answer_seconds,operational_start,2021-10-01,2022-05-01,7,post,-20.458333333333332,-23.0,-2.5416666666666665,1,48
average_speed_to_answer_seconds,operational_start,2021-10-01,2022-06-01,8,post,-25.166666666666668,-29.0,-3.8333333333333335,1,48
average_speed_to_answer_seconds,operational_start,2021-10-01,2022-07-01,9,post,-30.229166666666668,-37.0,-6.770833333333333,1,48
average_speed_to_answer_seconds,operational_start,2021-10-01,2022-08-01,10,post,-30.541666666666668,-38.0,-7.458333333333333,1,48
average_speed_to_answer_seconds,operational_start,2021-10-01,2022-09-01,11,post,-36.625,-46.0,-9.375,1,48
average_speed_to_answer_seconds,operational_start,2021-10-01,2022-10-01,12,post,-39.166666666666664,-50.0,-10.833333333333334,1,48
average_speed_to_answer_seconds,operational_start,2021-10-01,2022-11-01,13,post,-38.9375,-51.0,-12.0625,1,48
average_speed_to_answer_seconds,operational_start,2021-10-01,2022-12-01,14,post,-37.6875,-50.0,-12.3125,1,48
average_speed_to_answer_seconds,operational_start,2021-10-01,2023-01-01,15,post,-38.166666666666664,-50.0,-11.833333333333334,1,48
average_speed_to_answer_seconds,operational_start,2021-10-01,2023-02-01,16,post,-37.333333333333336,-49.0,-11.666666666666666,1,48
average_speed_to_answer_seconds,operational_start,2021-10-01,2023-03-01,17,post,-38.375,-49.0,-10.625,1,48
average_speed_to_answer_seconds,operational_start,2021-10-01,2023-04-01,18,post,-39.93617021276596,-50.0,-10.063829787234043,1,47
average_speed_to_answer_seconds,operational_start,2021-10-01,2023-05-01,19,post,-38.638297872340424,-50.0,-11.361702127659575,1,47
average_speed_to_answer_seconds,operational_start,2021-10-01,2023-06-01,20,post,-36.8936170212766,-48.0,-11.106382978723405,1,47
average_speed_to_answer_seconds,operational_start,2021-10-01,2023-07-01,21,post,-36.91489361702128,-48.0,-11.085106382978724,1,47
average_speed_to_answer_seconds,operational_start,2021-10-01,2023-08-01,22,post,-36.765957446808514,-48.0,-11.23404255319149,1,47
average_speed_to_answer_seconds,operational_start,2021-10-01,2023-09-01,23,post,-33.21739130434783,-45.0,-11.782608695652174,1,46
average_speed_to_answer_seconds,operational_start,2021-10-01,2023-10-01,24,post,-36.26086956521739,-48.0,-11.73913043478261,1,46
average_speed_to_answer_seconds,operational_start,2021-10-01,2023-11-01,25,post,-32.891304347826086,-45.0,-12.108695652173912,1,46
average_speed_to_answer_seconds,operational_start,2021-10-01,2023-12-01,26,post,-25.23913043478261,-37.0,-11.76086956521739,1,46
average_speed_to_answer_seconds,operational_start,2021-10-01,2024-01-01,27,post,-25.282608695652172,-37.0,-11.717391304347826,1,46
average_speed_to_answer_seconds,operational_start,2021-10-01,2024-02-01,28,post,-16.804347826086957,-29.0,-12.195652173913043,1,46
average_speed_to_answer_seconds,operational_start,2021-10-01,2024-03-01,29,post,-10.826086956521738,-23.0,-12.173913043478262,1,46
average_speed_to_answer_seconds,operational_start,2021-10-01,2024-04-01,30,post,-25.48837209302326,-37.0,-11.511627906976743,1,43
average_speed_to_answer_seconds,operational_start,2022-01-01,2021-07-01,-6,pre,-2.823529411764706,0.0,2.823529411764706,1,51
average_speed_to_answer_seconds,operational_start,2022-01-01,2021-08-01,-5,pre,-1.3333333333333335,1.0,2.3333333333333335,1,51
average_speed_to_answer_seconds,operational_start,2022-01-01,2021-09-01,-4,pre,-2.8627450980392157,1.0,3.8627450980392157,1,51
average_speed_to_answer_seconds,operational_start,2022-01-01,2021-10-01,-3,pre,-1.28,0.0,1.28,1,50
average_speed_to_answer_seconds,operational_start,2022-01-01,2021-11-01,-2,pre,-0.5,0.0,0.5,1,50
average_speed_to_answer_seconds,operational_start,2022-01-01,2022-01-01,0,post,-1.0408163265306123,1.0,2.0408163265306123,1,49
average_speed_to_answer_seconds,operational_start,2022-01-01,2022-02-01,1,post,-1.4081632653061225,0.0,1.4081632653061225,1,49
average_speed_to_answer_seconds,operational_start,2022-01-01,2022-03-01,2,post,-1.6734693877551021,-1.0,0.673469387755102,1,49
average_speed_to_answer_seconds,operational_start,2022-01-01,2022-04-01,3,post,0.47916666666666663,1.0,0.5208333333333334,1,48
average_speed_to_answer_seconds,operational_start,2022-01-01,2022-05-01,4,post,0.10416666666666663,1.0,0.8958333333333334,1,48
average_speed_to_answer_seconds,operational_start,2022-01-01,2022-06-01,5,post,-0.6041666666666667,-1.0,-0.3958333333333333,1,48
average_speed_to_answer_seconds,operational_start,2022-01-01,2022-07-01,6,post,-2.6666666666666665,-6.0,-3.3333333333333335,1,48
average_speed_to_answer_seconds,operational_start,2022-01-01,2022-08-01,7,post,-1.979166666666667,-6.0,-4.020833333333333,1,48
average_speed_to_answer_seconds,operational_start,2022-01-01,2022-09-01,8,post,-3.0625,-9.0,-5.9375,1,48
average_speed_to_answer_seconds,operational_start,2022-01-01,2022-10-01,9,post,-2.604166666666667,-10.0,-7.395833333333333,1,48
average_speed_to_answer_seconds,operational_start,2022-01-01,2022-11-01,10,post,-1.375,-10.0,-8.625,1,48
